Sub * SUBJ SUBJ !Â‰—Ì!
W * N N,SING,LOC,INDF ”ﬁ«Œ«‰Â «Ì
W * P P »«
W * N N,SING,COM  «ÀÌ—
W * P P «“
W * N N,PL,COM,GEN ¬À«—
W * N N,SING,PR Å·Â
W * N N,SING,PR ﬂ·Â
W * DELM DELM ,
W * N N,SING,NUM 1879
W * DELM DELM -
W * N N,SING,NUM 1940
W * DELM DELM (
W * CON CON Ê
W * N N,SING,PR ÅÌﬂ«”Ê
W * N N,SING,NUM 1881
W * DELM DELM -
W * N N,SING,NUM 1973
W * DELM DELM (
W * N N,SING,COM,GEN  «»·ÊÌ
W * N N,SING,COM,GEN Œœ«Õ«›Ÿ
W * DELM DELM )
W * N N,SING,NUM 1961
W * DELM DELM (
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P »Â
W * N N,SING,COM ÊÃÊœ
W * ADJ ADJ,INO ¬Ê—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,INDF „—œÌ
W * CON CON ﬂÂ
W * N N,SING,COM,INDF ‘„⁄Ì
W * P P œ—
W * N N,SING,COM œ” 
W * V V,PRS,POS,3 œ«—œ
W * P P »«
W * N N,SING,COM,INDF ÅÌﬂ—Ì
W * ADJ ADJ,SIM,GEN ”ÊŒ Â
W * ADJ ADJ,SIM ﬁÂÊÂ «Ì
W * CON CON Ê
W * N N,SING,COM,INDF “‰Ì
W * CON CON ﬂÂ
W * N N,SING,COM,AFF,3 «‰œ«„‘
W * ADJ ADJ,SIM ”Ì«Â
W * V V,PRE,SIM «” 
W * DELM DELM °
W * ADV ADV,GENR,SIM ‘«Ìœ
W * N N,SING,COM,GEN ‰„«œ
W * N N,PL,COM,GEN «‰”«‰Â«Ì
W * V V,PRE,ADJC,6 ”ÊŒ Â «Ì «‰œ
W * CON CON ﬂÂ
W * P P »«
W * N N,SING,COM ‘„⁄
W * P P œ—
W * N N,SING,COM,GEN Ã” ÃÊÌ
W * V V,PRE,NC,6 ÕﬁÌﬁ  «‰œ
W * CON CON Ê
W * N N,SING,COM œ«‰‘
W * DELM DELM !
W * CON CON Ê
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN ﬂÊœﬂ
W * N N,SING,COM,AFF,6 Â„—«Â‘«‰
W * V V,PRE,NC,6 ‰”·Ì «‰œ
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM ¬Ì‰œÂ
W * V V,AUX,NIN,POS »«Ìœ
W * N N,SING,COM,GEN —«Â
W * PRO PRO,DEMO,PL ¬‰Â«
W * RA RA —«
W * P P,GEN »—«Ì
W * N N,SING,NFL,GEN Ì«› ‰
W * N N,SING,COM ›÷Ì· 
W * CON CON Ê
W * N N,SING,COM ⁄œ«· 
W * N N,SING,COM «œ«„Â
W * V V,SUB,POS,6 œÂ‰œ
W * DELM DELM .
W * N N,SING,NUM ”Â
W * N N,SING,COM,GEN «À—
W * ADJ ADJ,SIM,GEN œÌê—
W * N N,SING,PR ﬁ‰œ—Ì“
W * P P »«
W * N N,SING,COM «·Â«„
W * P P «“
W * N N,PL,COM,GEN ‰ﬁÊ‘
W * N N,PL,COM,GEN Å«—çÂ Â«Ì
W * N N,SING,COM ﬁ·„ﬂ«—
W * CON CON Ê
W * N N,PL,COM,GEN Å Â œÊ“ÌÂ«Ì
W * N N,SING,LOC,PR ﬂ—„«‰
W * CON CON Ê
W * N N,PL,COM,GEN Å—ç„Â«Ì
W * N N,SING,COM,GEN ⁄“«œ«—Ì
W * N N,SING,DAY ⁄«‘Ê—«
W * CON CON Ê
W * N N,PL,COM,GEN «‘Ì«¡
W * ADJ ADJ,SIM ¬ÌÌ‰Ì
W * CON CON ﬂÂ
W * P P œ—
W * N N,PL,COM,GEN „—«”„
W * ADJ ADJ,SIM ”‰ Ì
W * DELM DELM ‹
W * ADJ ADJ,SIM œÌ‰Ì
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM «” ›«œÂ
W * N N,SING,COM ﬁ—«—
W * V V,PRS,POS,6 „Ì êÌ—‰œ
W * DELM DELM °
W * P P »«
W * N N,SING,COM «” ›«œÂ
W * P P «“
W * N N,PL,COM,GEN  ﬂ‰ÌﬂÂ«Ì
W * N N,SING,COM,GEN ç«Å
W * ADJ ADJ,SIM œ” Ì
W * N N,SING,COM ‘ﬂ·
W * ADJ ADJ,INO ê—› Â
W * V V,PRE,SIM «” 
W * CON CON Ê
W * ADJ ADJ,SIM Õ«ﬂÌ
W * P P «“
W * N N,PL,COM,GEN  Ã«—»
W * ADJ ADJ,SIM,GEN  Ã”„Ì
W * N N,SING,COM,GEN œÊ—«‰
W * V V,PRE,PROC,6 ŒÊÌ‘ «‰œ
W * DELM DELM .
W * P P œ—
W * DET DET «Ì‰
W * N N,PL,COM ¬À«—
W * N N,SING,COM,GEN «’«· 
W * N N,SING,COM ›—„
W * DELM DELM °
W * N N,SING,COM —‰ê
W * RA RA —«
W * N N,SING,COM,GEN  Õ  «·‘⁄«⁄
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM ﬁ—«—
W * ADJ ADJ,INO œ«œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR,GEN Ã⁄›—
W * N N,SING,PR —ÊÕ»Œ‘
W * DET DET «Ì‰
W * N N,PL,COM  Ã«—»
W * RA RA —«
W * P P œ—
W * SPEC SPEC ”·”·Â
W * N N,PL,COM,INDF ¬À«—Ì
W * CON CON ﬂÂ
W * QUA QUA,GEN  „«„
W * N N,SING,COM ⁄„—
W * P P »Â
W * PRO PRO,DEMO,SING ¬‰
W * ADJ ADJ,SIM „‘€Ê·
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM °
W * P P »Â
W * N N,SING,COM,GEN ﬂ„«·
W * PRO PRO,R,XOD ŒÊœ
W * V V,PA,SIM,POS,3 —”«‰œ
W * DELM DELM .
W * N N,SING,PR ⁄·Ì—÷«
W * N N,SING,PR «”ÅÂ»œ
W * P P »«
W * N N,SING,COM,GEN  «»·ÊÌ
W * DELM DELM "
W * N N,SING,NUM ”Â
W * N N,SING,COM ﬂ·«€
W * P P œ—
W * N N,SING,SES “„” «‰
W * DELM DELM "
W * P P œ—
W * N N,SING,COM,GEN “Ì—
W * N N,SING,COM,INDF —œÌ›Ì
W * P P «“
W * N N,PL,COM œ—Œ «‰
W * ADJ ADJ,INO ﬂÊ‘ÌœÂ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P »«
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN  ’ÊÌ—
W * ADJ ADJ,SIM,GEN ê—«›ÌﬂÌ
W * N N,PL,COM,GEN «„ﬂ«‰« 
W * N N,SING,COM,GEN  ›”Ì—
W * ADJ ADJ,SIM ”Ì«”Ì
W * P P «“
W * N N,SING,COM «À—
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN œÊ—«‰
W * N N,SING,PR,GEN ÅÂ·ÊÌ
W * ADJ ADJ,ORD œÊ„
W * P P »«
W * N N,SING,COM  ÊÃÂ
W * P P »Â
W * N N,SING,COM,GEN ÃÊ
W * N N,SING,COM Õ«ﬂ„
W * DELM DELM °
W * P P,GEN »—«Ì
W * N N,PL,COM,GEN „Œ«ÿ»«‰
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM «ÌÃ«œ
W * V V,SUB,POS,3 ﬂ‰œ
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN ﬂ«—
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM,GEN  Ê›Ìﬁ
W * ADJ ADJ,SIM ‰”»Ì
W * CON CON Â„
W * ADJ ADJ,SIM ÅÌœ«
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,SING,COM,GEN Ê«Õœ
W * N N,SING,COM Œ«ﬂœ«‰
W * P P œ—
W * N N,SING,COM,GEN »«“‰„«ÌÌ
W * N N,PL,COM «‘Ì«¡
W * ADJ ADJ,SIM „ »Õ—
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,SING,COM,GEN ’‰œ·Ì
W * ADJ ADJ,SIM ·Â” «‰Ì
W * CON CON Ê
W * ADJ ADJ,SIM,GEN «ÿÊÌÌ
W * P P,GEN —ÊÌ
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * ADV ADV,GENR,SIM »ŒÊ»Ì
W * ADJ ADJ,SIM „Ã”„
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN ‰ê«Â
W * PRO PRO,personal,SING,3 «Ê
W * P P »Â
W * N N,PL,COM «‘Ì«¡
W * ADJ ADJ,SIM œﬁÌﬁ
W * DELM DELM °
W * N N,SING,COM „Ê
W * P P »Â
W * N N,SING,COM „Ê
W * CON CON Ê
W * ADJ ADJ,SIM „‘—ÊÕ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN Ê«ﬁ⁄ ê—«ÌÌ
W * ADJ ADJ,SIM «›—«ÿÌ
W * P P œ—
W * N N,SING,COM,GEN ”—«”—
W * N N,SING,COM,GEN ”«Œ „«‰
W * N N,SING,COM «À—
W * P P »Â
W * N N,SING,COM ç‘„
W * V V,PRS,POS,3 „Ì ŒÊ—œ
W * CON CON Ê
W * N N,SING,COM ‰‘«‰
W * V V,PRS,POS,3 „Ì œÂœ
W * CON CON ﬂÂ
W * N N,SING,COM Ê«ﬁ⁄ ê—«ÌÌ
W * V V,PRS,POS,3 „Ì  Ê«‰œ
W * P P œ—
W * N N,SING,COM,GEN Œœ„ 
W * N N,SING,COM,GEN »Ì«‰
W * N N,SING,COM,GEN «„—
W * ADJ ADJ,SIM ›—«Ê«ﬁ⁄
W * CON CON Ê
W * ADJ ADJ,SIM €Ì——∆«·Ì” Ì
W * V V,SUB,POS,3 »«‘œ
W * DELM DELM .
W * N N,SING,COM,GEN “„Ì‰ÂÒ
W * N N,SING,COM,GEN «À—
W * N N,SING,COM,INDF «»—Ì
W * ADJ ADJ,SIM Ã«œÊÌÌ
W * P P œ—
W * N N,SING,COM,INDF ¬”„«‰Ì
W * ADJ ADJ,SIM ﬁÂÊÂ «Ì
W * N N,SING,COM —‰ê
W * RA RA —«
W * N N,SING,COM ‰‘«‰
W * V V,PRS,POS,3 „Ì œÂœ
W * CON CON ﬂÂ
W * N N,SING,NUM ç‰œ
W * N N,SING,COM,GEN ·ﬂÂ
W * N N,SING,COM ŒÊ‰
W * P P »—
W * N N,SING,COM,GEN ›—«“
W * N N,SING,COM «»—
W * P P,GEN —ÊÌ
W * N N,SING,COM,GEN ·»ÂÒ
W * ADJ ADJ,SIM,GEN »«·«ÌÌ
W * N N,SING,COM,GEN «‰ Â«Ì
W * N N,SING,COM  «»·Ê
W * ADJ ADJ,INO ‰‘” Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM «À—
W * DELM DELM °
W * P P »Â
W * N N,SING,TIME,GEN ”«·
W * N N,SING,NUM 1357
W * P P œ—
W * N N,SING,COM,GEN ¬” «‰ÂÒ
W * N N,SING,COM,GEN «‰ﬁ·«»
W * ADJ ADJ,SIM «”·«„Ì
W * P P »Â
W * N N,SING,COM ÊÃÊœ
W * ADJ ADJ,INO ¬„œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM «ÿÊ
W * DELM DELM °
W * N N,SING,COM,GEN ‰„«œ
W * ADJ ADJ,SIM,GEN ‘ﬂ‰ÃÂÒ
W * N N,PL,COM ¬“«œÌŒÊ«Â«‰
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,SING,COM ’‰œ·Ì
W * DELM DELM °
W * N N,SING,COM,GEN ’‰œ·Ì
W * N N,SING,COM »«“ÃÊÌÌ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,SING,COM,GEN ¬”„«‰
W * ADJ ADJ,SIM  Ì—Â
W * CON CON Ê
W * N N,SING,COM,INDF ŒÊ‰Ì
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ‰‘«‰
W * N N,SING,COM „ﬁ«Ê„ 
W * CON CON Ê
W * N N,SING,COM ‘Â«œ 
W * P P »Â
W * N N,SING,COM,INDF «»—Ì
W * CON CON ﬂÂ
W * N N,SING,COM,GEN Õ«„·
W * N N,SING,COM »«—«‰
W * V V,PRE,SIM «” 
W * DELM DELM !
W * N N,SING,COM,GEN œÊ—«‰
W * N N,SING,COM „ﬁ«Ê„ 
W * CON CON Ê
W * N N,SING,COM «Ì” «œêÌ
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN »—«»—
W * N N,PL,COM „—œ„ ” Ì“«‰
W * DELM DELM !
W * N N,PL,COM,GEN ‰‘«‰Â Â«Ì
W * DET DET «Ì‰
W * N N,SING,COM «À—
W * V V,PRE,NC,6 ⁄»«— ‰œ
W * P P «“
W * N N,SING,COM,GEN ’‰œ·Ì
W * ADJ ADJ,SIM ·Â” «‰Ì
W * DELM DELM °
W * N N,SING,COM «ÿÊ
W * DELM DELM °
W * N N,SING,COM,GEN «»—
W * ADJ ADJ,SIM »«—«‰ “«
W * DELM DELM °
W * N N,SING,COM,GEN ¬”„«‰
W * ADJ ADJ,SIM ﬁÂÊÂ «Ì
W * DELM DELM °
W * N N,SING,NUM ç‰œ
W * N N,SING,CONT ·ﬂÂ
W * N N,SING,COM ŒÊ‰
W * DELM DELM !
W * DET DET «Ì‰
W * N N,PL,COM,GEN ‰‘«‰Â Â«Ì
W * ADJ ADJ,SIM  ’ÊÌ—Ì
W * DELM DELM °
W * P P œ—
W * N N,SING,COM,GEN –Â‰
W * N N,SING,COM „Œ«ÿ»
W * N N,SING,COM  »œÌ·
W * P P »Â
W * N N,PL,COM,INDF ⁄»«—« Ì
W * V V,PRS,POS,6 „Ì ‘Ê‰œ
W * CON CON ﬂÂ
W * ADJ ADJ,SIM Õ«ﬂÌ
W * P P «“
W * N N,SING,COM,GEN  »œÌ·
W * N N,PL,COM,GEN ‰‘«‰Â Â«Ì
W * ADJ ADJ,SIM  ’ÊÌ—Ì
W * P P »Â
W * N N,PL,COM,GEN ‰‘«‰Â Â«Ì
W * ADJ ADJ,SIM ﬂ·«„Ì
W * CON CON Ê
W * N N,PL,COM,GEN Ê«éÂ Â«Ì
W * ADJ ADJ,SIM «œ»Ì
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,SING,COM –Â‰
W * N N,SING,TIME Å”
W * P P «“
W * N N,SING,NFL,GEN ”«Œ ‰
W * N N,PL,COM,GEN ⁄»«—« 
W * ADJ ADJ,SIM ‰«‘Ì
W * P P «“
W * N N,PL,COM ‰‘«‰Â Â«
W * DELM DELM °
W * N N,SING,COM,GEN ÅÌ«„
W * N N,SING,COM «À—
W * RA RA —«
W * N N,SING,COM œ—Ì«› 
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM .
W * N N,SING,PR,GEN «Ì—«‰
W * N N,SING,PR œ—ÊœÌ
W * CON CON Ê
W * N N,SING,PR êÌ“·«
W * DELM DELM °
W * N N,SING,PR Ê«—ê«
W * DELM DELM ‹
W * N N,SING,PR ”Ì‰«ÌÌ
W * N N,PL,COM,GEN «”ÿÊ—Â Â«Ì
W * ADJ ADJ,SIM «Ì—«‰Ì
W * RA RA —«
W * N N,SING,COM,GEN œ” „«ÌÂÒ
W * N N,SING,COM,GEN ﬂ«—
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM ﬁ—«—
W * V V,PA,NAR,POS,6 œ«œÂ «‰œ
W * CON CON Ê
W * P P »«
W * N N,SING,COM Ê«„ êÌ—Ì
W * P P «“
W * N N,PL,COM,GEN ‰ﬁÊ‘
W * ADJ ADJ,SIM,GEN »—Ã” ÂÒ
W * N N,SING,COM,GEN  Œ 
W * N N,SING,PR Ã„‘Ìœ
W * QUA QUA Â—
W * N N,SING,COM ﬂœ«„
W * P P »Â
W * N N,SING,COM,INDF ‰ÕÊÌ
W * P P »—
W * N N,SING,COM,GEN ÂÊÌ 
W * ADJ ADJ,SIM «Ì—«‰Ì
W * N N,SING,COM  «ﬂÌœ
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * DELM DELM .
W * N N,SING,PR œ—ÊœÌ
W * ADJ ADJ,SIM,GEN ê—› «—
W * N N,SING,PR ”«·Ê«œÊ—
W * N N,SING,PR œ«·Ì
W * CON CON Ê
W * N N,SING,COM,GEN  ﬁ·Ìœ
W * N N,SING,COM,GEN ›÷«”«“Ì
W * ADJ ADJ,SIM,GEN «ÀÌ—Ì
W * V V,PRE,PROC,3 «Ê” 
W * CON CON Ê
W * N N,SING,PR Ê«—ê«
W * DELM DELM ‹
W * N N,SING,PR ”Ì‰«ÌÌ
W * V V,PRS,POS,3 „Ì ﬂÊ‘œ
W * CON CON ﬂÂ
W * P P »«
W * N N,SING,COM,GEN  ·›Ìﬁ
W * N N,PL,COM «‘Ì«¡
W * CON CON Ê
W * N N,SING,COM «»“«—
W * CON CON Ê
W * N N,PL,COM,GEN ⁄‰«’—
W * ADJ ADJ,SIM »Ê„Ì
W * P P œ—
W * N N,SING,COM,GEN ›—Â‰ê
W * ADJ ADJ,SIM,GEN ﬁÊ„Ì
W * N N,SING,GR,GEN „—œ„
W * N N,SING,DIR,GEN Ã‰Ê»
W * N N,SING,LOC,PR «Ì—«‰
W * CON CON Ê
W * N N,SING,COM,GEN  —ﬂÌ»
W * PRO PRO,DEMO,SING ¬‰
W * P P »«
W * N N,PL,COM,GEN ‰ﬁ‘ »—Ã” Â Â«Ì
W * N N,SING,COM,GEN œÊ—«‰
W * ADJ ADJ,SIM ÂŒ«„‰‘Ì
W * CON CON Ê
W * ADJ ADJ,SIM ”«”«‰Ì
W * CON CON Ê
W * N N,PL,COM,GEN «”ÿÊ—Â Â«Ì
W * ADJ ADJ,SIM „—»Êÿ
W * P P »Â
W * N N,SING,COM ¬»
W * CON CON Ê
W * N N,SING,COM „«ÂÌ
W * CON CON Ê
W * N N,SING,COM „—€
W * CON CON Ê
W * N N,SING,COM «”›‰ﬂ”
W * N N,SING,COM,GEN „ÊÃÊœÌ
W * ADJ ADJ,SIM «”«ÿÌ—Ì
W * P P »«
W * N N,SING,COM,GEN ”—
W * N N,SING,COM ¬œ„Ì
W * CON CON Ê
W * N N,SING,COM,GEN »œ‰
W * ADJ ADJ,SIM ÕÌÊ«‰Ì
W * CON CON Ê
W * N N,PL,COM,GEN €Ê·œÌ”Â«Ì
W * N N,SING,COM ‰êÂ»«‰
W * N N,SING,COM,INDF Å·Ì
W * P P,GEN »Ì‰
W * N N,SING,LOC,PR,GEN «Ì—«‰
W * ADJ ADJ,SIM »«” «‰
W * CON CON Ê
W * N N,SING,COM,GEN ›—Â‰ê
W * ADJ ADJ,SIM ﬁÊ„Ì
W * CON CON Ê
W * ADJ ADJ,SIM ﬁ»Ì·Â «Ì
W * CON CON Ê
W * ADJ ADJ,SIM,GEN ”‰ Ì
W * ADJ ADJ,SIM „⁄«’—
W * ADJ ADJ,SIM »—ﬁ—«—
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM .
W * N N,SING,COM,GEN  «»·ÊÌ
W * N N,SING,LOC,GEN ç‘„Â
W * PRO PRO,personal,SING,3 «Ê
W * ADJ ADJ,SIM,GEN Ì«œ¬Ê—
W * N N,SING,PR ¬‰«ÂÌ «
W * N N,SING,COM,GEN «Ì“œ
W * N N,SING,COM,GEN »«‰ÊÌ
W * ADJ ADJ,SIM,GEN «”«ÿÌ—Ì
W * N N,SING,LOC,PR «Ì—«‰
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR ¬‰«ÂÌ «
W * N N,SING,PR,GEN «·ÂÂ
W * N N,SING,COM ⁄‘ﬁ
W * CON CON Ê
W * N N,SING,COM »«—Ê—Ì
W * V V,PRE,SIM «” 
W * CON CON “Ì—«
W * N N,SING,LOC,GEN ç‘„Â
W * N N,SING,COM ÕÌ« 
W * P P «“
W * N N,SING,COM,GEN ÊÃÊœ
W * PRO PRO,personal,SING,3 «Ê
W * V V,PRS,POS,3 „Ì ÃÊ‘œ
W * DELM DELM .
W * N N,SING,COM,GEN Õ÷Ê—
W * N N,PL,COM “‰«‰
W * DELM DELM °
W * P P »«
W * N N,SING,COM,GEN ÕÃ«»
W * ADJ ADJ,SIM ﬁÊ„Ì
W * CON CON Ê
W * N N,SING,COM,GEN  ﬁ«»·
W * PRO PRO,DEMO,SING ¬‰
W * P P »«
W * N N,SING,COM,GEN çÂ—Â
W * N N,SING,COM,GEN “‰
W * ADJ ADJ,SIM »Ì ‰ﬁ«»
W * P P œ—
W * N N,SING,COM,INDF  «»·ÊÌÌ
W * CON CON ﬂÂ
W * P P «“
W * N N,PL,COM,GEN ‰‘«‰Â Â«Ì
W * N N,SING,COM,GEN  Ê—
W * N N,SING,COM „«ÂÌêÌ—Ì
W * CON CON Ê
W * N N,SING,COM „—€
W * CON CON Ê
W * N N,SING,COM «”›‰ﬂ”
W * P P,GEN »—«Ì
W * N N,SING,COM „›ÂÊ„ ”«“Ì
W * N N,SING,COM «” ›«œÂ
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * N N,SING,COM «‘«—Â
W * P P »Â
W * N N,SING,COM ”‰ 
W * CON CON Ê
W * N N,SING,COM „œ—‰Ì Â
W * CON CON Ê
W * N N,PL,COM,GEN ê—«Ì‘Â«Ì
W * ADJ ADJ,SIM ›„‰Ì” Ì
W * P P »«
W * N N,SING,COM,GEN ‰‘«‰Â
W * N N,SING,COM ‰ﬁ«»
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ‘ﬂ·
W * ADJ ADJ,SIM,GEN ÕﬁÌﬁÌ
W * N N,SING,COM ’Ê— 
W * RA RA —«
W * ADJ ADJ,SIM Å‰Â«‰
W * V V,PRS,POS,3 „Ì ”«“œ
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,PR,GEN œ«·Ì
W * ADJ ADJ,SIM  Ã”„Ì
W * N N,SING,COM  Õﬁﬁ
W * ADJ ADJ,SIM ÅÌœ«
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,PL,COM,GEN ¬À«—
W * N N,SING,PR Ê«—ê«
W * N N,SING,COM,INDF  —ﬂÌ»Ì
W * P P «“
W * N N,PL,COM ‰‘«‰Â Â«
W * CON CON Ê
W * N N,PL,COM ‰„«œÂ«
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN «‰ ﬁ«·
W * N N,PL,COM,INDF „›«ÂÌ„Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P,GEN »œÊ‰
W * N N,SING,COM,GEN ‘‰«Œ 
W * N N,PL,COM,GEN „œ·Ê·Â«Ì
W * N N,PL,COM ‰„«œÂ«
W * CON CON Ê
W * N N,PL,COM ‰‘«‰Â Â«
W * DELM DELM °
W * N N,SING,COM,GEN œ—ﬂ
W * N N,SING,COM,GEN „ﬁ’Êœ
W * N N,SING,COM Â‰—„‰œ
W * ADJ ADJ,SIM „Ì”—
W * V V,AUX,FEA,NEG,3 ‰ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * ADJ ADJ,SIM  ‰Â«
W * N N,PL,COM,GEN „ Œ’’Ì‰
W * ADJ ADJ,SIM «”ÿÊ—Â ‘‰«”
W * CON CON Ê
W * ADJ ADJ,SIM ‰‘«‰Â ‘‰«”
W * CON CON ﬂÂ
W * ADJ ADJ,SIM,GEN œ«—«Ì
W * N N,PL,COM,GEN «ÿ·«⁄« 
W * ADJ ADJ,SIM,GEN ê” —œÂ
W * ADJ ADJ,SIM ›—Â‰êÌ
W * CON CON Ê
W * V V,PRE,ADJC,6  «—ÌŒÌ «‰œ
W * V V,PRE,ADJC,6 ﬁ«œ—‰œ
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,COM,GEN ‰Ì 
W * N N,SING,COM Â‰—„‰œ
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN Å”
W * N N,SING,COM,GEN «À—
W * ADJ ADJ,SIM,GEN Â‰—Ì
W * PRO PRO,personal,SING,3 «Ê
W * ADJ ADJ,SIM Å‰Â«‰
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * N N,SING,COM ÅÌ
W * V V,SUB,POS,6 »—‰œ
W * DELM DELM .
W * N N,SING,COM,GEN ”«Ì—
W * N N,PL,COM „Œ«ÿ»Ì‰
W * DELM DELM °
W * N N,SING,COM,GEN «À—
W * ADJ ADJ,SIM Â‰—Ì
W * RA RA —«
W * P P »—
W * N N,SING,COM,GEN «”«”
W * N N,SING,COM,INDF „Êﬁ⁄Ì Ì
W * CON CON ﬂÂ
W * P P »«
W * PRO PRO,DEMO,SING ¬‰
W * ADJ ADJ,SIM „Ê«ÃÂ
W * V V,PRS,POS,6 „Ì ‘Ê‰œ
W * N N,SING,COM  ›”Ì—
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * CON CON Ê
W * ADJ ADJ,SIM »œÌÂÌ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ”«Œ «—
W * ADJ ADJ,SIM,GEN –Â‰Ì
W * N N,SING,COM,GEN „›”—
W * N N,SING,COM,GEN «À—
W * ADJ ADJ,SIM Â‰—Ì
W * CON CON Ì«
W * N N,SING,COM,GEN „Œ«ÿ»
W * N N,SING,COM «À—
W * P P »Â
W * N N,SING,COM,GEN ‰ÕÊ
W * ADJ ADJ,SIM ⁄«„
W * N N,SING,COM Œ«—Ã
W * P P «“
W * N N,SING,COM,GEN „ ‰
W * N N,SING,COM,GEN «À—
W * ADJ ADJ,SIM,GEN Â‰—Ì
W * N N,SING,COM „›ÂÊ„ ”«“Ì
W * CON CON Ê
W * CON CON ”Å”
W * DET DET ¬‰
W * N N,SING,COM,GEN „›ÂÊ„
W * N N,SING,COM –Â‰
W * MORP MORP,MADJ ”«Œ Â
W * RA RA —«
W * P P »Â
W * N N,SING,COM «À—
W * N N,SING,COM  Õ„Ì·
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * CON CON Ê
W * N N,SING,COM ê„«‰
W * V V,PRS,POS,3 „Ì »—œ
W * CON CON ﬂÂ
W * N N,SING,COM ÅÌ«„
W * CON CON Ì«
W * N N,SING,COM,GEN ‰Ì 
W * N N,SING,COM Â‰—„‰œ
W * RA RA —«
W * ADJ ADJ,INO œ—Ì«› Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,PL,COM ‰„«œÂ«
W * CON CON Ê
W * N N,PL,COM ‰‘«‰Â Â«
W * P P œ—
W * N N,SING,COM,GEN «À—
W * N N,SING,COM ‰ﬁ«‘Ì
W * N N,PL,COM,GEN «‘ﬂ«·
W * V V,PRE,ADJC,6 À«» Ì «‰œ
W * CON CON ﬂÂ
W * ADJ ADJ,SIM  ‰Â«
W * N N,SING,COM,GEN Œ«’Ì 
W * PRO PRO,DEMO,PL ¬‰Â«
W * P P œ—
W * N N,SING,COM „›ÂÊ„ ”«“Ì
W * DELM DELM °
W * N N,SING,COM,GEN  Õ—Ìﬂ
W * N N,SING,COM,GEN ﬁÊÂ
W * N N,SING,COM,GEN ŒÌ«·
W * N N,SING,COM,GEN „Œ«ÿ»
W * ADJ ADJ,SIM Â‰—Ì
W * P P,GEN »—«Ì
W * N N,SING,COM „⁄‰«”«“Ì
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN ”«Œ «—
W * ADJ ADJ,SIM,GEN  Ã”„Ì
W * N N,SING,COM «À—
