Sub * SUBJ SUBJ !„–Â»Ì!
W * ADJ ADJ,SIM,GEN »“—ê
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY ⁄«‘Ê—«
W * ADJ ADJ,SIM,GEN ﬁ«»·
W * N N,SING,COM Ã„⁄
W * V V,PRE,SIM «” 
W * DELM DELM °
W * CON CON Â„ç‰«‰ ﬂÂ
W * N N,SING,COM,INDF ‘«⁄—Ì
W * ADJ ADJ,INO ê› Â
W * V V,PRE,SIM «” 
W * DELM DELM :
W * AR AR ﬂ«‰
W * AR AR ﬂ·
W * AR AR „ﬂ«‰
W * AR AR ﬂ—»·«¡
W * AR AR ·œÌ
W * AR AR ⁄Ì‰Ì
W * AR AR Ê
W * AR AR ﬂ·
W * AR AR “„«‰
W * AR AR ÌÊ„
W * AR AR ⁄«‘Ê—«
W * DELM DELM °
W * CON CON Ì⁄‰Ì
W * P P »Â
W * N N,SING,COM,GEN œÌœÂÒ
W * PRO PRO,personal,SING,1 „‰
W * QUA QUA Â—
W * N N,SING,COM Ã«Ìê«Â
W * N N,SING,LOC,PR ﬂ—»·«
W * CON CON Ê
W * QUA QUA Â—
W * N N,SING,COM “„«‰
W * CON CON ‰Ì“
W * N N,SING,TIME,GEN —Ê“
W * V V,PRE,NC,3 ⁄«‘Ê—«” 
W * DELM DELM .
W * N N,SING,COM,GEN œ‘„‰Ì
W * ADJ ADJ,SIM ¬‘ Ì ‰«Å–Ì—
W * P P »—
W * N N,SING,COM,GEN ”—
W * N N,SING,COM,GEN œÌ‰
W * N N,SING,PR Œœ«
W * ADJ ADJ,INO ê› Â
W * V V,PA,SIM,POS,3 ‘œ
W * CON CON ﬂÂ
W * N N,SING,SURN,GEN «„«„
W * N N,SING,PR ’«œﬁ
W * DELM DELM )
W * N N,SING,SURN ⁄
W * DELM DELM (
W * ADJ ADJ,INO ›—„ÊœÂ
W * V V,PRE,SIM «” 
W * DELM DELM :
W * PRO PRO,personal,PL,1 „«
W * CON CON Ê
W * N N,SING,GR,GEN ¬·
W * N N,SING,PR «»Ê”›Ì«‰
W * P P »—
W * N N,SING,COM,GEN ”—
W * N N,SING,COM,GEN œÌ‰
W * N N,SING,PR Œœ«
W * N N,SING,COM ÅÌﬂ«—
W * V V,PA,NAR,POS,4 ﬂ—œÂ «Ì„
W * DELM DELM .
W * PRO PRO,personal,PL,1 „«
W * N N,SING,COM,GEN ÊÕÌ
W * ADJ ADJ,SIM «·ÂÌ
W * RA RA —«
W * N N,SING,COM  ’œÌﬁ
W * CON CON Ê
W * PRO PRO,personal,PL,3 «Ì‘«‰
W * N N,SING,COM  ﬂ–Ì»
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * DELM DELM .
W * N N,SING,TIME Å”
W * N N,SING,COM œ‘„‰Ì
W * CON CON Ê
W * N N,SING,COM,GEN ⁄œ«Ê 
W * P P,GEN „Ì«‰
W * N N,SING,GR,GEN ¬·
W * N N,SING,PR «„ÌÂ
W * CON CON Ê
W * N N,SING,GR «Â· »Ì 
W * N N,SING,SURN ⁄·ÌÂ„ «·”·«„
W * P P,GEN „Ì«‰
W * N N,SING,COM ’œﬁ
W * CON CON Ê
W * N N,SING,COM ﬂ–»
W * CON CON Ê
W * P P,GEN „Ì«‰
W * N N,SING,COM,INDF ﬂ›—Ì
W * N N,SING,COM  „À·
W * MORP MORP,MADJ Ì«› Â
W * P P œ—
W * N N,SING,PR »‰Ì «„ÌÂ
W * CON CON Ê
W * N N,SING,COM,GEN «Ì„«‰
W * N N,SING,COM  Ã”„
W * MORP MORP,MADJ Ì«› Â
W * P P œ—
W * N N,SING,GR,GEN «Â· »Ì 
W * ADJ ADJ,SIM ê—«„Ì
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR „⁄«ÊÌÂ
W * CON CON ﬂÂ
W * ADJ ADJ,CMPR “Ì—ﬂ —
W * P P «“
W * N N,SING,PR Ì“Ìœ
W * V V,PA,SIM,POS,3 »Êœ
W * PRO PRO,INDF,SING ç‰«‰
W * V V,PA,PRG,POS,3 „Ì ŒÊ«” 
W * CON CON ﬂÂ
W * N N,SING,COM Õﬁ
W * CON CON Ê
W * ADJ ADJ,SIM »«ÿ·
W * CON CON Ê
W * N N,SING,COM «Ì„«‰
W * CON CON Ê
W * N N,SING,COM ﬂ›—
W * RA RA —«
W * P P »«
W * CON CON Â„
W * ADJ ADJ,INO œ«‘ Â
W * V V,SUB,POS,3 »«‘œ
W * CON CON Ê
W * P P »Â
W * N N,SING,COM «’ÿ·«Õ
W * N N,SING,COM,INDF „’«·ÕÂ «Ì
W * P P,GEN „Ì«‰
W * N N,SING,COM,GEN ’—«ÿ
W * ADJ ADJ,SIM,GEN „” ﬁÌ„
W * ADJ ADJ,SIM —Õ„«‰Ì
W * P P »«
W * N N,PL,COM,GEN ŒÿÊ« 
W * N N,PL,COM «·‘Ì«ÿÌ‰
W * ADJ ADJ,SIM »—ﬁ—«—
W * V V,SUB,POS,3 ”«“œ
W * CON CON Ê
W * CON CON «“«Ì‰ —Ê
W * P P »Â
W * N N,SING,PR „—Ê«‰ »‰ Õﬂ„
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ﬂ«—ê“«—
W * PRO PRO,personal,SING,3 ÊÌ
W * P P œ—
W * N N,SING,LOC,PR „œÌ‰Â
W * V V,PA,SIM,POS,3 »Êœ
W * N N,SING,COM,INDF ‰«„Â «Ì
W * V V,PA,SIM,POS,3 ‰ê«‘ 
W * CON CON Ê
W * P P «“
W * PRO PRO,personal,SING,3 «Ê
W * V V,PA,SIM,POS,3 ŒÊ«” 
W * CON CON ﬂÂ
W * P P «“
W * N N,SING,PR «„ ﬂ·ÀÊ„
W * N N,SING,COM,GEN œŒ —
W * N N,SING,PR “Ì‰»
W * N N,SING,COM,GEN »‰ 
W * N N,SING,PR ⁄·Ì
W * DELM DELM )
W * N N,SING,SURN ⁄
W * DELM DELM (
W * CON CON Ê
W * N N,SING,PR ⁄»œ«··Â »‰ Ã⁄›—«»‰ «»Ì ÿ«·»
W * P P,GEN »—«Ì
W * N N,SING,PR Ì“Ìœ
W * N N,SING,COM ŒÊ«” ê«—Ì
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM .
W * N N,SING,PR „—Ê«‰
W * P P »«
W * N N,SING,PR ⁄»œ«··Â
W * N N,SING,COM,GEN Åœ—
W * N N,SING,COM œŒ —
W * N N,SING,COM ê›  ÊêÊ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,SING,PR ⁄»œ«··Â
W * N N,SING,COM Å«”Œ
W * V V,PA,SIM,POS,3 œ«œ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN «Œ Ì«—
W * PRO PRO,personal,SING,3 «Ê
W * P P œ—
W * N N,SING,COM,GEN œ” 
W * N N,SING,COM,GEN œ«ÌÌ
W * N N,SING,COM œŒ —
W * CON CON Ì⁄‰Ì
W * N N,SING,COM,AFF,4 ”—Ê—„«‰
W * N N,SING,PR Õ”Ì‰
W * DELM DELM )
W * N N,SING,SURN ⁄
W * DELM DELM (
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR „—Ê«‰
W * P P,GEN ‰“œ
W * N N,SING,SURN «„«„
W * N N,SING,PR Õ”Ì‰
W * DELM DELM )
W * N N,SING,SURN ⁄
W * DELM DELM (
W * V V,PA,SIM,POS,3 —› 
W * CON CON Ê
W * PRO PRO,INDF,SING ç‰Ì‰
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,PR „⁄«ÊÌÂ
W * PRO PRO,INO,SING,1 „—«
W * ADJ ADJ,INO ›—„ÊœÂ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN „Â—
W * N N,SING,COM œŒ —
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN Œ«” ÂÒ
W * N N,SING,COM,AFF,3 Åœ—‘
W * ADV ADV,deg,SIM Â—çÂ
W * CON CON ﬂÂ
W * V V,SUB,POS,3 »«‘œ
W * N N,SING,COM ﬁ—«—
W * ADJ ADJ,ORD œÂ„
W * DELM DELM .
W * N N,SING,COM Â„—«Â
W * P P »«
W * N N,SING,COM,GEN Å—œ«Œ 
W * N N,PL,COM Ê«„Â«
W * CON CON Ê
W * N N,PL,COM,GEN œÌÊ‰
W * PRO PRO,personal,SING,3 ÊÌ
W * CON CON Ê
W * N N,SING,COM,GEN ¬‘ Ì
W * P P,GEN „Ì«‰
W * N N,SING,NUM œÊ
W * N N,SING,GR Œ«‰œ«‰
W * CON CON Ì⁄‰Ì
W * N N,SING,PR »‰Ì «„ÌÂ
W * CON CON Ê
W * N N,SING,PR »‰Ì Â«‘„
W * CON CON Ê
W * CON CON ”Å”
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,PL,COM,INDF ﬂ”«‰Ì
W * CON CON ﬂÂ
W * P P,GEN »Â ÃÂ 
W * N N,SING,COM ŒÊÌ‘«Ê‰œÌ
W * P P »«
W * N N,SING,PR Ì“Ìœ
W * P P »Â
W * N N,SING,COM,GEN Õ«·
W * PRO PRO,personal,PL,2 ‘„«
W * N N,SING,COM €»ÿÂ
W * V V,PRS,POS,6 „Ì ŒÊ—‰œ
W * V V,PRE,ADJC,6 »Ì‘ —‰œ
W * P P «“
W * N N,PL,COM,INDF ﬂ”«‰Ì
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,PR Ì“Ìœ
W * P P,GEN »Â ÃÂ 
W * N N,SING,COM ŒÊÌ‘«Ê‰œÌ
W * P P »«
W * PRO PRO,personal,PL,2 ‘„«
W * N N,SING,COM €»ÿÂ
W * V V,SUB,POS,4 ŒÊ—‰œ
W * CON CON Ê
W * ADV ADV,GENR,SIM ‘ê› «
W * ADV ADV,I çêÊ‰Â
W * N N,SING,PR Ì“Ìœ
W * RA RA —«
W * N N,SING,COM,GEN Å—œ«Œ 
W * N N,SING,COM „Â—ÌÂ
W * ADJ ADJ,SIM ·«“„
W * V V,SUB,POS,3 »«‘œ
W * CON CON ç—« ﬂÂ
W * PRO PRO,personal,SING,3 «Ê
W * ADJ ADJ,SIM,GEN Â„  —«“
W * N N,SING,COM,INDF ﬂ”Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * ADJ ADJ,SIM Â„  —«“
W * V V,PRS,NEG,3 ‰œ«—œ
W * CON CON Ê
W * P P «“
W * N N,SING,COM,AFF,3 çÂ—Â «‘
W * N N,PL,COM «»—Â«
W * ADJ ADJ,SIM ”Ì—«»
W * V V,PRS,POS,6 „Ì ‘Ê‰œ
W * DELM DELM !
W * AR AR ÂÊ
W * AR AR ﬂ›Ê
W * AR AR „‰
W * AR AR ·«ﬂ›Ê·Â
W * AR AR Ê
W * AR AR »ÊÃÂÂ
W * AR AR Ì” ”ﬁÌ
W * AR AR «·€„«„
W * DELM DELM !
W * CON CON Ê
W * N N,SING,PR Õ”Ì‰
W * DELM DELM )
W * N N,SING,SURN ⁄
W * DELM DELM (
W * P P œ—
W * N N,SING,COM,GEN Å«”Œ
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,3 ›—„Êœ
W * DELM DELM :
W * N N,SING,COM ” «Ì‘
W * N N,SING,PR,INDF Œœ«ÌÌ
W * RA RA —«
W * CON CON ﬂÂ
W * PRO PRO,personal,PL,1 „«
W * RA RA —«
W * P P,GEN »—«Ì
W * PRO PRO,R,XOD ŒÊÌ‘
W * V V,PA,SIM,POS,3 »—ê“Ìœ
W * CON CON Ê
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN œÌ‰
W * PRO PRO,R,XOD ŒÊœ
W * PRO PRO,personal,PL,1 „«
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN œÌœÂÒ
W * N N,SING,COM —÷«Ì 
W * V V,PA,SIM,POS,3 œ—‰ê—Ì” 
W * CON CON Ê
W * P P œ—
W * N N,SING,COM,GEN „Ì«‰
W * QUA QUA,GEN Â„ÂÒ
W * N N,SING,GR,GEN Œ·ﬁ
W * PRO PRO,R,XOD ŒÊÌ‘
W * PRO PRO,personal,PL,1 „«
W * RA RA —«
W * P P »Â
W * N N,PL,COM «’ÿ›«¡
W * ADJ ADJ,SIM „› Œ—
W * V V,PA,SIM,POS,3 ›—„Êœ
W * DELM DELM .
W * CON CON «„«
W * OH OH «Ì
W * N N,SING,PR „—Ê«‰
W * PRO PRO,INDF,SING ¬‰çÂ
W * P P œ—
W * N N,SING,COM,GEN »«»
W * N N,SING,COM „Â—
W * V V,PA,SIM,POS,2 ê› Ì
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,COM ŒÊ«” Â
W * CON CON Ê
W * N N,SING,COM,GEN Õﬂ„
W * N N,SING,COM,GEN Åœ—
W * N N,SING,COM œŒ —
W * V V,SUB,POS,3 »«‘œ
W * P P »Â
W * N N,SING,COM,GEN Ã«‰
W * PRO PRO,R,AFF,1 ŒÊœ„
W * CON CON ﬂÂ
W * IF IF «ê—
W * N N,SING,COM,INDF „Â—Ì
W * ADJ ADJ,INO ŒÊ«” Â
W * V V,SUB,POS,4 »«‘Ì„
W * QUA QUA Â—
W * N N,SING,COM ¬Ì‰Â
W * P P «“
W * N N,SING,COM,GEN ”‰ 
W * N N,SING,PR ÅÌ«„»—
W * P P,GEN ÅÌ—«„Ê‰
W * N N,PL,COM œŒ —«‰
W * CON CON Ê
W * N N,PL,COM,AFF,6 Â„”—«‰‘
W * ADJ ADJ,CMPR ›—« —
W * V V,SUB,NEG,4 ‰—ÊÌ„
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM Â„«‰«
W * N N,SING,NUM çÂ«—
W * N N,SING,NUM ’œ
W * CON CON Ê
W * N N,SING,NUM ”Ì
W * N N,SING,COM œ—Â„
W * V V,PRE,SIM «” 
W * CON CON Ê
W * CON CON «„«
W * PRO PRO,INDF,SING ¬‰çÂ
W * P P —«Ã⁄ »Â
W * N N,SING,COM,GEN Å—œ«Œ 
W * N N,PL,COM,GEN Ê«„Â«Ì
W * N N,SING,COM,AFF,3 Åœ—‘
W * V V,PA,SIM,POS,2 ê› Ì
W * P P »«
W * PRO PRO,personal,SING,1 „‰
W * V V,IMP,POS,2 »êÊ
W * DELM DELM °
W * DET DET,I çÂ
W * N N,SING,COM Êﬁ 
W * PRO PRO,personal,PL,1 „«
W * V V,PA,SIM,POS,5 Ê«„«‰œÌ„
W * CON CON  «
W * N N,PL,COM,AFF,6 “‰«‰„«‰
W * P P »Â
W * N N,SING,COM,GEN «œ«Ì
W * N N,PL,COM,GEN œÌÊ‰
W * PRO PRO,personal,PL,1 „«
W * V V,SUB,POS,6 »—ŒÌ“‰œ
W * DELM DELM ø
W * CON CON «„«
W * P P œ—
W * N N,SING,COM,GEN »«»
W * N N,SING,COM ¬‘ Ì
W * P P,GEN „Ì«‰
W * N N,SING,NUM œÊ
W * N N,SING,GR Œ«‰Ê«œÂ
W * V V,IMP,POS,2 »œ«‰
W * CON CON ﬂÂ
W * PRO PRO,personal,PL,1 „«
W * P P »«
W * PRO PRO,personal,PL,2 ‘„«
W * P P »—
W * N N,SING,COM,GEN ”—
W * N N,SING,PR Œœ«
W * CON CON Ê
W * N N,SING,COM,GEN œÌ‰
W * N N,SING,PR Œœ«
W * V V,PA,NAR,POS,4 Ã‰êÌœÂ «Ì„
W * CON CON Ê
W * P P »Â
W * N N,SING,COM,GEN ÿ„⁄
W * N N,SING,COM œ‰Ì«
W * P P »«
W * PRO PRO,personal,PL,2 ‘„«
W * N N,SING,COM ¬‘ Ì
W * V V,SUB,NEG,4 ‰ﬂ‰Ì„
W * DELM DELM .
W * CON CON Ê
W * P P œ—
W * N N,SING,COM,GEN »«»
W * PRO PRO,INDF,SING ¬‰çÂ
W * V V,PA,SIM,POS,2 ê› Ì
W * N N,SING,PR Ì“Ìœ
W * ADV ADV,I ﬂÃ«
W * CON CON Ê
W * N N,SING,COM,GEN Å—œ«Œ 
W * N N,SING,COM „Â—ÌÂ
W * ADV ADV,I ﬂÃ«
W * DELM DELM °
W * V V,IMP,POS,2 »œ«‰
W * CON CON ﬂÂ
W * N N,SING,PR ÅÌ«„»—
W * DELM DELM )
W * N N,SING,SURN ’
W * DELM DELM (
W * CON CON ‰Ì“
W * N N,SING,COM „Â—
W * ADJ ADJ,INO Å—œ«Œ Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * V V,PA,SIM,POS,2 ê› Ì
W * N N,SING,PR Ì“Ìœ
W * ADJ ADJ,SIM,GEN Â„  —«“
W * N N,SING,COM,INDF ﬂ”Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * V V,PRE,ADJC,3 »Ì Â„ «” 
W * DELM DELM .
W * N N,SING,COM,AFF,2 Å«”Œ 
W * PRO PRO,DEMO,SING ¬‰
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * QUA QUA Â—
W * N N,SING,COM ﬂÂ
W * N N,SING,COM ÅÌ‘
W * P P «“
W * PRO PRO,DEMO,SING «Ì‰
W * N N,SING,COM Â„ «
W * CON CON Ê
W * N N,SING,COM,GEN Â„  —«“
W * N N,SING,PR Ì“Ìœ
W * ADJ ADJ,INO »ÊœÂ
W * CON CON Ê
W * ADV ADV,GENR,TIME «„—Ê“
W * CON CON ‰Ì“
W * V V,PRS,POS,3 Â” 
W * CON CON Ê
W * N N,SING,COM,GEN «„«— 
W * N N,SING,PR Ì“Ìœ
W * N N,SING,COM,INDF çÌ“Ì
W * P P »—
W * N N,SING,COM,GEN ﬁœ—
W * N N,SING,COM,GEN Â„ —«“Ì
W * PRO PRO,personal,SING,3 ÊÌ
W * ADJ ADJ,INO,NEG ‰Ì›“ÊœÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN »«»
W * ADJ ADJ,SIM ”Ì—«»
W * N N,SING,NFL,GEN ‘œ‰
W * N N,PL,COM «»—Â«
W * P P «“
W * N N,SING,COM,GEN çÂ—Â
W * N N,SING,COM,INDF ﬂ”Ì
W * CON CON ‰Ì“
W * V V,IMP,POS,2 »œ«‰
W * CON CON ﬂÂ
W * DET DET «Ì‰
W * N N,SING,COM ”Œ‰
W * ADV ADV,GENR,SIM  ‰Â«
W * ADJ ADJ,SIM,GEN ‘«Ì” Â
W * N N,SING,PR,GEN —”Ê·
W * N N,SING,PR Œœ«
W * DELM DELM )
W * N N,SING,SURN ’
W * DELM DELM (
W * V V,PRE,SIM «” 
W * CON CON Ê
W * ADJ ADJ,SIM »”
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN »«»
W * N N,SING,COM,GEN €»ÿÂ
W * PRO PRO,INDF,PL œÌê—«‰
W * P P »—
W * PRO PRO,personal,PL,1 „«
W * CON CON Ì«
W * P P »—
W * N N,SING,PR Ì“Ìœ
W * CON CON ‰Ì“
W * V V,IMP,POS,2 »œ«‰
W * CON CON ﬂÂ
W * N N,SING,COM,GEN «Â·
W * N N,SING,COM ÃÂ«· 
W * P P »—
W * PRO PRO,personal,PL,1 „«
W * P P »Â
W * N N,SING,COM,GEN ”»»
W * N N,SING,COM ‰”» 
W * P P »«
W * N N,SING,PR Ì“Ìœ
W * N N,SING,COM €»ÿÂ
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ŒÊ—œ
W * CON CON Ê
W * N N,SING,COM,GEN «Â·
W * N N,SING,COM Œ—œ
W * P P »—
W * N N,SING,PR Ì“Ìœ
W * P P »Â
W * N N,SING,COM,GEN ”»»
W * N N,SING,COM ‰”» 
W * P P »«
W * PRO PRO,personal,PL,1 „«
W * DELM DELM .
W * ADV ADV,GENR,TIME ¬‰ê«Â
W * N N,SING,SURN «„«„
W * N N,SING,PR Õ”Ì‰
W * DELM DELM )
W * N N,SING,SURN ⁄
W * DELM DELM (
W * N N,PL,COM Õ«÷—«‰
W * RA RA —«
W * N N,SING,COM ‘«Âœ
W * V V,PA,SIM,POS,3 ê—› 
W * CON CON ﬂÂ
W * N N,SING,PR «„ ﬂ·ÀÊ„
W * N N,SING,COM,GEN œŒ —
W * N N,SING,PR “Ì‰»
W * CON CON Ê
W * N N,SING,PR ⁄»œ«··Â
W * RA RA —«
W * P P,GEN »—«Ì
W * N N,SING,COM,AFF,3 Å”—⁄„ÊÌ‘
W * N N,SING,PR,GEN ﬁ«”„ »‰ „Õ„œ»‰ Ã⁄›—
W * N N,SING,PR «»‰ «»Ìÿ«·»
W * N N,SING,COM  “ÊÌÃ
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR Ì“Ìœ
W * N N,SING,COM,GEN ›—“‰œ
W * N N,SING,PR,GEN Â‰œ
W * ADJ ADJ,SIM ¬ﬂ·Â «·«ﬂ»«œ
W * N N,SING,COM,GEN ﬁ’œ
W * N N,SING,COM,GEN ÅÌÊ‰œ
W * N N,SING,COM “‰«‘ÊÌÌ
W * P P »«
W * N N,SING,COM,GEN ‰Ê«œÂ
W * N N,SING,PR ›«ÿ„Â
W * CON CON Ê
W * N N,SING,PR ⁄·Ì
W * DELM DELM )
W * N N,SING,SURN ⁄
W * DELM DELM (
W * V V,PA,SIM,POS,3 œ«‘ 
W * CON CON  «
W * P P »Â
W * N N,SING,COM,GEN ê„«‰
W * N N,SING,COM,AFF,3 Åœ—‘
W * N N,SING,PR „⁄«ÊÌÂ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ’«Õ»
W * N N,SING,COM  «Ã
W * CON CON Ê
W * N N,SING,COM,GEN  Œ 
W * ADJ ADJ,SIM »Â œ”  ¬„œÂ
W * P P «“
W * N N,SING,COM ‰Ì—‰ê
W * CON CON Ê
W * N N,SING,COM  Êÿ∆Â
W * V V,PA,SIM,POS,3 »Êœ
W * P P  «
W * N N,SING,COM,GEN Õœ
W * ADJ ADJ,SIM „ﬁœÊ—
W * N N,SING,COM  »«Âﬂ«—Ì
W * CON CON Ê
W * N N,SING,COM ﬁœ«” 
W * RA RA —«
W * P P »«
W * CON CON Â„
W * N N,SING,COM Ã„⁄
W * V V,SUB,POS,3 ﬂ‰œ
W * CON CON Ê
W * P P,GEN „Ì«‰
W * N N,SING,COM,GEN ‘Ã—ÂÒ
W * N N,SING,COM ‰›—Ì‰
W * MORP MORP,MADJ ‘œÂ
W * P P œ—
W * N N,SING,PR ﬁ—¬‰
W * P P »«
W * N N,SING,COM,GEN ‘Ã—Â
W * ADJ ADJ,SIM,GEN ÿÌ»Â
W * N N,SING,GR «Â· »Ì 
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,COM,GEN ‘Â«œ 
W * N N,SING,PR ﬁ—¬‰
W * QUA QUA,GEN Â„Â
W * N N,PL,COM Å·ÌœÌÂ«
W * P P «“
W * PRO PRO,DEMO,SING ¬‰
W * ADJ ADJ,SIM œÊ—
W * ADJ ADJ,INO ‘œÂ
W * N N,SING,COM ÅÌÊ‰œ
W * V V,SUB,POS,3 “‰œ
W * DELM DELM .
W * N N,SING,SURN «„«„
W * N N,SING,PR Õ”Ì‰
W * DELM DELM )
W * N N,SING,SURN ⁄
W * DELM DELM (
W * ADJ ADJ,SUP „Â„ —Ì‰
W * CON CON Ê
W * ADJ ADJ,SUP »·Ì€  —Ì‰
W * N N,SING,COM,GEN œ—”
W * ADJ ADJ,SIM „„ﬂ‰
W * RA RA —«
W * P P »Â
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,3 œ«œ
W * CON CON Ê
W * PRO PRO,DEMO,SING ¬‰
W * PRO PRO,DEMO,SING «Ì‰
W * CON CON ﬂÂ
W * CON CON Â—ç‰œ
W * N N,SING,COM,GEN ”·ÿ‰ 
W * N N,SING,PR Ì“Ìœ
W * ADJ ADJ,CMPR ›—« —
W * V V,SUB,POS,3 —Êœ
W * CON CON Ê
W * N N,SING,COM,AFF,3 „«·‘
W * ADJ ADJ,SIM «›“Ê‰
W * V V,SUB,POS,3 ‘Êœ
W * CON CON «„«
W * PRO PRO,personal,SING,3 «Ê
W * ADJ ADJ,CMPR ŒÊ«— —
W * P P «“
W * QUA QUA Â—
W * N N,SING,COM ŒÊ«—„«ÌÂ
W * CON CON Ê
W * ADJ ADJ,CMPR Å”   —
W * P P «“
W * QUA QUA Â—
W * N N,SING,COM Å”  ‰Â«œ
W * CON CON Ê
W * ADJ ADJ,CMPR ﬂÊçﬂ —
W * P P «“
W * PRO PRO,DEMO,SING ¬‰
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * ADJ ADJ,SIM,GEN Â„  —«“
W * N N,PL,COM ‰Ìﬂ«‰
W * CON CON Ê
W * N N,PL,COM Å«ﬂ«‰
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * N N,SING,PR Õ”Ì‰
W * DELM DELM )
W * N N,SING,SURN ⁄
W * DELM DELM (
W * P P »Â
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,3 ›Â„«‰œ
W * CON CON ﬂÂ
W * N N,SING,COM ‘«Œ
W * CON CON Ê
W * N N,SING,COM,GEN »—ê
W * N N,SING,COM,GEN ‘Ã—Â
W * ADJ ADJ,SIM,GEN ÿÌ»Â
W * N N,SING,GR «Â· »Ì 
W * P P »Â
W * N N,SING,COM,GEN ‘ÌÊÂ
W * N N,PL,COM  «Ã—«‰
W * N N,SING,COM Ê’· 
W * V V,PRS,NEG,6 ‰„Ì ﬂ‰‰œ
W * CON CON Ê
W * N N,SING,COM,GEN œ‘„‰Ì
W * N N,SING,NUM œÊ
W * N N,SING,GR Œ«‰œ«‰
W * CON CON ‰Ì“
W * P P »—
W * N N,SING,COM,GEN ”—
W * N N,SING,COM Ã«Â
W * CON CON Ê
W * N N,SING,COM „ﬁ«„
W * CON CON Ê
W * N N,SING,COM ”·ÿ‰ 
W * CON CON Ì«
W * N N,SING,COM „«·
W * CON CON Ê
W * N N,SING,COM „ﬂ‰ 
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM °
W * CON CON »·ﬂÂ
W * N N,SING,COM,INDF Œ’Ê„ Ì
W * V V,PRE,SIM «” 
W * P P »—
W * N N,SING,COM,GEN ”—
W * N N,SING,COM,GEN œÌ‰
W * N N,SING,PR Œœ«
W * CON CON Ê
W * P P,GEN „Ì«‰
W * PRO PRO,personal,PL,3 ¬‰«‰
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ”Œ‰
W * N N,SING,PR Œœ«
W * RA RA —«
W * N N,SING,COM  ’œÌﬁ
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * P P »«
W * PRO PRO,personal,PL,3 ¬‰«‰
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,COM,GEN  ﬂ–Ì»
W * N N,SING,COM,GEN ﬂ·«„
W * ADJ ADJ,SIM «·ÂÌ
W * V V,PA,NAR,POS,6 Å—œ«Œ Â «‰œ
W * DELM DELM .
W * CON CON Ê
W * PRO PRO,DEMO,SING «Ì‰
W * DET DET Â„«‰
W * N N,SING,COM,GEN «‰êÌ“Â
W * ADJ ADJ,SIM «’·Ì
W * CON CON Ê
W * N N,SING,COM,GEN ”»»
W * ADJ ADJ,ORD «Ê·
W * CON CON Ê
W * ADJ ADJ,ORD,INDF ¬Œ—Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P,GEN „Ì«‰
W * N N,SING,COM,GEN ⁄ — 
W * N N,SING,PR ÅÌ«„»—
W * CON CON Ê
W * N N,SING,GR,GEN Œ«‰œ«‰
W * ADJ ADJ,SIM,GEN ›«Ã—
W * N N,SING,PR »‰Ì «„ÌÂ
W * N N,SING,COM Ãœ«ÌÌ
W * V V,PA,SIM,POS,3 «›ﬂ‰œ
