Sub * SUBJ SUBJ !«„‰Ì Ì!
Sub * SUBJ SUBJ !ﬁ÷«ÌÌ!
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN ”„ 
W * N N,SING,COM,GEN ‰Ê«» —∆Ì”Ì
W * N N,SING,COM „Ã·”
W * DELM DELM °
W * N N,SING,PR,GEN „ÃÌœ
W * N N,SING,PR «‰’«—Ì
W * DELM DELM °
W * N N,SING,PR,GEN »Â“«œ
W * N N,SING,PR ‰»ÊÌ
W * DELM DELM °
W * N N,SING,PR „Õ„œ—÷«
W * N N,SING,PR Œ« „Ì
W * CON CON Ê
W * N N,SING,PR,GEN ⁄·«¡«·œÌ‰
W * N N,SING,PR »—ÊÃ—œÌ
W * N N,SING,COM ‰«„“œ
W * ADJ ADJ,INO ‘œÂ
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * DELM DELM .
W * P P »—
W * N N,SING,COM,GEN «”«”
W * N N,PL,COM,GEN ‰ «ÌÃ
W * ADJ ADJ,SIM «⁄·«„ ‘œÂ
W * P P «“
W * N N,SING,COM,GEN ”ÊÌ
W * N N,SING,PR,GEN „ÂœÌ
W * N N,SING,PR ﬂ—Ê»Ì
W * N N,SING,COM,GEN —∆Ì”
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,ORD ‘‘„
W * DELM DELM °
W * N N,SING,PR,GEN „ÃÌœ
W * N N,SING,PR «‰’«—Ì
W * N N,SING,NUM 115
W * N N,SING,COM —√Ì
W * CON CON Ê
W * N N,SING,PR »—ÊÃ—œÌ
W * N N,SING,NUM 58
W * N N,SING,COM —√Ì
W * N N,SING,COM ﬂ”»
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * DELM DELM .
W * N N,SING,PR,GEN »Â“«œ
W * N N,SING,PR ‰»ÊÌ
W * N N,SING,COM,GEN ”Œ‰êÊÌ
W * N N,SING,COM,GEN Ã»ÂÂ
W * N N,SING,ORD,GEN œÊ„
W * N N,SING,MON Œ—œ«œ
W * CON CON Ê
W * N N,SING,COM,GEN ⁄÷Ê
W * N N,SING,COM,GEN ”«“„«‰
W * N N,PL,COM,GEN „Ã«ÂœÌ‰
W * N N,SING,COM,GEN «‰ﬁ·«»
W * ADJ ADJ,SIM «”·«„Ì
W * CON CON Ê
W * N N,SING,SURN ”Ìœ
W * N N,SING,PR „Õ„œ—÷«
W * N N,SING,PR Œ« „Ì
W * N N,SING,COM,GEN œ»Ì—
W * ADJ ADJ,SIM,GEN ”Ì«”Ì
W * N N,SING,COM,GEN Ã»ÂÂ
W * N N,SING,COM,GEN „‘«—ﬂ 
W * ADJ ADJ,SIM «”·«„Ì
W * V V,PRS,POS,6 „Ì »«‘‰œ
W * DELM DELM .
W * P P »—
W * N N,SING,COM,GEN «”«”
W * N N,SING,COM,GEN „«œÂ
W * N N,SING,NUM 13
W * N N,SING,COM,GEN ¬ÌÌ‰ ‰«„Â
W * ADJ ADJ,SIM,GEN œ«Œ·Ì
W * N N,SING,COM,GEN „Ã·”
W * N N,SING,GR,GEN ‘Ê—«Ì
W * ADJ ADJ,SIM «”·«„Ì
W * DELM DELM °
W * N N,SING,TIME Å”
W * P P «“
W * N N,SING,COM,GEN  ’ÊÌ»
W * N N,SING,COM,GEN «⁄ »«—‰«„Â
W * ADV ADV,GENR,SIM Õœ«ﬁ·
W * N N,SING,NUM œÊ
W * ADJ ADJ,ORD,GEN ”Ê„
W * N N,SING,COM,GEN „Ã„Ê⁄
W * N N,PL,COM ‰„«Ì‰œê«‰
W * DELM DELM °
W * N N,PL,COM,GEN ‰„«Ì‰œê«‰
W * N N,SING,COM „Ã·”
W * N N,SING,COM «ﬁœ«„
W * P P »Â
W * N N,SING,COM,GEN «‰ Œ«»
W * N N,SING,GR,GEN ÂÌ«  —∆Ì”Â
W * ADJ ADJ,SIM œ«∆„
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * CON CON Ê
W * N N,PL,COM,GEN «⁄÷«Ì
W * N N,SING,GR,GEN ÂÌ√  —∆Ì”Â
W * ADJ ADJ,SIM œ«∆„
W * P P,GEN »—«Ì
W * N N,SING,NUM Ìﬂ
W * N N,SING,TIME ”«·
W * N N,SING,COM «‰ Œ«»
W * V V,PRS,POS,6 „Ì ‘Ê‰œ
W * DELM DELM .
W * N N,SING,GR,GEN ÂÌ√  —∆Ì”Â
W * ADJ ADJ,SIM,GEN œ«∆„
W * N N,SING,COM,GEN „Ã·”
W * N N,SING,GR,GEN ‘Ê—«Ì
W * ADJ ADJ,SIM «”·«„Ì
W * N N,SING,COM „—ﬂ»
W * P P «“
W * N N,SING,COM —∆Ì”
W * DELM DELM °
W * N N,SING,NUM œÊ
W * N N,SING,COM ‰«Ì» —∆Ì”
W * DELM DELM °
W * N N,SING,NUM ”Â
W * N N,SING,COM ﬂ«—Å—œ«“
W * CON CON Ê
W * N N,SING,NUM ‘‘
W * N N,SING,COM „‰‘Ì
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P œ—
W * N N,PL,COM,GEN «‰ Œ«»« 
W * N N,SING,GR,GEN ÂÌ«  —∆Ì”Â
W * ADJ ADJ,SIM,GEN „Êﬁ 
W * N N,SING,COM „Ã·”
W * DELM DELM °
W * N N,SING,PR,GEN „ÃÌœ
W * N N,SING,PR «‰’«—Ì
W * CON CON Ê
W * N N,SING,PR,GEN «»Ê«·ﬁ«”„
W * N N,SING,PR ”—ÕœÌ “«œÂ
W * P P »Â
W * N N,SING,COM  — Ì»
W * P P »«
W * N N,SING,NUM 146
W * CON CON Ê
W * N N,SING,NUM 85
W * N N,SING,COM —√Ì
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,COM,GEN ‰«Ì» —∆Ì”
W * ADJ ADJ,SIM,GEN „Êﬁ 
W * ADJ ADJ,ORD «Ê·
W * CON CON Ê
W * ADJ ADJ,ORD œÊ„
W * N N,SING,COM  ⁄ÌÌ‰
W * ADJ ADJ,INO ‘œÂ
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * DELM DELM .
W * N N,SING,PR,GEN „Õ„œ
W * N N,SING,PR „Ì—„Õ„œÌ
W * CON CON Ê
W * N N,SING,PR,GEN Ã„Ì·Â
W * N N,SING,PR ﬂœÌÊ—
W * P P «“
W * DET DET œÌê—
W * N N,PL,COM,GEN ‰«„“œÂ«Ì
W * N N,SING,COM,GEN «Õ—«“
W * N N,SING,COM,GEN ”„ 
W * N N,SING,COM,GEN ‰«Ì» —∆Ì”Ì
W * ADJ ADJ,SIM,GEN „Êﬁ 
W * N N,SING,COM „Ã·”
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * DELM DELM .
W * N N,SING,COM,GEN «‰ Œ«»
W * N N,PL,COM,GEN ﬂ«—Å—œ«“«‰
W * N N,PL,COM,GEN ‰„«Ì‰œê«‰
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,ORD ‘‘„
W * DELM DELM °
W * P P œ—
W * N N,SING,COM,GEN «œ«„Â
W * N N,SING,COM,GEN Ã·”Â
W * ADJ ADJ,SIM,GEN ⁄·‰Ì
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY Ìﬂ‘‰»Â
W * DELM DELM °
W * N N,SING,NUM ”Â
W * N N,SING,COM,GEN ﬂ«—Å—œ«“
W * N N,SING,GR,GEN ÂÌ√  —∆Ì”Â
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,ORD ‘‘„
W * RA RA —«
W * P P,GEN »—«Ì
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN œÊ—Â
W * ADJ ADJ,SIM Ìﬂ”«·Â
W * V V,PA,SIM,POS,6 »—ê“Ìœ‰œ
W * DELM DELM .
W * P P »—
W * N N,SING,COM,GEN «”«”
W * N N,SING,COM,GEN —√Ì êÌ—Ì
W * N N,SING,COM,GEN ’Ê— 
W * MORP MORP,MADJ ê—› Â
W * N N,SING,PR „Õ„œ—÷«
W * N N,SING,PR  «»‘
W * N N,SING,COM,GEN ‰„«Ì‰œÂ
W * N N,SING,GR,GEN „—œ„
W * N N,SING,LOC,PR «—œﬂ«‰
W * DELM DELM °
W * N N,SING,SURN ”Ìœ
W * N N,SING,PR,GEN Õ”Ì‰
W * N N,SING,PR Â«‘„Ì
W * N N,SING,COM,GEN ‰„«Ì‰œÂ
W * N N,SING,GR,GEN „—œ„
W * N N,SING,LOC,PR «—Ê„ÌÂ
W * CON CON Ê
W * N N,SING,PR,GEN Ã·Ì·
W * N N,SING,PR ”«“ê«—‰é«œ
W * N N,SING,COM,GEN ‰„«Ì‰œÂ
W * N N,SING,GR,GEN „—œ„
W * N N,SING,LOC,PR ‘Ì—«“
W * P P »«
W * N N,SING,COM,GEN ﬂ”»
W * N N,SING,COM,GEN «ﬂÀ—Ì 
W * N N,PL,COM ¬—«¡
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,PL,COM,GEN ﬂ«—Å—œ«“«‰
W * N N,SING,GR,GEN ÂÌ«  —∆Ì”Â
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,ORD ‘‘„
W * N N,SING,COM «‰ Œ«»
W * V V,PA,SIM,POS,6 ‘œ‰œ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,NUM ”Â
W * N N,SING,COM  ‰
W * ADV ADV,GENR,TIME ÅÌ‘ —
W * CON CON ‰Ì“
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,PL,COM,GEN ﬂ«—Å—œ«“«‰
W * N N,SING,GR,GEN ÂÌ«  —∆Ì”Â
W * ADJ ADJ,SIM,GEN „Êﬁ 
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,ORD ‘‘„
W * ADJ ADJ,INO »—ê“ÌœÂ
W * ADJ ADJ,INO ‘œÂ
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * DELM DELM .
W * N N,SING,COM,GEN «‰ Œ«»
W * N N,SING,NUM ‘‘
W * N N,SING,COM „‰‘Ì
W * P P œ—
W * N N,SING,COM,GEN «œ«„Â
W * DET DET Â„Ì‰
W * N N,SING,COM Ã·”Â
W * DELM DELM °
W * N N,SING,NUM ‘‘
W * N N,SING,COM,GEN „‰‘Ì
W * N N,SING,GR,GEN ÂÌ«  —∆Ì”Â
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,ORD ‘‘„
W * P P,GEN »—«Ì
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN œÊ—Â
W * ADJ ADJ,SIM Ìﬂ”«·Â
W * P P «“
W * N N,SING,COM,GEN ”ÊÌ
W * N N,PL,COM,GEN ‰„«Ì‰œê«‰
W * N N,SING,GR „—œ„
W * P P œ—
W * N N,SING,COM,GEN Ã·”Â
W * ADJ ADJ,SIM,GEN ⁄·‰Ì
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY Ìﬂ‘‰»Â
W * ADJ ADJ,INO »—ê“ÌœÂ
W * V V,PA,SIM,POS,6 ‘œ‰œ
W * DELM DELM .
W * N N,SING,PR,GEN ‰«’—
W * N N,SING,PR Œ«·ﬁÌ
W * DELM DELM °
W * N N,SING,PR ”ÂÌ·«
W * N N,SING,PR Ã·Êœ«—“«œÂ
W * DELM DELM °
W * N N,SING,PR,GEN ⁄·Ì
W * N N,SING,PR ‘ﬂÊ—Ì —«œ
W * DELM DELM °
W * N N,SING,PR,GEN „Õ„œ
W * N N,SING,PR ﬁ„Ì
W * DELM DELM °
W * N N,SING,PR,GEN «”„«⁄Ì·
W * N N,SING,PR Ã»«—“«œÂ
W * DELM DELM °
W * N N,SING,PR,GEN „Õ„œ
W * N N,SING,PR ‰⁄Ì„Ì ÅÊ—
W * V V,PA,SIM,POS,6  Ê«‰” ‰œ
W * P P «“
W * N N,SING,COM,GEN „Ã„Ê⁄
W * N N,SING,NUM 249
W * N N,SING,COM,GEN —√Ì
W * ADJ ADJ,SIM „√ŒÊ–Â
W * DELM DELM °
W * P P »Â
W * N N,SING,COM  — Ì»
W * N N,SING,NUM 153
W * DELM DELM °
W * N N,SING,NUM 145
W * DELM DELM °
W * N N,SING,NUM 132
W * DELM DELM °
W * N N,SING,NUM 127
W * DELM DELM °
W * N N,SING,NUM 115
W * DELM DELM °
W * CON CON Ê
W * N N,SING,NUM 112
W * N N,SING,COM —√Ì
W * N N,SING,COM ﬂ”»
W * V V,SUB,POS,6 ﬂ‰‰œ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,NUM ‘‘
W * N N,SING,COM  ‰
W * P P »«
W * N N,SING,COM,GEN ﬂ”»
W * N N,SING,COM,GEN «ﬂÀ—Ì 
W * N N,PL,COM ¬—«
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,PL,COM,GEN „‰‘ÌÂ«Ì
W * ADJ ADJ,ORD ‘‘„Ì‰
W * N N,SING,COM,GEN œÊ—Â
W * N N,SING,COM,GEN „Ã·”
W * N N,SING,GR,GEN ‘Ê—«Ì
W * ADJ ADJ,SIM «”·«„Ì
W * ADJ ADJ,INO »—ê“ÌœÂ
W * V V,PA,SIM,POS,6 ‘œ‰œ
W * DELM DELM .
W * ADJ ADJ,SIM Ì«œ¬Ê—
W * V V,PRS,POS,3 „Ì ‘Êœ
W * P P œ—
W * N N,SING,COM,GEN œÊ—Â
W * N N,SING,NUM 20
W * MORP MORP,MADJ,GEN ”«·Â
W * N N,SING,COM,GEN ›⁄«·Ì 
W * N N,SING,COM,GEN „Ã·”
W * N N,SING,GR,GEN ‘Ê—«Ì
W * ADJ ADJ,SIM «”·«„Ì
W * DELM DELM °
W * DET DET «Ì‰
W * ADJ ADJ,ORD «Ê·Ì‰
W * N N,SING,COM »«—
W * V V,PRE,SIM «” 
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,PL,COM,GEN ‰„«Ì‰œê«‰
W * N N,SING,COM “‰
W * DELM DELM °
W * P P œ—
W * N N,SING,COM,GEN  —ﬂÌ»
W * N N,SING,GR,GEN ÂÌ«  —∆Ì”Â
W * N N,SING,COM,GEN „Ã·”
W * N N,SING,GR,GEN ‘Ê—«Ì
W * ADJ ADJ,SIM «”·«„Ì
W * N N,SING,COM Ã«Ì
W * V V,PRS,POS,3 „Ì êÌ—œ
W * DELM DELM .
W * N N,SING,PR Ã·Êœ«—“«œÂ
W * N N,SING,COM,GEN „Â‰œ”
W * N N,SING,COM ‰”«ÃÌ
W * ADJ ADJ,INO »ÊœÂ
W * CON CON Ê
W * P P «“
W * N N,PL,COM,GEN «⁄÷«Ì
W * N N,SING,GR,GEN Õ“»
W * ADJ ADJ,SIM,GEN «”·«„Ì
W * N N,SING,COM ﬂ«—
W * V V,PRE,SIM «” 
W * CON CON Ê
W * P P œ—
W * N N,SING,COM,GEN Õ«·
W * ADJ ADJ,SIM Õ«÷—
W * N N,SING,COM,GEN ”Œ‰êÊÌ
W * DET DET «Ì‰
W * N N,SING,GR Õ“»
W * V V,PRS,POS,3 „Ì »«‘œ
W * DELM DELM .
W * N N,SING,COM,GEN ”Êê‰œ
W * N N,SING,GR,GEN ÂÌ√  —∆Ì”Â
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,ORD ‘‘„
W * DELM DELM -
W * N N,SING,NUM 12
W * N N,SING,COM,GEN ⁄÷Ê
W * N N,SING,GR,GEN ÂÌ√  —∆Ì”Â
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,ORD ‘‘„
W * CON CON ﬂÂ
W * P P »«
W * N N,SING,COM,GEN ﬂ”»
W * N N,SING,COM,GEN «ﬂÀ—Ì 
W * N N,PL,COM ¬—«
W * DELM DELM °
W * P P œ—
W * N N,SING,COM,GEN Ã·”Â
W * ADJ ADJ,SIM,GEN ⁄·‰Ì
W * N N,SING,TIME,GEN —Ê“
W * DELM DELM ª
W * N N,SING,DAY,GEN Ìﬂ‘‰»Â
W * DELM DELM ´
W * N N,SING,COM „Ã·”
W * DELM DELM °
W * P P «“
W * N N,SING,COM,GEN ”ÊÌ
W * N N,PL,COM,GEN ‰„«Ì‰œê«‰
W * N N,SING,GR „—œ„
W * P P,GEN »—«Ì
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN œÊ—Â
W * ADJ ADJ,SIM Ìﬂ”«·Â
W * N N,SING,COM «‰ Œ«»
W * V V,PA,SIM,POS,6 ‘œ‰œ
W * DELM DELM °
W * P P »«
W * N N,SING,COM Õ÷Ê—
W * P P œ—
W * N N,SING,COM,GEN Ã«Ìê«Â
W * N N,SING,GR ÂÌ«  —∆Ì”Â
W * PP PP,GEN »ÿÊ—
W * ADJ ADJ,SIM œ” Â Ã„⁄Ì
W * N N,SING,COM ”Êê‰œ
W * N N,SING,COM Ì«œ
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * DELM DELM .
W * P P »—
W * N N,SING,COM,GEN «”«”
W * N N,SING,COM,GEN ¬ÌÌ‰ ‰«„Â
W * ADJ ADJ,SIM,GEN œ«Œ·Ì
W * N N,SING,COM „Ã·”
W * DELM DELM °
W * N N,SING,GR ÂÌ«  —∆Ì”Â
W * ADV ADV,GENR,TIME »·«›«’·Â
W * N N,SING,TIME Å”
W * P P «“
W * N N,SING,COM «‰ Œ«»
W * DELM DELM °
W * P P »«
W * N N,SING,COM,GEN ﬁ—«∆ 
W * ADJ ADJ,SIM,GEN œ” Â Ã„⁄Ì
W * N N,SING,COM,GEN „ ‰
W * N N,SING,COM ”Êê‰œ‰«„Â
W * DELM DELM °
W * N N,SING,COM,GEN „—«”„
W * N N,SING,COM  Õ·Ì›
W * RA RA —«
W * ADJ ADJ,SIM »Ã«
W * V V,PRS,POS,6 „Ì ¬Ê—‰œ
W * DELM DELM .
W * N N,SING,COM,GEN „ ‰
W * N N,SING,COM,GEN ”Êê‰œ‰«„Â
W * N N,SING,GR,GEN ÂÌ«  —∆Ì”Â
W * ADJ ADJ,SIM „–ﬂÊ—
W * P P œ—
W * N N,SING,COM,GEN ¬ÌÌ‰ ‰«„Â
W * ADJ ADJ,SIM,GEN œ«Œ·Ì
W * N N,SING,COM „Ã·”
W * P P,DET »œÌ‰
W * N N,SING,COM ‘—Õ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * PS PS »”„ «··Â «·—Õ„‰ «·—ÕÌ„
W * PRO PRO,personal,SING,1 „‰
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,COM,GEN ⁄÷Ê
W * N N,SING,GR,GEN ÂÌ«  —∆Ì”Â
W * N N,SING,COM,GEN „Ã·”
W * N N,SING,GR,GEN ‘Ê—«Ì
W * ADJ ADJ,SIM «”·«„Ì
W * P P œ—
W * N N,SING,COM,GEN »—«»—
W * N N,SING,PR,GEN ﬁ—¬‰
W * ADJ ADJ,SIM „ÃÌœ
W * P P »Â
W * N N,SING,COM,GEN Œœ«Ê‰œ
W * ADJ ADJ,SIM,GEN ﬁ«œ—
W * ADJ ADJ,SIM „ ⁄«·
W * N N,SING,COM ”Êê‰œ
W * N N,SING,COM Ì«œ
W * V V,PRS,POS,1 „Ì ﬂ‰„
W * CON CON ﬂÂ
W * QUA QUA,GEN Õœ«ﬂÀ—
W * N N,SING,COM,GEN  Ê«‰
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN «Ã—«Ì
W * N N,SING,COM,GEN ¬∆Ì‰ ‰«„Â
W * ADJ ADJ,SIM,GEN œ«Œ·Ì
W * N N,SING,COM,GEN „Ã·”
W * N N,SING,GR,GEN ‘Ê—«Ì
W * ADJ ADJ,SIM «”·«„Ì
W * P P »«
W * N N,SING,COM,GEN „—«⁄« 
W * N N,SING,COM,GEN »Ì ÿ—›Ì
W * ADJ ADJ,SIM ﬂ«„·
W * P P œ—
W * N N,SING,COM,GEN «‰Ã«„
W * N N,PL,COM ÊŸ«Ì›
W * P P »Â
W * N N,SING,COM ﬂ«—
W * V V,SUB,POS,1 êÌ—„
W * CON CON Ê
W * P P «“
W * QUA QUA Â—
W * SPEC SPEC êÊ‰Â
W * N N,SING,COM,GEN «ﬁœ«„
W * ADJ ADJ,SIM,GEN „Œ«·›
W * N N,SING,COM ¬∆Ì‰ ‰«„Â
W * N N,SING,COM «Ã ‰«»
W * V V,SUB,POS,1 ‰„«Ì„
W * DELM DELM .
Sub * SUBJ SUBJ !«ﬁ ’«œÌ!
W * N N,SING,COM,GEN ”ﬂÂ
W * N N,SING,COM,GEN ÿ·«
W * DELM DELM ª
W * N N,SING,SES,GEN »Â«—
W * N N,SING,COM ¬“«œÌ
W * DELM DELM ´
W * N N,SING,NUM 620000
W * N N,SING,CONT —Ì«·
W * DELM DELM -
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM ê—„
W * N N,SING,COM,GEN ÿ·«Ì
W * N N,SING,NUM 18
W * N N,SING,COM ⁄Ì«—
W * P P,GEN »œÊ‰
W * N N,SING,COM,GEN «Ã— 
W * N N,SING,COM ”«Œ 
W * N N,SING,NUM 58400
W * N N,SING,CONT —Ì«·
W * DELM DELM -
W * N N,SING,COM,GEN «—“‘
W * N N,SING,COM,GEN »—«»—Ì
W * N N,SING,CONT —Ì«·
W * P P œ—
W * N N,SING,COM „ﬁ«Ì”Â
W * P P »«
W * N N,SING,COM,GEN ”«Ì—
W * N N,PL,COM «—“Â«
W * P P œ—
W * N N,SING,COM Œ«—Ã
W * P P «“
W * N N,SING,LOC,PR «Ì—«‰
W * DELM DELM :
W * N N,SING,COM,GEN œ·«—
W * N N,SING,LOC,PR ¬„—Ìﬂ«
W * P P «“
W * N N,SING,NUM 8350
W * P P  «
W * N N,SING,NUM 8400
W * DELM DELM °
W * N N,SING,COM,GEN ÅÊ‰œ
W * N N,SING,LOC,PR «‰ê·Ì”
W * P P «“
W * N N,SING,NUM 12600
W * P P  «
W * N N,SING,NUM 12700
W * DELM DELM °
W * N N,SING,COM,GEN „«—ﬂ
W * N N,SING,LOC,PR ¬·„«‰
W * P P «“
W * N N,SING,NUM 4080
W * P P  «
W * N N,SING,NUM 4110
W * DELM DELM °
W * N N,SING,COM,GEN ›—«‰ﬂ
W * N N,SING,LOC,PR ›—«‰”Â
W * P P «“
W * N N,SING,NUM 1210
W * P P  «
W * N N,SING,NUM 1225
W * DELM DELM °
W * N N,SING,COM ÌÊ—Ê
W * N N,SING,COM,GEN Ê«Õœ
W * N N,SING,COM,GEN ÅÊ·
W * N N,SING,NUM 11
W * N N,SING,LOC,GEN ﬂ‘Ê—
W * ADJ ADJ,SIM «—ÊÅ«ÌÌ
W * P P «“
W * N N,SING,NUM 7480
W * P P  «
W * N N,SING,NUM 7520
W * DELM DELM °
W * N N,PL,COM,GEN «—ﬁ«„
W * ADJ ADJ,SIM »«·«
W * N N,PL,COM „»«œ·« 
W * ADJ ADJ,SIM «‰Ã«„ ‘œÂ
W * P P œ—
W * N N,SING,COM Œ«—Ã
W * N N,SING,LOC,PR «Ì—«‰
W * V V,PRE,SIM «” 
W * DELM DELM .
W * ADV ADV,GENR,SIM œ—„Ã„Ê⁄
W * N N,SING,COM  Ã—»Â
W * N N,SING,COM ‰‘«‰
W * V V,PRS,POS,3 „Ì œÂœ
W * CON CON ﬂÂ
W * CON CON «ê—çÂ
W * V V,AUX,NIN,POS »«Ìœ
W * N N,SING,COM,INDF ‰ê«ÂÌ
W * ADJ ADJ,SIM ÃÂ«‰Ì
W * P P »Â
W * N N,SING,COM «ﬁ ’«œ
W * V V,PA,SIM,POS,3 œ«‘ 
W * CON CON Ê
W * N N,SING,COM,GEN ŒÌ«·
W * N N,SING,COM,GEN «ÌÃ«œ
W * N N,SING,COM,INDF Ã“Ì—Â «Ì
W * ADJ ADJ,SIM „‰“ÊÌ
W * P P œ—
W * N N,SING,COM,GEN ‰Ÿ«„
W * N N,SING,COM,GEN «ﬁ ’«œ
W * ADJ ADJ,SIM ÃÂ«‰Ì
W * RA RA —«
W * P P «“
W * N N,SING,COM –Â‰
W * N N,SING,COM Œ«—Ã
W * V V,PA,SIM,POS,3 ”«Œ 
W * DELM DELM °
W * CON CON «„«
W * DET DET «Ì‰
W * N N,SING,COM ﬂ«—
W * ADV ADV,GENR,TIME Â„Ì‘Â
W * V V,AUX,NIN,POS »«Ìœ
W * P P »«
W * N N,SING,COM œﬁ 
W * CON CON Ê
W * N N,SING,COM «Ê·ÊÌ 
W * N N,SING,NFL œ«œ‰
W * P P »Â
W * N N,PL,COM „‰«”»« 
W * CON CON Ê
W * N N,SING,COM,GEN „Êﬁ⁄Ì 
W * ADJ ADJ,SIM „·Ì
W * N N,SING,COM ’Ê— 
W * V V,SUB,POS,3 Å–Ì—œ
W * DELM DELM .
W * ADV ADV,GENR,SIM  ‰Â«
W * P P œ—
W * N N,SING,COM,GEN ”«ÌÂ
W * N N,SING,COM,INDF œÊ· Ì
W * ADJ ADJ,SIM ﬂ«—¬„œ
W * DELM DELM °
W * N N,SING,COM,GEN ‰Ÿ«„
W * N N,SING,COM,GEN  ’„Ì„ êÌ—Ì
W * ADJ ADJ,SIM „—œ„ ”«·«—«‰Â
W * CON CON Ê
W * N N,SING,COM,GEN Õ÷Ê—
W * N N,PL,COM,GEN ‰Â«œÂ«Ì
W * ADJ ADJ,SIM „œ‰Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * V V,AUX,NIN,POS „Ì  Ê«‰
W * P P «“
W * N N,SING,COM,GEN ê” —‘
W * N N,PL,COM,GEN «— »«ÿÂ«Ì
W * ADJ ADJ,SIM »Ì‰ «·„··Ì
W * P P »«
W * N N,PL,LOC,GEN ﬂ‘Ê—Â«Ì
W * ADJ ADJ,SIM ’‰⁄ Ì
W * N N,SING,COM œ›«⁄
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
Sub * SUBJ SUBJ !”Ì«”Ì!
W * N N,SING,COM,GEN —Ê“‰«„Â
W * N N,SING,PR ﬂÌÂ«‰
W * P P œ—
W * N N,SING,COM,GEN „ÿ·»
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM „ﬁ«»·Â
W * P P »Â
W * N N,SING,COM „À·
W * V V,PA,SIM,POS,3 ‰Ê‘ 
W * DELM DELM :
W * N N,SING,COM  ‰‘ “œ«ÌÌ
W * P P œ—
W * N N,SING,COM,GEN ”Ì«” 
W * ADJ ADJ,SIM Œ«—ÃÌ
W * DELM DELM °
W * CON CON ﬂÂ
W * N N,SING,COM,GEN —Ì«” 
W * ADJ ADJ,SIM,GEN „Õ —„
W * N N,SING,COM Ã„ÂÊ—Ì
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,PL,COM,GEN «Ê·ÊÌ Â«Ì
W * N N,SING,COM,GEN »—‰«„Â
W * PRO PRO,R,XOD ŒÊÌ‘
W * P P »—
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM  √ﬂÌœ
W * V V,PA,NAR,POS,6 Ê—“ÌœÂ «‰œ
W * DELM DELM °
W * N N,SING,COM,INDF œÌœê«ÂÌ
W * ADJ ADJ,SIM «—“‘„‰œ
W * CON CON Ê
W * ADJ ADJ,SIM,GEN œ—ŒÊ—
W * N N,SING,COM  ﬁœÌ—
W * V V,PRE,SIM «” 
W * CON CON Ê·Ì
W * V V,AUX,NIN,NEG ‰»«Ìœ
W * N N,SING,COM  ‰‘ “œ«ÌÌ
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN „›ÂÊ„
W * N N,SING,COM,GEN  Õ„·
W * N N,SING,COM,GEN “Ê—êÊÌÌ
W * PRO PRO,INDF,PL œÌê—«‰
W * CON CON Ê
W * N N,SING,COM »Ì  ›«Ê Ì
W * P P œ—
