Sub * SUBJ SUBJ !é‰ Ìò!
W * V V,PA,SIM,POS,2 ê‘ÊœÌ
W * CON CON Ê
W * N N,PL,COM,GEN ﬂ›‘Â«Ì
W * ADJ ADJ,SIM ”»ﬂ
W * P P »—
W * N N,SING,COM,AFF,1 Å«Ì„
W * V V,PA,SIM,POS,2 ﬂ—œÌ
W * DELM DELM .
W * N N,SING,COM œ” 
W * P P œ—
W * N N,SING,COM,GEN œ” 
W * PRO PRO,REC Â„
W * DELM DELM °
W * ADV ADV,GENR,TIME ê«Â
W * P P œ—
W * N N,PL,LOC,GEN »«€Â«Ì
W * ADJ ADJ,SIM Å—ê·
W * P P »Â
W * N N,SING,COM ê—œ‘
W * V V,PA,SIM,POS,4 Å—œ«Œ Ì„
W * CON CON Ê
W * ADV ADV,GENR,TIME ê«Â
W * N N,PL,COM,GEN —Ìê“«—Â«Ì
W * ADJ ADJ,SIM,INDF ”Ê“«‰Ì
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN Ã” ÃÊÌ
W * N N,SING,LOC,INDF Ê«ÕÂ «Ì
W * CON CON ﬂÂ
W * V V,AUX,NIN,POS „Ì »«Ì” 
W * P P »Â
W * PRO PRO,personal,PL,1 „«
W * N N,SING,COM ¬—«„‘
W * CON CON Ê
W * N N,SING,COM ¬”«Ì‘
W * V V,SUB,POS,3 œÂœ
W * DELM DELM °
W * V V,PA,SIM,POS,4 ÅÌ„ÊœÌ„
W * DELM DELM .
W * P P »Â
W * DET DET «Ì‰
W * N N,SING,COM ÃÂ 
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * CON CON çÊ‰
W * PRO PRO,personal,SING,2  Ê
W * RA RA —«
W * V V,PA,SIM,POS,1 œÌœ„
W * DELM DELM °
W * N N,SING,COM,GEN «Õ”«”
W * N N,SING,COM ‰«¬‘‰«∆Ì
W * V V,PA,SIM,NEG,1 ‰ﬂ—œ„
W * DELM DELM °
W * CON CON “Ì—«
W * P P «“
W * N N,SING,TIME œÌ—»«“
W * QUA QUA Â—
W * N N,SING,COM “„«‰
W * CON CON ﬂÂ
W * N N,SING,COM,INDF ⁄ÿ—Ì
W * P P «“
W * N N,SING,COM,GEN Ã«‰»
W * N N,SING,COM,GEN ê·
W * ADJ ADJ,SIM,INDF ”—ŒÌ
W * P P »Â
W * N N,SING,COM,GEN „‘«„
W * PRO PRO,personal,SING,1 „‰
W * V V,PRS,POS,3 „Ì —”œ
W * DELM DELM °
W * N N,SING,COM,INDF Ì«œÌ
W * P P «“
W * PRO PRO,personal,SING,2  Ê
W * V V,PRS,POS,1 „Ì ﬂ‰„
W * CON CON Ê
W * PRO PRO,personal,SING,2  Ê
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN ﬂ‰«—
W * PRO PRO,R,XOD ŒÊÌ‘
W * V V,PRS,POS,1 „Ì Ì«»„
W * DELM DELM ...
W * N N,SING,NUM ç‰œ
W * N N,SING,COM,GEN ‘⁄—
W * ADJ ADJ,SIM Ã«Êœ«‰Ì
W * CON CON Ê
W * N N,SING,COM,GEN ”«ÌÂ
W * N N,SING,NUM ç‰œ
W * N N,SING,COM,GEN ê·
W * ADJ ADJ,SIM ”—Œ
W * DELM DELM °
W * DET DET «Ì‰
W * ADJ ADJ,SIM  ‰Â«
W * N N,SING,COM Ì«œê«—Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P «“
W * DET DET ¬‰
W * QUA QUA Â„Â
W * N N,SING,COM,GEN ‰⁄„ 
W * ADJ ADJ,SIM ê–‘ Â
W * DELM DELM °
W * P P,GEN »—«Ì
W * PRO PRO,personal,SING,1 „‰
W * N N,SING,COM »«ﬁÌ
W * ADJ ADJ,INO „«‰œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
Sub * SUBJ SUBJ !Ê—“‘Ì!
W * N N,SING,LOC,PR  Â—«‰
W * DELM DELM -
W * N N,SING,PR «Ì—‰«
W * DELM DELM :
W * N N,SING,COM „‘⁄·
W * CON CON Ê
W * N N,SING,COM,GEN Å—ç„
W * N N,PL,COM,GEN »«“ÌÂ«Ì
W * N N,SING,COM,GEN «·„ÅÌﬂ
W * N N,SING,LOC,PR ”Ìœ‰Ì
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY Ã„⁄Â
W * ADJ ADJ,SIM ”Ê«—
W * P P »—
W * N N,SING,LOC ”›Ì‰Â
W * ADJ ADJ,SIM,GEN ›÷«ÌÌ
W * N N,SING,PR,GEN ¬ ·«‰ Ì”
W * N N,SING,LOC,PR ¬„—Ìﬂ«
W * P P »Â
W * N N,SING,COM,GEN „œ«—
W * N N,SING,LOC,GEN ﬂ—Â
W * N N,SING,LOC,PR “„Ì‰
W * ADJ ADJ,INO ›—” «œÂ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN ê“«—‘
W * N N,SING,COM,GEN Œ»—ê“«—Ì
W * N N,SING,LOC,PR ›—«‰”Â
W * P P «“
W * N N,SING,LOC,PR,GEN ﬂÌÅ ﬂ«‰«Ê—«·
W * DELM DELM ´
W * N N,SING,LOC,PR ¬„—Ìﬂ«
W * DELM DELM ª
W * DELM DELM °
W * DET DET «Ì‰
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN ‰„«œ
W * N N,PL,COM,GEN »«“ÌÂ«Ì
W * N N,SING,COM «·„ÅÌﬂ
W * DELM DELM °
W * P P œ—
W * N N,SING,COM,GEN ﬁ”„ 
W * N N,SING,LOC,GEN «‰»«—
W * DET DET «Ì‰
W * N N,SING,LOC ”›Ì‰Â
W * CON CON Ê
W * P P »«
W * N N,SING,COM,GEN Õ›Ÿ
W * N N,PL,COM,GEN  œ«»Ì—
W * ADJ ADJ,SIM,GEN ‘œÌœ
W * ADJ ADJ,SIM «Ì„‰Ì
W * N N,SING,COM Ã«”«“Ì
W * V V,PA,NAR,POS,6 ‘œÂ «‰œ
W * DELM DELM .
W * N N,SING,COM ﬁ—«—
W * V V,PRE,SIM «” 
W * N N,SING,COM „‘⁄·
W * CON CON Ê
W * N N,SING,COM,GEN Å—ç„
W * N N,PL,COM,GEN »«“ÌÂ«Ì
W * N N,SING,COM,GEN «·„ÅÌﬂ
W * N N,SING,LOC,PR ”Ìœ‰Ì
W * P P œ—
W * N N,SING,COM,GEN  «—ÌŒ
W * N N,SING,NUM,GEN 15
W * N N,SING,MON ”Å «„»—
W * DELM DELM ´
W * N N,SING,NUM,GEN 25
W * N N,SING,MON ‘Â—ÌÊ—
W * DELM DELM ª
W * CON CON ﬂÂ
W * N N,SING,COM,GEN “„«‰
W * N N,SING,ORD,GEN ¬€«“
W * DET DET «Ì‰
W * V V,PRE,NC,3 »«“ÌÂ«” 
W * P P,GEN Ê«—œ
W * N N,SING,LOC,PR ”Ìœ‰Ì
W * V V,SUB,POS,6 ‘Ê‰œ
W * DELM DELM .
W * N N,SING,COM,GEN ”›—
W * ADJ ADJ,SIM,GEN ›÷«ÌÌ
W * DET DET «Ì‰
W * N N,SING,NUM œÊ
W * N N,SING,COM ‘∆
W * P P »Â
W * N N,SING,COM,GEN ÅÌ‘‰Â«œ
W * N N,SING,GR,GEN ﬂ„Ì Â
W * ADJ ADJ,SIM,GEN »—ê“«— ﬂ‰‰œÂ
W * DET DET «Ì‰
W * N N,PL,COM »«“ÌÂ«
W * N N,SING,COM ’Ê— 
W * ADJ ADJ,INO ê—› Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,LOC,GEN ”›Ì‰Â
W * ADJ ADJ,SIM,GEN ›÷«ÌÌ
W * N N,SING,PR ¬ ·«‰ Ì”
W * P P «“
W * N N,SING,LOC,GEN Å«Ìê«Â
W * ADJ ADJ,SIM,GEN ›÷«ÌÌ
W * N N,SING,PR ﬂ‰œÌ
W * P P œ—
W * N N,SING,LOC,PR,GEN ﬂÌÅ ﬂ«‰«Ê—«·
W * N N,SING,LOC,GEN «Ì«· 
W * N N,SING,LOC,PR,GEN ›·Ê—Ìœ«Ì
W * N N,SING,LOC,PR ¬„—Ìﬂ«
W * P P »Â
W * N N,SING,COM ›÷«
W * N N,SING,COM Å— «»
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
Sub * SUBJ SUBJ !›‰Ì!
W * N N,SING,LOC,PR  Â—«‰
W * DELM DELM -
W * N N,SING,COM,GEN Ê«Õœ
W * ADJ ADJ,SIM „—ﬂ“Ì
W * N N,SING,COM Œ»—
W * DELM DELM :
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN ﬂ«—‘‰«”
W * ADJ ADJ,SIM,GEN —«Ì«‰Â «Ì
W * N N,SING,LOC,PR «‰ê·Ì”
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY Ã„⁄Â
W * P P,GEN œ—»«—Â
W * N N,SING,COM,GEN ŸÂÊ—
W * N N,SING,COM,INDF êÊ‰Â «Ì
W * ADJ ADJ,SIM ÃœÌœ
W * P P «“
W * N N,SING,COM,GEN ÊÌ—Ê”
W * ADJ ADJ,SIM —«Ì«‰Â «Ì
W * CON CON ﬂÂ
W * P P «“
W * N N,SING,COM,GEN ÿ—Ìﬁ
W * N N,SING,COM,GEN Å” 
W * ADJ ADJ,SIM «·ﬂ —Ê‰ÌﬂÌ
W * N N,SING,COM «‰ ﬁ«·
W * V V,PRS,POS,3 „Ì Ì«»œ
W * N N,SING,COM Â‘œ«—
W * V V,PA,SIM,POS,6 œ«œ‰œ
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN ê“«—‘
W * N N,SING,COM,GEN Œ»—ê“«—Ì
W * N N,SING,LOC,PR ›—«‰”Â
W * P P «“
W * N N,SING,LOC,PR ·‰œ‰
W * DELM DELM °
W * DET DET «Ì‰
W * N N,SING,COM ÊÌ—Ê”
W * CON CON œ—Ê«ﬁ⁄
W * N N,SING,COM,INDF êÊ‰Â «Ì
W * ADJ ADJ,SIM ÃœÌœ
W * CON CON Ê
W * ADJ ADJ,CMPR „Œ—»  —
W * P P «“
W * N N,SING,COM,GEN ÊÌ—Ê”
W * ADJ ADJ,SIM,GEN —«Ì«‰Â «Ì
W * N N,SING,COM,AFF,2 œÊ”  
W * V V,PRS,POS,1 œ«—„
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P œ—
W * N N,PL,ORD,GEN «Ê«∆·
W * N N,SING,TIME,GEN „«Â
W * N N,SING,MON,GEN „Â
W * ADJ ADJ,SIM „Ì·«œÌ
W * DELM DELM °
W * N N,PL,NUM „Ì·Ì«—œÂ«
W * N N,SING,CONT œ·«—
W * N N,SING,COM Œ”«— 
W * P P œ—
W * N N,SING,COM ÃÂ«‰
W * P P »—
W * N N,SING,COM Ã«Ì
W * V V,PA,SIM,POS,3 ê–«‘ 
W * DELM DELM .
W * N N,SING,PR ê—«Â«„
W * N N,SING,PR ﬂ·Ê·Ì
W * P P «“
W * N N,SING,COM,GEN ‘—ﬂ 
W * N N,SING,PR ”Ê›Ê” ¬‰ Ì ÊÌ—Ê”
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,PL,COM,GEN ﬂ«—‘‰«”«‰
W * DET DET «Ì‰
W * N N,SING,COM ‘—ﬂ 
W * P P «“
W * N N,SING,TIME,GEN ”«⁄ 
W * N N,SING,NUM,GEN œÊ
W * N N,SING,TIME,GEN ’»Õ
W * N N,SING,TIME Å”
W * P P «“
W * N N,SING,COM,GEN œ—Ì«› 
W * N N,PL,COM,INDF «Œ»«—Ì
W * P P «“
W * N N,SING,LOC,PR ¬„—Ìﬂ«
W * DELM DELM °
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM “„Ì‰Â
W * N N,SING,COM  ÕﬁÌﬁ
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN ê› Â
W * PRO PRO,personal,SING,3 ÊÌ
W * DELM DELM °
W * DET DET «Ì‰
W * N N,SING,COM ÊÌ—Ê”
W * ADV ADV,GENR,SIM Â‰Ê“
W * N N,PL,COM,GEN —«Ì«‰Â Â«Ì
W * N N,SING,LOC,PR «‰ê·Ì”
W * RA RA —«
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM ÂÃÊ„
W * N N,SING,COM ﬁ—«—
W * ADJ ADJ,INO,NEG ‰œ«œÂ
W * DELM DELM °
W * CON CON «„«
W * V V,AUX,NIN,POS »«Ìœ
W * ADJ ADJ,SIM ÂÊ‘Ì«—
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM ﬂ«—‘‰«”
W * N N,SING,COM  Ê÷ÌÕ
W * V V,PA,SIM,POS,3 œ«œ
W * DELM DELM °
W * N N,SING,COM,GEN ÊÌ—Ê”
W * ADJ ADJ,SIM ÃœÌœ
W * N N,SING,COM,GEN ‰«„
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,PL,COM,INDF «›—«œÌ
W * RA RA —«
W * P P »Â
W * PRO PRO,R,XOD ŒÊœ
W * V V,PRS,POS,3 „Ì êÌ—œ
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN ›Â—” 
W * N N,PL,COM,GEN ¬œ—”Â«Ì
W * PRO PRO,personal,PL,2 ‘„«
W * N N,SING,COM ÊÃÊœ
W * V V,PRS,POS,3 œ«—œ
W * CON CON Ê
W * CON CON »‰«»—«Ì‰
W * N N,SING,COM,GEN Ÿ«Â—
W * PRO PRO,DEMO,SING ¬‰
W * ADV ADV,GENR,EXM,GEN „«‰‰œ
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ‰«„Â
W * N N,SING,COM,GEN Å” 
W * ADJ ADJ,SIM «·ﬂ —Ê‰ÌﬂÌ
W * ADV ADV,deg,SIM ﬂ«„·«
W * ADJ ADJ,SIM ÿ»Ì⁄Ì
W * V V,PRE,SIM «” 
W * CON CON «„«
W * P P œ—
W * N N,SING,COM,INDF »Œ‘Ì
W * CON CON ﬂÂ
W * N N,SING,COM,GEN „Ê÷Ê⁄
W * N N,SING,COM ‰«„Â
W * ADJ ADJ,INO ‰Ê‘ Â
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM °
W * N N,PL,COM,GEN Õ—Ê›
W * alpha-eng alpha-eng F
W * alpha-eng alpha-eng W
W * N N,SING,COM ﬁÌœ
W * ADJ ADJ,INO ‘œÂ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * DET DET «Ì‰
W * N N,SING,COM ‰«„Â
W * P P »Â
W * N N,SING,COM,GEN Â„—«Â
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ›«Ì·
W * ADJ ADJ,SIM ÷„Ì„Â
W * V V,PRS,POS,3 œ«—œ
W * CON CON ﬂÂ
W * PRO PRO,DEMO,SING ¬‰
W * CON CON Â„
W * P P »Â
W * N N,SING,COM  ’«œ›
W * N N,SING,COM,INDF ‰«„Ì
W * RA RA —«
W * P P,GEN »—«Ì
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM «‰ Œ«»
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * CON CON Ê
W * CON CON »‰«»—«Ì‰
W * P P »—
W * N N,SING,COM,GEN Œ·«›
W * N N,SING,COM,GEN ÊÌ—Ê”
W * N N,SING,COM,AFF,2 œÊ”  
W * V V,PRS,POS,1 œ«—„
W * N N,SING,COM,INDF —«ÂÌ
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN  ‘ŒÌ’
W * DET DET «Ì‰
W * N N,SING,COM ÊÌ—Ê”
W * N N,SING,COM ÊÃÊœ
W * V V,PRS,NEG,3 ‰œ«—œ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM ﬂ«—‘‰«”
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * ADJ ADJ,SIM  ‰Â«
W * N N,SING,COM,GEN —«Â
W * N N,SING,COM,GEN ‘‰«Œ 
W * DET DET «Ì‰
W * N N,SING,COM,GEN ›«Ì·
W * ADJ ADJ,SIM ÷„Ì„Â
W * PRO PRO,DEMO,SING ¬‰
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ‰«„
W * PRO PRO,DEMO,SING ¬‰
W * P P »«
W * N N,PL,COM,GEN Õ—Ê›
W * N N,SING,NPR ÊÌ
W * N N,SING,NPR »Ì
W * N N,SING,NPR «”
W * ADJ ADJ,SIM  „«„
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM,GEN ﬂ«—‘‰«”
W * ADJ ADJ,SIM «‰ê·Ì”Ì
W * P P «“
W * N N,PL,COM ﬂ«—»—«‰
W * V V,PA,SIM,POS,3 ŒÊ«” 
W * QUA QUA,GEN  „«„Ì
W * N N,PL,COM,GEN ›«Ì·Â«Ì
W * ADJ ADJ,SIM ÷„Ì„Â
W * RA RA —«
W * CON CON ﬂÂ
W * P P »«
W * N N,PL,COM,GEN Õ—Ê›
W * N N,SING,NPR ÊÌ
W * N N,SING,NPR »Ì
W * N N,SING,NPR «”
W * ADJ ADJ,SIM  „«„
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM °
W * ADJ ADJ,SIM „”œÊœ
W * V V,SUB,POS,6 ﬂ‰‰œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * DET DET «Ì‰
W * N N,SING,COM ÊÌ—Ê”
W * P P »Â
W * N N,SING,COM,GEN Õ«›ŸÂ
W * ADJ ADJ,SIM,INDF “Ì«œÌ
W * N N,SING,COM ‰Ì«“
W * V V,PRS,POS,3 œ«—œ
W * CON CON Ê
W * P P,DET »œÌ‰
W * N N,SING,COM  — Ì»
W * N N,SING,COM,GEN ê” —‘
W * PRO PRO,DEMO,SING ¬‰
W * P P «“
W * N N,SING,COM,GEN ÊÌ—Ê”
W * N N,SING,COM,AFF,2 œÊ”  
W * V V,PRS,POS,1 œ«—„
W * ADJ ADJ,CMPR ﬂ‰œ —
W * V V,PRE,SIM «” 
W * DELM DELM .
Sub * SUBJ SUBJ !Å“‘ﬂÌ!
W * P P »Â
W * N N,SING,COM,GEN ê› Â
W * N N,PL,COM ÅéÊÂ‘ê—«‰
W * DELM DELM °
W * CON CON Êﬁ Ì
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN »Ì„«—
W * ADJ ADJ,SIM „» ·«
W * P P »Â
W * N N,SING,COM „Ìê—‰
W * P P «“
W * N N,SING,COM,GEN œ—œ
W * N N,SING,COM „Ê
W * N N,SING,COM ‘ﬂ«Ì 
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM °
W * ADJ ADJ,SIM œÌÊ«‰Â
W * V V,PRS,NEG,3 ‰Ì” 
W * CON CON Ê
W * N N,SING,COM «€—«ﬁ
W * CON CON Â„
W * V V,PRS,NEG,3 ‰„Ì ﬂ‰œ
W * DELM DELM °
W * CON CON »·ﬂÂ
W * CON CON œ—Ê«ﬁ⁄
W * N N,PL,COM,INDF ”—‰ŒÂ«ÌÌ
W * P P œ—
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM,GEN œ—„«‰
W * PRO PRO,R,XOD ŒÊœ
W * P P »Â
W * N N,SING,COM Å“‘ﬂ
W * N N,SING,COM «—«∆Â
W * V V,PRS,POS,3 „Ì œÂœ
W * DELM DELM .
W * N N,SING,COM,GEN ”—Å—” 
W * DET DET «Ì‰
W * N N,SING,COM  ÕﬁÌﬁ
W * P P «“
W * N N,SING,LOC,GEN œ«‰‘ﬂœÂ
W * N N,SING,COM,GEN Å“‘ﬂÌ
W * N N,SING,LOC,PR Â«—Ê«—œ
W * P P œ—
W * N N,SING,LOC,PR »Ê” Ê‰
W * V V,PRS,POS,3 „Ì êÊÌœ
W * DELM DELM :
W * DET DET «Ì‰
W * N N,PL,COM,GEN ⁄·«Ì„
W * ADJ ADJ,SIM €Ì—⁄«œÌ
W * P P »Â
W * N N,SING,COM,GEN ﬂ‘›
W * N N,PL,COM,GEN ⁄··
W * N N,SING,COM „Ìê—‰
W * N N,SING,COM ﬂ„ﬂ
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN Õ«·
W * ADJ ADJ,SIM Õ«÷—
W * N N,SING,NUM 52
W * N N,SING,NUM „Ì·ÌÊ‰
W * N N,SING,COM  ‰
W * P P œ—
W * N N,SING,LOC,PR ¬„—Ìﬂ«
W * P P »Â
W * DET DET «Ì‰
W * N N,SING,COM »Ì„«—Ì
W * ADJ ADJ,SIM „» ·«
W * V V,PRS,POS,6 Â” ‰œ
W * CON CON Ê·Ì
W * N N,PL,COM Å“‘ﬂ«‰
W * P P »Â
W * N N,SING,COM,GEN „«ÂÌ 
W * DET DET «Ì‰
W * N N,SING,COM »Ì„«—Ì
W * ADV ADV,GENR,SIM ﬂ«„·«
W * N N,SING,COM ÅÌ
W * V V,PA,NAR,NEG,6 ‰»—œÂ «‰œ
W * DELM DELM .
W * N N,PL,COM „ÕﬁﬁÌ‰
W * V V,PA,SIM,POS,3 œ—Ì«› ‰œ
W * N N,PL,COM,GEN Ì«Œ Â Â«Ì
W * ADJ ADJ,SIM ⁄’»Ì
W * P P »Â
W * N N,SING,COM,GEN œ—œ
W * ADJ ADJ,SIM ‰«‘Ì
W * P P «“
W * N N,SING,COM „Ìê—‰
W * P P œ—
W * N N,PL,COM,INDF „—«Õ·Ì
W * N N,SING,COM Ê«ﬂ‰‘
W * N N,SING,COM ‰‘«‰
W * V V,PRS,POS,6 „Ì œÂ‰œ
W * CON CON Ê
W * IF IF «ê—
W * V V,AUX,NIN,POS » Ê«‰
W * P P,GEN Ã·ÊÌ
W * N N,SING,COM œ—œ
W * RA RA —«
W * P P œ—
W * N N,PL,COM,GEN „—«Õ·
W * ADJ ADJ,SIM «Ê·ÌÂ
W * V V,PA,SIM,POS,3 ê—› 
W * DELM DELM °
W * SPEC SPEC ”·”·Â
W * N N,PL,COM,GEN Ê«ﬂ‰‘Â«Ì
W * N N,SING,COM,GEN „Ê·œ
W * N N,SING,COM œ—œ
W * ADJ ADJ,SIM,GEN ﬁ«»·
W * N N,SING,COM ﬂ‰ —·
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * PRO PRO,DEMO,PL ¬‰Â«
W * P P »«
W * ADJ ADJ,SIM „Â„
W * N N,SING,NFL,GEN ŒÊ«‰œ‰
W * DET DET «Ì‰
W * N N,SING,COM «„—
W * V V,PA,SIM,POS,6 ê› ‰œ
W * DELM DELM :
W * N N,SING,COM,GEN »—Ê“
W * N N,SING,COM œ—œ
W * P P œ—
W * N N,SING,COM,GEN „Êﬁ⁄
W * N N,SING,COM,GEN Õ„·Â
W * N N,SING,COM „Ìê—‰
W * N N,PL,COM,GEN ⁄··
W * ADJ ADJ,SIM,INDF „ ›«Ê Ì
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM °
W * P P »Â
W * DET DET Â„Ì‰
W * N N,SING,COM œ·Ì·
W * N N,PL,COM »Ì„«—«‰
W * V V,AUX,NIN,POS »«Ìœ
W * P P »Â
W * N N,SING,COM,GEN ÿÊ—
W * ADJ ADJ,SIM,INDF „ ›«Ê Ì
W * P P,GEN  Õ 
W * N N,SING,COM œ—„«‰
W * N N,SING,COM ﬁ—«—
W * V V,SUB,POS,6 êÌ—‰œ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,PL,COM,GEN ⁄·«Ì„
W * ADJ ADJ,SIM ÃœÌœ
W * ADJ ADJ,SIM „— »ÿ
W * P P »«
W * N N,SING,COM „Ìê—‰
W * ADV ADV,GENR,TIME ﬁ»·«
W * N N,SING,COM ‘—Õ
W * ADJ ADJ,INO œ«œÂ
W * V V,PA,NAR,NEG,6 ‰‘œÂ «‰œ
W * CON CON Ê
W * V V,AUX,NIN,POS »«Ìœ
W * N N,SING,COM  ‘ŒÌ’
W * ADJ ADJ,INO œ«œÂ
W * V V,SUB,POS,6 ‘Ê‰œ
W * DELM DELM .
W * P P »—
W * N N,SING,COM,GEN «”«”
W * DET DET «Ì‰
W * N N,SING,COM ê“«—‘
W * DELM DELM °
W * N N,PL,COM ÅéÊÂ‘ê—«‰
W * V V,PA,SIM,POS,3 œ—Ì«› ‰œ
W * N N,SING,COM,GEN „Êﬁ⁄
W * N N,SING,COM,GEN »—Ê“
W * N N,SING,COM „Ìê—‰
W * N N,PL,COM,GEN ⁄·«Ì„
W * N N,SING,COM œ—œ
W * P P «“
W * N N,PL,COM,GEN ⁄—Êﬁ
W * ADJ ADJ,SIM,GEN ŒÊ‰Ì
W * P P,GEN œ«Œ·
W * N N,SING,COM ”—
W * ADJ ADJ,SIM »«⁄À
W * N N,SING,COM,GEN Õ”«”Ì 
W * ADJ ADJ,SIM »Ì‘
W * P P «“
W * N N,SING,COM,GEN Õœ
W * N N,PL,COM «⁄’«»
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * N N,PL,COM,GEN ¬“„«Ì‘Â«Ì
W * ADJ ADJ,SIM «‰Ã«„ ‘œÂ
W * P P »—
W * N N,SING,COM,GEN —ÊÌ
W * N N,PL,COM ÕÌÊ«‰« 
W * N N,SING,COM,GEN »Ì«‰ê—
W * PRO PRO,DEMO,SING ¬‰
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * DET DET «Ì‰
W * N N,PL,COM,GEN ”·Ê·Â«Ì
W * ADJ ADJ,SIM,GEN ⁄’»Ì
W * ADV ADV,deg,SIM »”Ì«—
W * ADJ ADJ,SIM Õ”«”
W * ADV ADV,GENR,SIM «Õ „«·«
W * N N,SING,COM,GEN ”«Ì—
W * N N,PL,COM «⁄’«»
W * ADV ADV,GENR,SIM »Œ’Ê’
W * N N,PL,COM,GEN «⁄’«»
W * P P,GEN «ÿ—«›
W * N N,SING,COM ç‘„
W * RA RA —«
W * N N,SING,COM  Õ—Ìﬂ
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * DELM DELM .
W * N N,SING,COM,GEN ”—Å—” 
W * N N,SING,GR,GEN  Ì„
W * N N,SING,COM  ÕﬁÌﬁ
W * V V,PRS,POS,3 „Ì êÊÌœ
W * DELM DELM :
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN  ‘ŒÌ’
W * ADJ ADJ,SIM,GEN œ—” 
W * N N,SING,COM „Ìê—‰
W * V V,AUX,NIN,POS »«Ìœ
W * N N,SING,COM,GEN „Êﬁ⁄
W * N N,SING,COM,GEN »—Ê“
W * N N,SING,COM,GEN Õ„·Â
W * ADJ ADJ,SIM „Ìê—‰Ì
W * N N,SING,COM »Ì„«—
W * RA RA —«
W * N N,SING,COM „⁄«Ì‰Â
W * V V,PA,SIM,POS,3 ﬂ—œ
W * ADV ADV,GENR,NEGG ‰Â
W * N N,SING,COM,GEN “„«‰
W * ADJ ADJ,SIM œÌê—
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * ADJ ADJ,SIM «÷«›Â
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM :
W * PRO PRO,personal,PL,1 „«
W * P P «“
W * N N,PL,COM »Ì„«—«‰
W * V V,PA,SIM,POS,4 ŒÊ«” Ì„
W * N N,SING,COM,GEN „Êﬁ⁄
W * N N,SING,COM,GEN Õ„·Â
W * N N,SING,COM „Ìê—‰
W * PRO PRO,personal,PL,1 „«
W * RA RA —«
