Sub * SUBJ SUBJ !«œ»Ì« !
W * ADJ ADJ,SIM „ Œ·’
W * P P »Â
W * N N,SING,PR,GEN Ê«—œ
W * N N,SING,PR ÿÂ—«‰Ì
W * P P »Â
W * N N,SING,COM ‰Ÿ—
W * V V,PA,SIM,POS,3 —”Ìœ
W * DELM DELM °
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM ﬂ «»
W * QUA QUA »⁄÷Ì
W * N N,PL,COM,GEN «ÕÊ«·
W * N N,SING,PR „Ì—“«
W * ADJ ADJ,SIM,GEN ”Ê«Ì
W * V V,PRE,PROC,3 ¬‰” 
W * CON CON ﬂÂ
W * P P œ—
W * N N,PL,COM  –ﬂ—Â Â«
W * P P »Â
W * N N,SING,COM ‰Ÿ—
W * V V,PA,NAR,POS,3 —”ÌœÂ
W * CON CON Ê
W * N N,SING,COM,GEN  √·Ì›
W * N N,SING,SURN ‘«Â
W * N N,SING,PR Ê«—œ
W * CON CON ‰Ì“
W * ADJ ADJ,SIM „‘ÂÊ—
W * V V,PRE,SIM «” 
W * DELM DELM °
W * CON CON ·Â–«
W * P P »Â
W * N N,SING,COM Œ«ÿ—
W * V V,PA,SIM,POS,3 —”Ìœ
W * CON CON ﬂÂ
W * N N,SING,PR „Ì—“«
W * N N,SING,COM,GEN ’«Õ»
W * N N,SING,COM,GEN ﬂ„«·
W * ADJ ADJ,SIM ⁄„œÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * N N,SING,COM,GEN  —Ã„ÂÒ
W * PRO PRO,personal,SING,3 «Ê
W * RA RA —«
W * P P »Â
W * N N,PL,COM,GEN «ÕÊ«·
W * ADJ ADJ,SIM “«Ìœ
W * CON CON ﬂÂ
W * N N,SING,SURN ‘«Â
W * N N,SING,PR Ê«—œ
W * V V,PA,NAR,POS,3 ¬Ê—œÂ
W * V V,AUX,NIN,POS »«Ìœ
W * V V,PA,SIM,POS,3 ‰Ê‘ 
W * CON CON  «
W * P P »—
W * N N,SING,COM,GEN ’›ÕÂÒ
W * N N,SING,COM —Ê“ê«—
W * N N,SING,COM »«ﬁÌ
W * V V,SUB,POS,3 „«‰œ
W * DELM DELM .
W * N N,SING,NUM 1
W * DELM DELM -
W * P P,GEN œ—»«—ÂÒ
W * N N,SING,PR ¬œ„
W * P P «“
W * N N,SING,COM,GEN ﬁÊ·
W * N N,SING,PR ‘›Ìﬁ
W * ADJ ADJ,INO ‰Ê‘ Â
W * V V,PRE,SIM «” 
W * DELM DELM :
W * N N,SING,COM,GEN ﬂ‰Ì 
W * DET DET ¬‰
W * N N,SING,SURN Ã‰«»
W * N N,SING,PR «»Ê„Õ„œ
W * CON CON Ê
W * N N,SING,PR «»Ê«·»‘—
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,SING,COM,GEN ·ﬁ»
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,PR ’›Ì «··Â
W * DELM DELM °
W * CON CON çÊ‰
W * P P «“
W * N N,PL,COM,GEN Ê«—œ«‰
W * N N,SING,LOC,PR,GEN Â‰œÊ” «‰
W * ADJ ADJ,SIM Ã‰  ‰‘«‰
W * DELM DELM °
W * ADV ADV,GENR,ORD «Ê·
W * N N,SING,COM Ã‰«»⁄«·Ì
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,SING,COM,GEN “»«‰
W * ADJ ADJ,SIM „»«—ﬂ
W * RA RA —«
W * P P »Â
W * N N,SING,NFL,GEN ê› ‰
W * N N,SING,COM ‘⁄—
W * CON CON Â„
W * ADJ ADJ,SIM ¬‘‰«
W * V V,PA,NAR,POS,3 ”«Œ Â
W * DELM DELM .
W * CON CON »Â Â—Õ«·
W * P P œ—
W * N N,SING,COM,GEN »«»
W * N N,SING,PR ¬œ„
W * DELM DELM °
W * ADJ ADJ,SIM „»‰Ì
W * P P »—
W * PRO PRO,DEMO,SING «Ì‰
W * CON CON ﬂÂ
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,COM ‘«⁄—
W * V V,PA,SIM,POS,3 »Êœ
W * N N,SING,COM,GEN œ·Ì·
W * ADJ ADJ,SIM »ÌÂÊœÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * ADV ADV,GENR,SIM Õ Ì
W * V V,PA,SIM,NEG,3 ‰‰Ê‘ Â
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ‘«⁄—
W * DET DET,I ﬂœ«„
W * N N,SING,COM “»«‰
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM °
W * CON CON ê—çÂ
W * ADJ ADJ,SIM „”·„
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * PRO PRO,personal,SING,3 «Ê
W * ADV ADV,GENR,NEGG Â—ê“
W * N N,SING,COM,GEN ‘«⁄—
W * ADJ ADJ,SIM ›«—”Ì “»«‰
W * V V,PA,SIM,NEG,3 ‰»Êœ
W * DELM DELM °
W * CON CON Ê
W * ADV ADV,I çÿÊ—
W * P P »Â
W * N N,SING,COM,GEN “»«‰
W * ADJ ADJ,SIM ›«—”Ì
W * N N,SING,COM ‘⁄—
W * V V,PA,PRG,POS,3 „Ì ê› 
W * DELM DELM °
W * CON CON çÊ‰
W * N N,SING,COM ›«—”Ì
W * N N,SING,TIME »⁄œ
W * P P «“
W * N N,SING,COM,GEN „œ 
W * ADJ ADJ,SIM,INDF œ—«“Ì
W * P P »Â
W * N N,SING,COM ÊÃÊœ
W * V V,PA,SIM,POS,3 ¬„œ
W * DELM DELM .
W * N N,SING,PR,GEN ê·çÌ‰
W * N N,PL,COM „⁄«‰Ì
W * P P «“
W * N N,SING,COM,GEN ‘«„
W * N N,PL,COM €—Ì»«‰
W * N N,SING,COM «” ›«œÂ
W * ADJ ADJ,INO ﬂ—œÂ
W * CON CON Ê
W * P P »—
W * PRO PRO,DEMO,SING ¬‰
W * ADJ ADJ,INO «›“ÊœÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN ‘«„
W * N N,PL,COM €—Ì»«‰
W * N N,SING,COM,GEN  –ﬂ—ÂÒ
W * N N,SING,NUM 774
W * N N,SING,COM ‘«⁄—
W * V V,PRE,SIM «” 
W * CON CON œ—Õ«·Ì ﬂÂ
W * N N,SING,COM,GEN ﬂ«—Ê«‰
W * N N,SING,LOC,PR Â‰œ
W * N N,SING,COM,GEN  –ﬂ—ÂÒ
W * N N,SING,NUM 147
W * N N,SING,COM ‘«⁄—
W * V V,PRS,POS,3 „Ì »«‘œ
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN ‘«„
W * N N,PL,COM €—Ì»«‰
W * ADV ADV,GENR,SIM „⁄„Ê·«
W * N N,SING,COM,INDF «‘«—Â «Ì
W * P P »Â
W * N N,PL,COM „‰«»⁄
W * V V,PA,NAR,NEG,3 ‰ê—œÌœÂ
W * DELM DELM °
W * CON CON «„«
W * P P œ—
W * N N,SING,COM,GEN ﬂ«—Ê«‰
W * N N,SING,LOC,PR Â‰œ
W * N N,PL,COM „‰«»⁄
W * ADJ ADJ,SIM „ÊÃÊœ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P,DET »œÌ‰
W * N N,SING,COM  — Ì»
W * N N,PL,COM,GEN „ÿ«·»
W * N N,SING,COM ﬂ«—Ê«‰
W * ADJ ADJ,SIM „⁄ »—
W * N N,SING,COM ﬁ—«—
W * ADJ ADJ,INO ê—› Â
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN ‘«„
W * N N,PL,COM €—Ì»«‰
W * N N,PL,COM,GEN «»Ì« 
W * N N,PL,COM ‘⁄—«
W * P P »Â
W * N N,SING,COM «Œ ’«—
W * ADJ ADJ,INO ¬„œÂ
W * DELM DELM °
W * CON CON œ—’Ê— Ì ﬂÂ
W * P P œ—
W * N N,SING,COM ﬂ«—Ê«‰
W * N N,SING,COM €Ì—
W * P P «“
W * N N,PL,COM «»Ì« 
W * DELM DELM °
W * N N,SING,COM «” ‘Â«œ
W * P P »Â
W * N N,PL,COM,GEN «‘⁄«—
W * N N,PL,COM,GEN ‘⁄—«Ì
W * N N,SING,COM,GEN ’«Õ»
W * N N,SING,COM œÌÊ«‰
W * ADJ ADJ,INO ê—œÌœÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P «“
W * DET DET «Ì‰
W * N N,SING,COM ·Õ«Ÿ
W * CON CON ‰Ì“
W * N N,SING,COM ﬂ«—Ê«‰
W * P P »—
W * N N,SING,COM,GEN ‘«„
W * N N,PL,COM €—Ì»«‰
W * N N,SING,COM  ›Êﬁ
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
W * CON CON «„«
W * P P «“
W * N N,SING,COM,GEN ‰Ÿ—
W * ADJ ADJ,SIM “„«‰Ì
W * DELM DELM °
W * N N,SING,COM,GEN ‘«„
W * N N,PL,COM €—Ì»«‰
W * P P »—
W * N N,SING,COM ﬂ«—Ê«‰
W * ADJ ADJ,SIM,GEN œ«—«Ì
W * N N,SING,COM «—ÃÕÌ 
W * V V,PRE,SIM «” 
W * AR AR «·«›÷·
W * AR AR ··„ ﬁœ„
W * DELM DELM .
W * N N,SING,NUM 2
W * DELM DELM -
W * CON CON ç‰«‰ﬂÂ
W * ADV ADV,GENR,TIME ﬁ»·«
W * N N,SING,COM –ﬂ—
W * V V,PA,SIM,POS,3 ‘œ
W * P P œ—
W * N N,SING,COM ﬂ«—Ê«‰
W * ADV ADV,GENR,SIM  ﬁ—Ì»«
W * P P œ—
W * N N,SING,COM,GEN »«»
W * QUA QUA Â—
W * N N,SING,COM ‘«⁄—
W * P P «“
W * N N,PL,COM „‰«»⁄
W * N N,SING,COM «” ›«œÂ
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * CON CON »‰«»—«Ì‰
W * QUA QUA ÂÌç
W * N N,SING,COM,GEN  –ﬂ—ÂÒ
W * ADJ ADJ,SIM ›«—”Ì
W * ADJ ADJ,SIM,GEN Â„Å«ÌÂÒ
W * PRO PRO,DEMO,SING ¬‰
W * V V,PRS,NEG,3 ‰Ì” 
W * CON CON Ê
W * DET DET «Ì‰
W * N N,SING,COM ﬂ «»
W * P P œ—
W * N N,SING,COM,GEN  «—ÌŒ
W * N N,SING,COM  –ﬂ—Â ‰ÊÌ”Ì
W * ADJ ADJ,SIM,GEN Õ«Ì“
W * N N,SING,COM,GEN „ﬁ«„
W * ADJ ADJ,SIM,INDF ÊÌéÂ «Ì
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,NUM 3
W * DELM DELM -
W * P P,GEN »—«Ì
W * N N,SING,COM ÅéÊÂ‘
W * P P œ—
W * N N,SING,COM,GEN “„Ì‰ÂÒ
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ‘«⁄—
W * ADJ ADJ,SIM ›«—”Ì “»«‰
W * DELM DELM °
W * N N,PL,COM,GEN „‰«»⁄
W * ADJ ADJ,SIM,INDF ›—«Ê«‰Ì
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM  –ﬂ—Â
W * ADJ ADJ,SIM „ÊÃÊœ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * CON CON Ì⁄‰Ì
W * N N,SING,TIME »⁄œ
W * P P «“
W * N N,SING,COM,GEN  ÊÃÂ
W * ADJ ADJ,SIM „⁄„Ê·Ì
W * V V,AUX,NIN,POS „Ì  Ê«‰
W * P P,GEN œ—»«—ÂÒ
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN „ﬁ«·ÂÒ
W * ADJ ADJ,SIM  ÕﬁÌﬁÌ
W * N N,SING,COM  ÂÌÂ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,SING,NUM 4
W * DELM DELM -
W * CON CON Â—ç‰œ
W * P P «“
W * QUA QUA »⁄÷Ì
W * N N,PL,COM,GEN  –ﬂ—Â Â«Ì
W * ADJ ADJ,SIM,GEN „Â„
W * ADJ ADJ,SIM ›«—”Ì
W * CON CON ﬂÂ
W * P P  «
W * ADV ADV,GENR,TIME ﬂ‰Ê‰
W * N N,SING,COM ç«Å
W * V V,PA,NAR,NEG,6 ‰‘œÂ «‰œ
W * ADV ADV,GENR,SIM »Â ‰œ— 
W * N N,SING,COM «” ›«œÂ
W * ADJ ADJ,INO ê—œÌœÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * CON CON ·ﬂ‰
W * P P »«
W * N N,SING,COM  ÊÃÂ
W * P P »Â
W * PRO PRO,DEMO,SING «Ì‰
W * CON CON ﬂÂ
W * N N,SING,NUM œÊ
W * N N,SING,COM  –ﬂ—Â
W * P P »«
W * N N,SING,COM,GEN «—“‘
W * N N,SING,TIME,GEN ﬁ—‰
W * ADJ ADJ,ORD œÂ„
W * CON CON Ê
W * ADJ ADJ,ORD Ì«“œÂ„
W * CON CON Ì⁄‰Ì
W * N N,SING,PR Œ·«’…«·«‘⁄«—
W * N N,SING,COM,GEN  √·Ì›
W * N N,SING,PR,GEN  ﬁÌ
W * N N,SING,PR ﬂ«‘Ì
W * CON CON Ê
W * N N,SING,PR ⁄—›«  «·⁄«‘ﬁÌ‰
W * N N,SING,COM,GEN  √·Ì›
W * N N,SING,PR «ÊÕœÌ
W * ADJ ADJ,SIM,GEN œ«—«Ì
W * N N,SING,COM,GEN «Â„Ì 
W * ADJ ADJ,SIM,INDF “Ì«œÌ
W * V V,PRS,POS,6 „Ì »«‘‰œ
W * DELM DELM °
W * N N,SING,PR,GEN «Õ„œ
W * N N,SING,PR ê·çÌ‰
W * P P «“
W * N N,PL,COM,GEN ‰”ŒÂ Â«Ì
W * ADJ ADJ,SIM,GEN ŒÿÌ
W * DET DET «Ì‰
W * N N,PL,COM  –ﬂ—Â Â«
W * N N,SING,COM,GEN «” ›«œÂÒ
W * ADJ ADJ,SIM “Ì«œ
W * ADJ ADJ,INO ﬂ—œÂ
W * CON CON Ê
W * P P »«
W * N N,SING,COM,GEN ﬂ„«·
W * N N,SING,COM «ÿ„Ì‰«‰
W * V V,AUX,NIN,POS „Ì  Ê«‰
W * V V,PA,SIM,POS,3 ê› 
W * QUA QUA ÂÌç
W * N N,SING,COM,GEN ﬂ «»
W * ADJ ADJ,SIM,INDF œÌê—Ì
W * N N,SING,COM €Ì—
W * P P «“
W * N N,SING,COM,GEN ﬂ«—Ê«‰
W * N N,SING,LOC,PR Â‰œ
W * SPEC SPEC ç‰Ì‰
W * N N,PL,COM,INDF „‰«»⁄Ì
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN «À—
W * PRO PRO,R,XOD ŒÊœ
W * P P »Â
W * N N,SING,COM ﬂ«—
W * V V,PA,NAR,NEG,3 ‰»—œÂ
W * CON CON Ê
W * P P »Â
W * N N,SING,COM,GEN ⁄»«— 
W * ADJ ADJ,SIM œÌê—
W * QUA QUA ÂÌç
W * N N,SING,COM,INDF œ«‰‘ ÅéÊÂ‘Ì
W * V V,PA,NAR,POS,3 ‰ Ê«‰” Â
W * V V,PRE,SIM «” 
W * P P «“
W * DET DET «Ì‰
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN  –ﬂ—ÂÒ
W * ADJ ADJ,SIM „–ﬂÊ—
W * N N,SING,COM «” ›«œÂ
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM .
W * N N,SING,COM,GEN ‰ê«—‰œÂÒ
W * DET DET «Ì‰
W * N N,PL,COM ”ÿÊ—
W * P P œ—
W * N N,SING,COM,GEN œÊ—«‰
W * N N,SING,COM,GEN «ﬁ«„ 
W * PRO PRO,R,XOD ŒÊœ
W * P P œ—
W * N N,SING,LOC,PR ·ﬂÂ‰Ê
W * DELM DELM °
W * N N,SING,NUM ç‰œÌ‰
W * N N,SING,COM,GEN ‰”ŒÂÒ
W * ADJ ADJ,SIM ŒÿÌ
W * P P «“
W * N N,SING,PR Œ·«’…«·«‘⁄«—
W * P P,GEN »—«Ì
W * N N,PL,LOC,GEN ﬂ «»Œ«‰Â Â«Ì
W * ADV ADV,GENR,LOC ¬‰Ã«
W * P P «“
W * N N,PL,LOC,GEN ﬂ «»Œ«‰Â Â«Ì
W * N N,SING,LOC,PR «—ÊÅ«
W * RA RA —«
W * P P »Â
W * N N,SING,COM œ” 
W * V V,PA,NAR,POS,3 ¬Ê—œÂ
W * CON CON Ê
W * P P —«Ã⁄ »Â
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,NUM ç‰œÌ‰
W * N N,SING,COM „ﬁ«·Â
W * ADJ ADJ,INO ‰Ê‘ Â
W * V V,PRE,SIM «” 
W * CON CON «„«
W * V V,PA,SIM,NEG,3 ‰ Ê«‰” 
W * P P «“
W * N N,PL,COM,GEN „‰œ—Ã« 
W * ADJ ADJ,SIM,GEN ﬂ«„·
W * DET DET ¬‰
W * N N,SING,COM  –ﬂ—Â
W * N N,SING,COM »Â—Â
W * V V,SUB,POS,3 êÌ—œ
W * DELM DELM .
W * CON CON Â„ç‰Ì‰
W * P P œ—
W * N N,SING,COM,GEN »«»
W * N N,SING,PR ⁄—›«  «·⁄«‘ﬁÌ‰
W * N N,PL,COM,GEN „ﬁ«·« 
W * ADJ ADJ,SIM,INDF Ãœ«ê«‰Â «Ì
W * P P »Â
W * N N,SING,COM ç«Å
W * V V,PA,NAR,POS,3 —”«‰œÂ
W * CON CON Ê·Ì
W * N N,SING,COM,GEN «„ Ì«“
W * N N,SING,COM,GEN «” ›«œÂÒ
W * ADJ ADJ,SIM ﬂ«„·
W * P P «“
W * N N,PL,COM,GEN „‰œ—Ã« 
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM,GEN ‰’Ì»
W * N N,SING,PR,GEN ê·çÌ‰
W * N N,PL,COM „⁄«‰Ì
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * V V,PRS,POS,4 „Ì œ«‰Ì„
W * QUA QUA ÂÌç
W * N N,SING,COM,INDF „ƒ·›Ì
W * P P »Â
W * N N,SING,COM,GEN ÿÊ—
W * ADJ ADJ,SIM „⁄„Ê·
W * P P œ—
W * N N,SING,COM,GEN «À—
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM «” ›«œÂ
W * P P «“
W * N N,PL,COM  –ﬂ—Â Â«
W * DELM DELM °
W * N N,PL,COM  «—ÌŒÂ«
W * DELM DELM °
W * N N,SING,COM œÊ«ÊÌ‰
W * CON CON Ê
W * N N,PL,COM,GEN ﬂ·Ì« 
W * N N,PL,COM ‘⁄—«
W * DELM DELM °
W * N N,PL,COM,GEN ¬À«—
W * ADJ ADJ,SIM „‰ŸÊ„
W * CON CON Ê
W * ADJ ADJ,SIM „‰ÀÊ—
W * P P,AFF,3 »—«Ì‘
W * ADV ADV,GENR,SIM Ìﬂ Ã«
W * ADJ ADJ,SIM „ﬁœÊ—
W * V V,PRS,NEG,3 ‰Ì” 
W * CON CON Ê
W * P P,GEN »—«Ì
W * N N,SING,COM ‰‘«‰
W * N N,SING,NFL,GEN œ«œ‰
W * N N,SING,COM,GEN «Â„Ì 
W * N N,SING,COM,GEN ﬂ«—Ê«‰
W * N N,SING,LOC,PR Â‰œ
W * N N,SING,COM,GEN ›Â—” 
W * N N,PL,COM,GEN „‰«»⁄
W * ADJ ADJ,SIM,GEN „Â„
W * N N,SING,PR,GEN «Õ„œ
W * N N,SING,PR,GEN ê·çÌ‰
W * P P œ—
W * N N,SING,COM “Ì—
W * P P,GEN »—«Ì
W * N N,PL,COM,GEN ŒÊ«‰‰œê«‰
W * ADJ ADJ,SIM,GEN „Õ —„
W * N N,SING,COM ⁄ﬁ·
W * N N,SING,COM ‰ﬁ·
W * V V,PRS,POS,3 „Ì ê—œœ
W * DELM DELM .
W * CON CON ÷„‰ «Ì‰ﬂÂ
W * N N,SING,PR ⁄—›« 
W * RA RA —«
W * ADV ADV,GENR,CMPR »Ì‘ —
W * ADV ADV,GENR,SIM  ﬁ—Ì»«
W * N N,SING,NUM 320
W * N N,SING,COM »«—
W * P P »Â
W * N N,SING,COM ﬂ«—
W * ADJ ADJ,INO »—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * V V,PRE,ADJC,3 ÅÌœ«” 
W * QUA QUA ÂÌç
W * N N,SING,COM,GEN „ƒ·›
W * ADJ ADJ,SIM,INDF œÌê—Ì
W * ADV ADV,GENR,TIME  «ﬂ‰Ê‰
W * V V,PA,NAR,POS,3 ‰ Ê«‰” Â
W * V V,PRE,SIM «” 
W * ADV ADV,GENR,EXM,GEN „À·
W * N N,SING,PR,GEN «Õ„œ
W * N N,SING,PR ê·çÌ‰
W * P P œ—
W * N N,SING,COM,GEN ‘«Âﬂ«—
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM,GEN ﬂ«—Ê«‰
W * N N,SING,LOC,PR Â‰œ
W * P P »Â
W * SPEC SPEC ç‰Ì‰
W * N N,PL,COM,INDF „‰«»⁄Ì
W * N N,SING,COM œ” 
W * V V,SUB,POS,3 Ì«»œ
W * CON CON Ê
W * ADJ ADJ,SIM ê› ‰Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM „ƒ·›
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ›Â—” 
W * ADJ ADJ,SIM ŒÊ»
W * CON CON ‰Ì“
W * P P «“
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,SING,COM  ÂÌÂ
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P »«
W * N N,SING,COM  ÊÃÂ
W * P P »Â
W * N N,PL,COM,GEN „ÿ«·»
W * ADJ ADJ,SIM ê–‘ Â
W * QUA QUA ÂÌç
W * N N,SING,COM „Õﬁﬁ
W * CON CON Ì«
W * N N,SING,COM,GEN „Ê—Œ
W * ADJ ADJ,SIM Â‰œÌ
W * CON CON Ì«
W * ADJ ADJ,SIM «Ì—«‰Ì
W * V V,PA,NAR,POS,3 ‰ Ê«‰” Â
W * V V,PRE,SIM «” 
W * P P «“
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN  –ﬂ—ÂÒ
W * ADJ ADJ,SIM „Â„
W * CON CON Ì⁄‰Ì
W * N N,SING,PR,GEN Œ·«’…«·«‘⁄«—
W * N N,SING,PR,GEN  ﬁÌ
W * N N,SING,COM ﬂ«‘Ì
W * CON CON Ê
W * N N,SING,PR ⁄—›«  «·⁄«‘ﬁÌ‰
W * N N,SING,COM «” ›«œÂ
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM .
W * CON CON çÊ‰
W * DET DET «Ì‰
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN  –ﬂ—Â
W * ADV ADV,GENR,TIME  «ﬂ‰Ê‰
W * P P »Â
W * N N,SING,COM ç«Å
W * V V,PA,NAR,NEG,6 ‰—”ÌœÂ
W * CON CON Ê
W * N N,PL,COM,GEN ‰”ŒÂ Â«Ì
W * ADJ ADJ,SIM,GEN ŒÿÌ
W * PRO PRO,DEMO,PL ¬‰Â«
W * CON CON ‰Ì“
W * ADJ ADJ,SIM ﬂ„Ì«»
W * V V,PRS,POS,6 „Ì »«‘‰œ
W * DELM DELM .
W * CON CON Â„ç‰Ì‰
W * CON CON ¬‰ÿÊ—ﬂÂ
W * V V,AUX,NIN,POS „Ì »«Ì” 
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM,GEN „ÿ«·⁄ÂÒ
W * N N,PL,COM ⁄·„«
W * CON CON Ê
W * N N,PL,COM ›÷· «
W * N N,SING,COM €Ì—
W * P P «“
W * N N,SING,PR,GEN «Õ„œ
W * N N,SING,PR ê·çÌ‰
W * N N,SING,COM ﬁ—«—
W * V V,PA,NAR,NEG,6 ‰ê—› Â «‰œ
W * DELM DELM .
W * N N,SING,SURN Å—›”Ê—
W * N N,SING,PR,GEN „Õ„œ
W * N N,SING,PR ‘›Ì⁄
W * P P œ—
W * N N,SING,COM,GEN  √·Ì›
W * N N,SING,COM,GEN  –ﬂ—ÂÒ
W * N N,SING,LOC „ÌŒ«‰Â
W * CON CON Â—ç‰œ
W * P P «“
W * N N,PL,COM,GEN „‰«»⁄
W * ADJ ADJ,SIM,INDF «—“‘„‰œÌ
W * N N,SING,COM «” ›«œÂ
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * CON CON «„«
W * PRO PRO,personal,SING,3 ÊÌ
W * CON CON ‰Ì“
W * P P »Â
W * DET DET «Ì‰
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN  –ﬂ—ÂÒ
W * ADJ ADJ,SIM „Â„
W * N N,SING,COM œ” —”Ì
W * V V,PA,SIM,NEG,3 ‰œ«‘ 
W * DELM DELM .
W * CON CON Â„ç‰Ì‰
W * N N,PL,COM,GEN „ƒ·›«‰
W * ADJ ADJ,SIM œÌê—
W * CON CON ‰Ì“
W * P P «“
W * N N,SING,COM œÊ«ÊÌ‰
W * CON CON Ê
W * N N,PL,COM,GEN ﬂ·Ì« 
W * N N,PL,COM ‘⁄—«
W * P P »Â
W * N N,SING,COM,GEN «‰œ«“ÂÒ
W * N N,SING,PR,GEN «Õ„œ
W * N N,SING,PR ê·çÌ‰
W * ADV ADV,GENR,SIM œﬁÌﬁ«
W * N N,SING,COM „ÿ«·⁄Â
W * V V,PA,NAR,NEG,6 ‰ﬂ—œÂ «‰œ
W * DELM DELM .
W * P P «“
W * DET DET «Ì‰
W * N N,SING,COM ·Õ«Ÿ
W * CON CON ‰Ì“
W * QUA QUA,GEN  „«„
W * N N,SING,COM,GEN ÃÂ«‰
W * N N,SING,COM «œ»
W * N N,SING,COM,GEN —ÂÌ‰
W * N N,SING,COM,GEN „‰ 
W * V V,PRE,PROC,3 «Ê” 
W * DELM DELM .
W * N N,SING,PR,GEN «Õ„œ
W * N N,SING,PR ê·çÌ‰
W * N N,SING,COM,INDF ﬂ”Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN »«»
W * QUA QUA Â—
W * N N,SING,COM ‘«⁄—
W * N N,PL,COM,GEN «ÿ·«⁄« 
W * ADJ ADJ,SIM Ê«›—
W * N N,SING,COM ›—«Â„
W * V V,PA,NAR,POS,3 ”«Œ Â
W * P P  «
W * N N,SING,COM,INDF Ã«ÌÌ
W * CON CON ﬂÂ
W * N N,SING,COM ‰Ì«“
W * P P »Â
W * QUA QUA ÂÌç
W * SPEC SPEC êÊ‰Â
W * N N,PL,COM «÷«›« 
W * V V,PRS,NEG,3 ‰Ì” 
W * CON CON Ê
W * N N,SING,COM,GEN ﬂ«—Ê«‰
W * N N,SING,LOC,PR Â‰œ
W * P P,GEN »—«Ì
W * N N,SING,COM ¬ ÌÂ
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN „‰»⁄
W * ADJ ADJ,SIM „⁄ »—
W * ADJ ADJ,SIM „Õ”Ê»
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM °
W * CON CON ç‰«‰ﬂÂ
W * P P —«Ã⁄ »Â
W * QUA QUA Â—
W * N N,SING,COM,GEN ‘«⁄—
W * ADJ ADJ,SIM „–ﬂÊ—
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM ﬂ «»
W * DELM DELM °
W * V V,AUX,NIN,POS „Ì  Ê«‰
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN —”«·ÂÒ
W * ADJ ADJ,SIM ÅéÊÂ‘Ì
W * N N,SING,COM  ÂÌÂ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
