Sub * SUBJ SUBJ !Å“‘ﬂÌ!
W * ADJ ADJ,CMPR »Ì‘ —
W * P P «“
W * N N,PL,COM œŒ —«‰
W * N N,SING,COM ⁄·«ﬁÂ
W * N N,SING,COM ‰‘«‰
W * V V,PRS,POS,6 „Ì œÂ‰œ
W * DELM DELM .
W * N N,SING,COM,GEN Å—Œ«‘ê—Ì
W * ADJ ADJ,SIM Ã”„Ì
W * CON CON Ê
W * ADJ ADJ,SIM ÷œ«Ã „«⁄Ì
W * DELM DELM °
W * P P «“
W * N N,SING,COM,GEN ﬁ»Ì·
W * N N,SING,COM ‰“«⁄
W * CON CON Ê
W * N N,SING,COM ﬂ ﬂ ﬂ«—Ì
W * CON CON Ê
W * N N,SING,COM,GEN —› «—
W * ADJ ADJ,SIM „‰›Ì ê—«Ì«‰Â
W * CON CON Ì⁄‰Ì
W * N N,SING,COM,GEN Ã·»
W * N N,SING,COM  ÊÃÂ
W * P P »Â
W * N N,SING,COM,GEN —Ê‘
W * ADJ ADJ,SIM „‰›Ì
W * P P œ—
W * N N,SING,COM,GEN »Ì‰
W * N N,PL,COM Å”—«‰
W * ADJ ADJ,CMPR —«ÌÃ  —
W * P P «“
W * N N,PL,COM œŒ —«‰
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P »Â
W * N N,SING,COM ‰Ÿ—
W * V V,PRS,POS,3 „Ì —”œ
W * CON CON ﬂÂ
W * DET DET «Ì‰
W * N N,PL,COM Ì«› Â Â«
W * P P œ—
W * QUA QUA »”Ì«—Ì
W * P P «“
W * N N,PL,COM ›—Â‰êÂ«
W * N N,SING,COM ’œﬁ
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * CON CON Ê
W * ADJ ADJ,SIM,GEN „Œ ’
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM ›—Â‰ê
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM .
W * P P œ—
W * N N,SING,COM »“—ê”«·Ì
W * N N,PL,COM „—œ«‰
W * P P »Â
W * N N,SING,COM,GEN „Ì“«‰
W * ADJ ADJ,SIM,INDF ﬁ«»·  ÊÃÂÌ
W * ADV ADV,deg,CMPR »Ì‘ —
W * P P «“
W * N N,PL,COM “‰«‰
W * ADJ ADJ,SIM,GEN „— ﬂ»
W * N N,SING,COM Ã‰«Ì 
W * V V,PRS,POS,6 „Ì ‘Ê‰œ
W * DELM DELM .
W * CON CON «„«
W * DET DET «Ì‰
W * N N,SING,COM «„—
W * ADJ ADJ,CMPR »Ì‘ —
W * P P »Â
W * N N,SING,COM „Êﬁ⁄Ì 
W * N N,SING,COM »” êÌ
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
W * P P œ—
W * N N,PL,COM,GEN Ã—«∆„
W * ADJ ADJ,SIM Œ‘Ê‰  ¬„Ì“
W * N N,SING,COM ‰”» 
W * P P »Â
W * N N,PL,COM ﬂÊœﬂ«‰
W * CON CON Ê
W * N N,SING,GR Œ«‰Ê«œÂ
W * P P «“
W * N N,SING,COM,GEN ﬁ»Ì·
W * N N,SING,COM ﬂ ﬂ
W * N N,SING,NFL “œ‰
W * N N,PL,COM ﬂÊœﬂ«‰
W * DELM DELM °
W * N N,PL,COM “‰«‰
W * CON CON Ê
W * N N,PL,COM ‘ÊÂ—«‰
W * ADV ADV,deg,SIM  ﬁ—Ì»«
W * N N,SING,COM,INDF ¬„«—Ì
W * ADJ ADJ,SIM »—«»—
W * V V,PRS,POS,6 œ«—‰œ
W * DELM DELM .
W * N N,PL,COM,GEN ŒÊœÅ‰œ«—Â Â«Ì
W * N N,PL,COM «›—«œ
W * P P «“
W * N N,SING,COM Å—Œ«‘ê—Ì
W * CON CON ‰Ì“
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,PL,COM,GEN ⁄Ê«„·
W * N N,SING,COM,GEN  ›«Ê 
W * N N,PL,COM “‰«‰
W * CON CON Ê
W * N N,PL,COM „—œ«‰
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR ‰ÌﬂÊ·”Ê‰
W * P P œ—
W * N N,SING,COM  ÕﬁÌﬁ
W * P P œ—
W * N N,SING,NUM 1979
W * N N,SING,COM »Ì«‰
W * ADJ ADJ,INO ﬂ—œÂ
W * CON CON ﬂÂ
W * CON CON Êﬁ Ì
W * P P «“
W * N N,SING,GR „—œ„
W * ADJ ADJ,INO ŒÊ«” Â
W * V V,PA,SIM,POS,3 ‘œ
W * CON CON ﬂÂ
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P «“
W * N N,SING,COM,GEN ‰Ÿ—
W * N N,SING,COM Å—Œ«‘ê—Ì
W * N N,SING,COM — »Â »‰œÌ
W * V V,SUB,POS,6 ﬂ‰‰œ
W * DELM DELM °
W * N N,PL,COM Å”—«‰
W * P P «“
W * N N,SING,NUM 15
W * MORP MORP,MN,SING ”«·êÌ
W * ADV ADV,GENR,SIM „” ﬁÌ„«
W * CON CON Ê
W * P P »Â
W * N N,SING,COM Ê÷ÊÕ
W * DELM DELM °
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * ADJ ADJ,CMPR Å—Œ«‘ê— —
W * P P «“
W * N N,PL,COM œŒ —«‰
W * V V,PA,PRG,POS,6 „Ì œ«‰” ‰œ
W * DELM DELM .
W * P P œ—
W * N N,PL,COM ÕÌÊ«‰« 
W * CON CON ‰Ì“
W * N N,SING,COM,GEN —› «—
W * ADJ ADJ,SIM Å—Œ«‘ ÃÊÌ«‰Â
W * P P œ—
W * N N,SING,COM,GEN Ã‰”
W * ADJ ADJ,SIM „–ﬂ—
W * ADJ ADJ,SIM »Ì‘
W * P P «“
W * N N,SING,COM „Ê‰À
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,PL,COM ‘«„Å«‰“Â Â«
W * CON CON Ê
W * N N,PL,COM „Ì„Ê‰Â«
W * N N,PL,COM,GEN «·êÊÂ«Ì
W * ADJ ADJ,SIM,GEN —› «—Ì
W * ADJ ADJ,CMPR,INDF Å—Œ«‘ ÃÊÌ«‰Â  —Ì
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN Ã‰”
W * ADJ ADJ,SIM „–ﬂ—
W * N N,SING,COM ‰”» 
W * P P »Â
W * N N,SING,COM,GEN Ã‰”
W * ADJ ADJ,SIM „Ê‰À
W * N N,SING,COM ‰‘«‰
W * V V,PRS,POS,6 „Ì œÂ‰œ
W * CON CON Ê
W * DET DET «Ì‰
W * N N,SING,COM «„—
W * P P œ—
W * N N,PL,COM Å” «‰œ«—«‰
W * ADV ADV,deg,SIM  ﬁ—Ì»«
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN «„—
W * ADJ ADJ,SIM ﬂ·Ì
W * V V,PRE,SIM «” 
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM „”∆·Â
W * P P »Â
W * N N,SING,COM,GEN ·Õ«Ÿ
W * N N,SING,COM ﬂ—œ«—‘‰«”Ì
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM  ÊÃÂ
W * N N,SING,COM ﬁ—«—
W * ADJ ADJ,INO ê—› Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN —› «—‘‰«”
W * ADJ ADJ,SIM „‘ÂÊ—
W * N N,SING,PR ﬂ‰—«œ
W * N N,SING,PR ·Ê—‰“
W * N N,SING,COM Å—Œ«‘ê—Ì
W * P P œ—
W * N N,SING,COM «‰”«‰
W * CON CON Ê
W * N N,SING,COM ÕÌÊ«‰
W * RA RA —«
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN €—Ì“Â
W * ADJ ADJ,SIM ÿ»Ì⁄Ì
W * CON CON Ê
W * ADJ ADJ,SIM « Ê„« Ìﬂ
W * V V,PRS,POS,3 „Ì œ«‰œ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN Âœ›
W * PRO PRO,DEMO,SING ¬‰
W * ADJ ADJ,SIM,GEN „ ÊÃÂ
W * N N,SING,COM Â„‰Ê⁄
W * V V,PRE,SIM «” 
W * DELM DELM .
W * CON CON ·Ìﬂ‰
W * P P »Â
W * N N,SING,COM ‰Ÿ—
W * V V,PRS,POS,3 „Ì —”œ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN —› «—
W * ADJ ADJ,SIM Å—Œ«‘ê—«‰Â
W * ADJ ADJ,SIM »Ì‘
W * P P «“
W * PRO PRO,DEMO,SING ¬‰
W * CON CON ﬂÂ
W * ADJ ADJ,SIM €—Ì“Ì
W * V V,SUB,POS,3 »«‘œ
W * DELM DELM °
W * P P »Â
W * N N,SING,COM,GEN Ê”Ì·Â
W * N N,PL,COM,GEN „Êﬁ⁄Ì Â«Ì
W * ADJ ADJ,SIM ÊÌéÂ
W * ADJ ADJ,INO »—«‰êÌŒ Â
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,PL,COM „Êﬁ⁄Ì Â«
W * ADJ ADJ,SIM „„ﬂ‰
W * V V,PRE,SIM «” 
W * P P,GEN »—«Ì
W * N N,SING,COM Ã‰”
W * ADJ ADJ,SIM ‰—
W * CON CON Ê
W * N N,SING,COM „«œÂ
W * ADJ ADJ,SIM „ ›«Ê 
W * V V,SUB,POS,6 »«‘‰œ
W * DELM DELM .
W * P P œ—
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN  ÕﬁÌﬁ
W * ADJ ADJ,SIM ê” —œÂ
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,LOC,PR ﬂ«‰«œ«
W * P P,GEN  Ê”ÿ
W * N N,SING,PR ‰ÌﬂÊ·”Ê‰
W * P P œ—
W * N N,SING,COM,GEN “„Ì‰Â
W * N N,SING,COM,GEN ‘‰«Œ 
W * N N,PL,COM,GEN “„Ì‰Â Â«Ì
W * ADJ ADJ,SIM »—«‰êÌŒ Â
W * N N,SING,NFL,GEN ‘œ‰
W * N N,PL,COM,GEN —› «—Â«Ì
W * ADJ ADJ,SIM Å—Œ«‘ê—«‰Â
W * P P œ—
W * N N,PL,COM “‰«‰
W * CON CON Ê
W * N N,PL,COM „—œ«‰
W * N N,SING,COM ’Ê— 
W * V V,PA,SIM,POS,3 ê—› 
W * CON CON Ê
W * PRO PRO,DEMO,SING ¬‰
W * P P œ—
W * N N,SING,NUM 1979
W * ADJ ADJ,SIM „‰ ‘—
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM °
W * N N,SING,COM ‰ ÌÃÂ
W * DET DET «Ì‰
W * N N,SING,COM êÊ‰Â
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * N N,PL,COM „—œ«‰
W * P P »Â
W * N N,PL,COM,INDF „Êﬁ⁄Ì Â«ÌÌ
W * N N,SING,COM «‘«—Â
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * CON CON ﬂÂ
W * P P œ—
W * PRO PRO,DEMO,SING ¬‰
W * P P »Â
W * N N,SING,COM,GEN Ê”Ì·Â
W * N N,SING,COM,GEN ›—œ
W * ADJ ADJ,SIM,INDF œÌê—Ì
W * N N,SING,COM  Õ—Ìﬂ
W * ADJ ADJ,INO ‘œÂ
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * ADV ADV,GENR,EXM,GEN „À·
W * N N,PL,COM,GEN Ê—“‘Â«Ì
W * ADJ ADJ,SIM —ﬁ«» Ì
W * DELM DELM °
W * N N,PL,COM,GEN —Ê«»ÿ
W * P P »«
W * N N,SING,COM,GEN Ã‰”
W * ADJ ADJ,SIM „Œ«·›
W * CON CON Ì«
W * N N,PL,COM,GEN „”«∆·
W * ADJ ADJ,SIM „—»Êÿ
W * P P »Â
W * N N,SING,COM ﬂ«—
W * DELM DELM °
W * P P œ—
W * N N,SING,COM,INDF Õ«·Ì
W * CON CON ﬂÂ
W * P P œ—
W * N N,PL,COM “‰«‰
W * N N,SING,COM,GEN “„Ì‰Â
W * N N,SING,COM,GEN »—Ê“
W * N N,SING,COM Å—Œ«‘ê—Ì
W * ADJ ADJ,CMPR »Ì‘ —
W * P P œ—
W * N N,PL,COM,INDF „Êﬁ⁄Ì Â«ÌÌ
W * N N,SING,COM »Ì«‰
W * ADJ ADJ,INO ‘œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN «Õ”«”
W * N N,SING,COM »Ì ⁄œ«· Ì
W * P P »Â
W * N N,SING,COM ‘Œ’
W * N N,SING,COM œ” 
W * ADJ ADJ,INO œ«œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * ADV ADV,GENR,EXM,GEN „À·
W * CON CON Êﬁ Ì
W * CON CON ﬂÂ
W * N N,SING,COM,INDF —› «—Ì
W * ADJ ADJ,SIM €Ì—„‰’›«‰Â
W * P P »«
W * N N,SING,COM,INDF ﬂ”Ì
W * ADJ ADJ,INO ‘œÂ
W * V V,SUB,POS,3 »«‘œ
W * DELM DELM .
W * ADV ADV,GENR,SIM «·» Â
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,PL,COM,INDF «Ì—«œÂ«ÌÌ
W * CON CON ﬂÂ
W * P P »—
W * N N,SING,COM,GEN œÌœê«Â
W * ADJ ADJ,SIM —› «—‘‰«Œ Ì
W * N N,SING,COM Ê«—œ
W * V V,PRS,POS,3 „Ì ‘Êœ
W * PRO PRO,DEMO,SING «Ì‰
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,PL,COM,INDF „Êﬁ⁄Ì Â«ÌÌ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ⁄«„·
W * N N,SING,COM,GEN «ÌÃ«œ
W * N N,SING,COM,GEN —› «—
W * ADJ ADJ,SIM Å—Œ«‘ê—«‰Â
W * V V,PRS,POS,3 „Ì ‘Êœ
W * ADV ADV,deg,SIM »”Ì«—
W * ADJ ADJ,SIM ‰«œ—
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P œ—
W * N N,SING,COM ÕﬁÌﬁ 
W * PRO PRO,personal,PL,1 „«
W * ADV ADV,GENR,SIM »Â ‰œ— 
W * N N,SING,COM Å—Œ«‘ê—Ì
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN ÿÊ—
W * ADJ ADJ,SIM ¬‘ﬂ«—
W * N N,SING,COM »—Ê“
W * V V,PRS,POS,4 „Ì œÂÌ„
W * CON CON ·–«
W * N N,SING,COM,GEN «‰œ«“Â êÌ—Ì
W * PRO PRO,DEMO,SING ¬‰
W * P P œ—
W * N N,PL,COM,GEN „Êﬁ⁄Ì Â«Ì
W * ADJ ADJ,SIM ¬“„«Ì‘ê«ÂÌ
W * CON CON Ê
W * ADJ ADJ,SIM  Ã—»Ì
W * CON CON Ê
W * CON CON ‰Ì“
W * N N,SING,COM,GEN  ⁄„Ì„
W * N N,PL,COM,GEN ‰ «ÌÃ
W * PRO PRO,DEMO,SING ¬‰
W * P P,GEN œ—»«—Â
W * N N,PL,COM,GEN „”«∆·
W * N N,SING,COM,GEN “‰œêÌ
W * ADJ ADJ,SIM,GEN „⁄„Ê·
W * N N,PL,COM «›—«œ
W * ADJ ADJ,SIM œ‘Ê«—
W * V V,PRE,SIM «” 
W * CON CON Ê
W * V V,AUX,NIN,POS „Ì »«Ì” 
W * N N,SING,COM «Õ Ì«ÿ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN ÿÊ—
W * ADJ ADJ,SIM ﬂ·Ì
W * DET DET «Ì‰
W * N N,SING,COM ‰ﬂ Â
W * P P œ—
W * N N,SING,COM,GEN »Ì‰
W * N N,SING,GR „—œ„
W * ADJ ADJ,SIM Ê«÷Õ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,PL,COM “‰«‰
W * P P »Â
W * N N,SING,COM,GEN ·Õ«Ÿ
W * ADJ ADJ,SIM —ÊÕÌ
W * ADV ADV,deg,SIM »”Ì«—
W * ADJ ADJ,CMPR „·«Ì„ —
W * V V,PRS,POS,6 Â” ‰œ
W * CON CON Ê
W * N N,PL,COM,GEN «Õ”«”« 
W * ADJ ADJ,CMPR,INDF ‘œÌœ —Ì
W * P P «“
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM »—Ê“
W * V V,PRS,POS,6 „Ì œÂ‰œ
W * DELM DELM .
W * CON CON ‰Ì“
W * DET DET «Ì‰
W * N N,SING,COM ‰ﬂ Â
W * RA RA —«
W * V V,AUX,NIN,NEG ‰»«Ìœ
W * ADJ ADJ,SIM ‰«œÌœÂ
W * V V,PA,SIM,POS,3 ê—› 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ‘œ 
W * N N,SING,COM,GEN »—Ê“
W * N N,PL,COM «Õ”«”« 
W * PRO PRO,R,XOD ŒÊœ
W * V V,PRS,POS,3 „Ì  Ê«‰œ
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,PL,COM,INDF ⁄Ê«„·Ì
W * V V,SUB,POS,3 »«‘œ
W * CON CON ﬂÂ
W * N N,SING,COM ‘Œ’
W * RA RA —«
W * ADJ ADJ,SIM Ê«œ«—
W * P P »Â
W * N N,PL,COM,GEN Ê«ﬂ‰‘Â«Ì
W * ADJ ADJ,SIM ‘œÌœ
W * CON CON Ê
W * ADJ ADJ,SIM Å—Œ«‘ê—«‰Â
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM .
W * N N,SING,TIME ﬁ»·
W * P P «“
W * PRO PRO,DEMO,SING ¬‰
W * CON CON ﬂÂ
W * N N,SING,COM ›—Ì«œ
W * V V,SUB,POS,5 »ﬂ‘Ìœ
W * DELM DELM °
W * N N,SING,COM ê—ÌÂ
W * V V,SUB,POS,5 ﬂ‰Ìœ
W * CON CON Ì«
W * P P »Â
W * N N,SING,LOC “„Ì‰
W * CON CON Ê
W * N N,SING,COM “„«‰
W * ADJ ADJ,SIM »œ
W * V V,SUB,POS,5 »êÊÌÌœ
W * DELM DELM °
W * ADJ ADJ,CMPR »Â —
W * V V,PRE,SIM «” 
W * DET DET «Ì‰
W * N N,SING,COM  ” 
W * RA RA —«
W * N N,SING,COM «‰Ã«„
W * V V,SUB,POS,5 »œÂÌœ
W * DELM DELM .
W * N N,SING,COM  ’Ê—
W * V V,PRS,POS,5 „Ì ﬂ‰Ìœ
W * IF IF ç‰«‰çÂ
W * P P,GEN »—«Ì
W * QUA QUA Â—
W * N N,SING,CONT »«—
W * N N,SING,NFL Ã‰êÌœ‰
W * P P »«
W * N N,SING,COM ‰«„“œ
W * CON CON Ì«
W * N N,SING,COM,AFF,5 Â„”— «‰
W * DELM DELM °
W * N N,SING,NUM Ìﬂ
W * N N,SING,CONT œ·«—
W * V V,PA,PRG,POS,5 „Ì ê—› Ìœ
W * DELM DELM °
W * ADV ADV,GENR,TIME  «ﬂ‰Ê‰
W * ADV ADV,I çﬁœ—
W * N N,SING,COM Å” «‰œ«“
W * V V,PA,SIM,POS,5 œ«‘ Ìœ
W * DELM DELM ø
W * DELM DELM !
W * ADV ADV,I ç—«
W * QUA QUA Â—
W * N N,SING,CONT »«—
W * N N,SING,COM œ⁄Ê«
W * CON CON Ê
W * N N,SING,COM,GEN Ã—Ê»ÕÀ
W * PRO PRO,personal,PL,2 ‘„«
W * V V,AUX,NIN,POS »«Ìœ
W * P P œ—
W * N N,SING,COM ‰Â«Ì 
W * P P »Â
W * N N,SING,COM,INDF „”Ì—Ì
W * ADJ ADJ,INO ﬂ‘ÌœÂ
W * V V,SUB,POS,3 »‘Êœ
W * CON CON ﬂÂ
W * PRO PRO,personal,PL,2 ‘„«
W * P P «“
W * PRO PRO,DEMO,SING ¬‰
W * ADJ ADJ,SIM ›—«—Ì
W * V V,PRS,POS,5 Â” Ìœ
W * DELM DELM ø
W * QUA QUA »”Ì«—Ì
W * P P «“
W * N N,PL,COM „ Œ’’Ì‰
W * V V,PRE,ADJC,6 „⁄ ﬁœ‰œ
W * ADV ADV,deg,SIM ç‰œ«‰
W * ADJ ADJ,SIM „Â„
W * V V,PRS,NEG,3 ‰Ì” 
W * CON CON ﬂÂ
W * PRO PRO,personal,PL,2 ‘„«
W * N N,SING,NUM ç‰œ
W * N N,SING,COM »«—
W * P P »«
W * CON CON Â„
W * N N,SING,COM »ÕÀ
W * V V,PRS,POS,5 „Ì ﬂ‰Ìœ
W * DELM DELM °
W * CON CON «„«
W * PRO PRO,DEMO,SING «Ì‰
W * CON CON ﬂÂ
W * ADV ADV,I çêÊ‰Â
W * N N,SING,COM »ÕÀ
W * V V,PRS,POS,5 „Ì ﬂ‰Ìœ
W * DELM DELM °
W * V V,PRS,POS,3 „Ì  Ê«‰œ
W * P P œ—
W * N N,SING,COM,GEN ‰ ÌÃÂÒ
W * PRO PRO,DEMO,SING ¬‰
W * ADV ADV,deg,SIM »”Ì«—
W * ADJ ADJ,SIM „ÊÀ—
W * V V,SUB,POS,3 »«‘œ
W * DELM DELM .
W * N N,SING,COM,GEN  ” 
W * ADJ ADJ,SIM “Ì—
W * RA RA —«
W * N N,SING,COM «‰Ã«„
W * V V,SUB,POS,5 »œÂÌœ
W * P P  «
W * V V,SUB,POS,5 œ—Ì«»Ìœ
W * ADV ADV,I ¬Ì«
W * N N,SING,COM,GEN —«Â
W * N N,SING,COM œ—” Ì
W * P P,GEN »—«Ì
W * N N,SING,COM »ÕÀ
W * N N,SING,NFL ﬂ—œ‰
W * N N,SING,COM «‰ Œ«»
W * V V,PA,NAR,POS,5 ﬂ—œÂ «Ìœ
W * CON CON Ì«
W * ADJ ADJ,SIM ŒÌ—
W * DELM DELM .
W * N N,PL,COM,GEN Å—”‘Â«Ì
W * N N,SING,COM,GEN ¬“„Ê‰
W * DELM DELM :
W * N N,SING,NUM 1
W * DELM DELM ‹
W * P P «“
W * PRO PRO,DEMO,SING «Ì‰
W * CON CON ﬂÂ
W * V V,PA,NAR,NEG,5 ‰ Ê«‰” Â «Ìœ
W * N N,SING,COM Êﬁ 
W * ADJ ADJ,CMPR,INDF »Ì‘ —Ì
W * RA RA —«
W * P P »«
W * N N,SING,COM,AFF,5 ‰«„“œ «‰
W * V V,SUB,POS,5 »ê–—«‰Ìœ
W * DELM DELM °
W * ADV ADV,deg,SIM »”Ì«—
W * ADJ ADJ,SIM œ·ŒÊ—
W * V V,PRS,POS,5 Â” Ìœ
W * DELM DELM .
W * ADV ADV,I çêÊ‰Â
W * P P »Â
W * PRO PRO,personal,SING,3 «Ê
W * DET DET «Ì‰
W * N N,SING,COM „ÿ·»
W * RA RA —«
W * V V,PRS,POS,5 „Ì ›Â„«‰Ìœ
W * DELM DELM ø
W * alpha-per alpha-per «·›
W * DELM DELM ‹
W * N N,SING,COM,GEN ›—’ 
W * N N,SING,COM ”Ì‰„«
W * N N,SING,NFL —› ‰
W * P P »«
W * PRO PRO,REC ÌﬂœÌê—
W * RA RA —«
W * P P «“
W * N N,SING,COM œ” 
W * V V,PA,SIM,POS,4 œ«œÌ„
W * DELM DELM .
W * N N,SING,COM ›ﬂ—
W * V V,PRS,POS,2 „Ì ﬂ‰Ì
W * N N,SING,ORD,GEN ¬Œ—
W * N N,SING,TIME Â› Â
W * V V,PRS,POS,4 „Ì  Ê«‰Ì„
W * P P »«
W * CON CON Â„
W * P P »Â
W * N N,SING,COM ”Ì‰„«
W * V V,SUB,POS,4 »—ÊÌ„
W * DELM DELM ø
W * N N,SING,NPR »
W * DELM DELM ‹
W * PRO PRO,personal,PL,1 „«
W * QUA QUA ÂÌç
W * N N,SING,COM Êﬁ 
W * P P »«
W * CON CON Â„
W * P P »Â
W * N N,SING,COM ”Ì‰„«
W * V V,PRS,NEG,4 ‰„Ì —ÊÌ„
W * DELM DELM !
W * N N,SING,NPR Ã
W * DELM DELM ‹
W * N N,SING,COM œÊ” 
W * V V,PRS,POS,1 œ«—„
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ›Ì·„
W * ADJ ADJ,SIM ÃœÌœ
W * RA RA —«
W * V V,SUB,POS,1 »»Ì‰„
W * DELM DELM .
W * N N,SING,COM œÊ” 
W * V V,PRS,POS,2 œ«—Ì
W * P P »«
W * CON CON Â„
W * V V,SUB,POS,4 »—ÊÌ„
W * DELM DELM ø
W * N N,SING,NUM 2
W * DELM DELM ‹
W * CON CON Êﬁ Ì
W * V V,AUX,PRS,PRG,5 œ«—Ìœ
W * V V,PRS,POS,5 „Ì Ã‰êÌœ
W * DELM DELM °
W * DET DET «Ì‰
W * N N,SING,COM «„—
W * ADV ADV,GENR,SIM œ—” 
W * ADJ ADJ,SIM,GEN ‘»ÌÂ
W * alpha-per alpha-per «·›
W * DELM DELM ‹
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ’Õ‰ÂÒ
W * ADJ ADJ,SIM,GEN ﬂ«„·
W * N N,SING,COM Ã‰ê
W * CON CON Ê
W * N N,SING,COM ê—Ì“
W * DELM DELM °
W * ADV ADV,GENR,SIM  ‰Â«
W * P P »«
W * N N,SING,COM  ÊÂÌ‰
W * CON CON Ê
W * N N,SING,COM,GEN «⁄„«·
W * N N,PL,COM,GEN ﬂ«—Â«Ì
W * ADJ ADJ,SIM Œ‘Ê‰  ¬„Ì“
W * DELM DELM .
W * N N,SING,NPR »
W * DELM DELM ‹
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN »ÕÀ
W * ADJ ADJ,SIM ﬂ·«”Ì
W * CON CON ﬂÂ
W * P P œ—
W * PRO PRO,DEMO,SING ¬‰
W * ADV ADV,GENR,SIM „⁄„Ê·«
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * PRO PRO,personal,PL,2 ‘„«
W * N N,SING,NUM œÊ
W * N N,SING,COM ‰›—
W * N N,SING,COM,GEN ‰ﬁ‘
W * N N,SING,COM „⁄·„
W * RA RA —«
W * ADJ ADJ,INO œ«‘ Â
W * CON CON Ê
W * N N,SING,COM ”⁄Ì
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * N N,PL,COM,GEN „Ê«—œ
W * ADJ ADJ,SIM »Õ—«‰Ì
W * RA RA —«
W * N N,SING,COM ﬂ‰ —·
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM .
W * N N,SING,NPR Ã
W * DELM DELM ‹
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN „”«»ﬁÂÒ
W * N N,SING,COM »Êﬂ”
W * P P,GEN »Ì‰
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM ·«ﬂ Å‘ 
W * CON CON Ê
W * N N,SING,COM ”ê
W * V V,PRE,SIM «” 
W * ADV ADV,deg,SIM Â—çÂ
W * N N,SING,COM  ·«‘
W * V V,PRS,POS,5 „Ì ﬂ‰Ìœ
W * PRO PRO,personal,SING,3 «Ê
W * RA RA —«
W * ADJ ADJ,SIM,GEN œ—êÌ—
W * N N,SING,COM Ã—Ê»ÕÀ
W * V V,SUB,POS,5 ﬂ‰Ìœ
W * DELM DELM °
W * PRO PRO,personal,SING,3 «Ê
W * P P »Â
W * PRO PRO,personal,PL,2 ‘„«
W * N N,SING,COM,INDF Å«”ŒÌ
W * V V,PRS,NEG,3 ‰„Ì œÂœ
W * N N,SING,NUM 3
W * DELM DELM ‹
W * N N,SING,COM,INDF „”∆·Â «Ì
W * P P œ—
W * N N,PL,COM,GEN —Ê«»ÿ
W * P P,GEN »Ì‰
W * PRO PRO,personal,PL,2 ‘„«
W * DELM DELM °
W * PRO PRO,personal,PL,2 ‘„«
W * RA RA —«
W * N N,PL,COM ¬“«—
W * V V,PRS,POS,3 „Ì œÂœ
W * DELM DELM .
W * CON CON Êﬁ Ì
W * ADV ADV,GENR,SIM ”—«‰Ã«„
