Sub * SUBJ SUBJ !«Ã „«⁄Ì!
W * ADJ ADJ,SIM,GEN „ﬁ«Ê„  Å–Ì—
W * N N,SING,PR ¬— Ê—Ê«ÊÌÌ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN œ«„‰Â
W * N N,SING,COM,GEN «Ã—«Ì
W * PRO PRO,DEMO,SING ¬‰
W * P P »Â
W * N N,SING,ORD,GEN œÊ«“œÂ„
W * N N,SING,MON,GEN «”›‰œ
W * N N,SING,TIME,GEN ”«·
W * ADJ ADJ,SIM ê–‘ Â
W * V V,PRS,POS,3 „Ì —”œ
W * CON CON Ê
W * ADV ADV,GENR,TIME Õ«·«
W * N N,SING,TIME »⁄œ
W * P P «“
W * N N,SING,NUM,INDF ÌﬂÌ
W * N N,SING,NUM œÊ
W * N N,SING,TIME „«Â
W * N N,SING,COM  ⁄ÊÌﬁ
W * DELM DELM °
W * N N,SING,COM,GEN «Ã—«Ì
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P «“
W * N N,SING,COM ”—
W * ADJ ADJ,INO ê—› Â
W * V V,PRE,SIM «” 
W * DELM DELM °
W * N N,SING,COM,GEN ‰„«Ì‘
W * N N,PL,COM ”Ì«Â«‰
W * P P »Â
W * N N,SING,COM,GEN ﬂ«—ê—œ«‰Ì
W * N N,SING,PR,GEN „Õ„œ
W * N N,SING,PR ÿ«Â—Ì
W * N N,SING,COM,GEN ﬂ«—ê—œ«‰
W * ADJ ADJ,SIM,GEN ÃÊ«‰
W * DET DET «Ì‰
W * N N,SING,COM „Ã„Ê⁄Â
W * P P »«
W * N N,SING,NUM 98
W * N N,SING,COM,GEN «Ã—«Ì
W * ADJ ADJ,SIM Â“«— Ê„«‰Ì
W * DELM DELM °
W * P P œ—
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ”«·‰
W * N N,SING,NUM 1000
W * MORP MORP,MADJ ‰›—Ì
W * CON CON Ê
W * P P »«
W * QUA QUA,GEN ÕœÊœ
W * N N,SING,NUM 4
W * N N,SING,NUM „Ì·ÌÊ‰
W * N N,SING,CONT  Ê„«‰
W * N N,SING,COM ›—Ê‘
W * P P œ—
W * N N,SING,COM,GEN „ﬂ«‰
W * ADJ ADJ,ORD œÊ„
W * N N,SING,COM ﬁ—«—
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
