Sub * SUBJ SUBJ !œ«” «‰!
W * N N,SING,TIME,INDF —Ê“Ì
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM Õ„·
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * DELM DELM .
W * N N,SING,NUM 6
W * DELM DELM -
W * P P »Â
W * N N,SING,COM,GEN „Ã„Ê⁄Â
W * N N,SING,COM Åœ—
W * CON CON Ê
W * N N,SING,COM „«œ—
W * CON CON Ê
W * N N,PL,COM,GEN ›—“‰œ«‰
W * N N,SING,NUM Ìﬂ
W * N N,SING,LOC Œ«‰Â
W * V V,PRS,POS,6 „Ì êÊÌ‰œ
W * DELM DELM .
W * N N,SING,NUM 7
W * DELM DELM -
W * P P œ—
W * N N,SING,COM Ê—“‘
W * DELM DELM °
W * P P »Â
W * N N,PL,COM,GEN «›—«œ
W * N N,SING,NUM Ìﬂ
W * N N,SING,GR  Ì„
W * V V,PRS,POS,6 „Ì êÊÌ‰œ
W * DELM DELM .
W * N N,SING,NUM 8
W * DELM DELM -
W * P P »Â
W * N N,PL,COM,INDF ﬂ”«‰Ì
W * V V,PRS,POS,6 „Ì êÊÌ‰œ
W * CON CON ﬂÂ
W * P P «“
W * N N,SING,COM Œ«—Ã
W * P P «“
W * N N,SING,LOC ﬂ‘Ê—
W * DELM DELM °
W * N N,PL,COM,GEN «Ã‰«”
W * ADJ ADJ,SIM „Œ ·›
W * RA RA —«
W * V V,PRS,POS,6 „Ì Œ—‰œ
W * CON CON Ê
W * P P œ—
W * N N,SING,COM œ«Œ·
W * V V,PRS,POS,6 „Ì ›—Ê‘‰œ
W * DELM DELM .
W * N N,SING,NUM 9
W * DELM DELM -
W * N N,SING,COM,INDF Ê”Ì·Â «Ì
W * CON CON ﬂÂ
W * N N,SING,COM “„«‰
W * RA RA —«
W * P P »Â
W * PRO PRO,personal,PL,1 „«
W * N N,SING,COM ‰‘«‰
W * V V,PRS,POS,3 „Ì œÂœ
W * CON CON Ê
W * ADV ADV,GENR,SIM „⁄„Ê·«
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * P P »—
W * N N,SING,COM œÌÊ«—
W * N N,SING,COM ‰’»
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * DELM DELM .
W * N N,PL,COM,GEN œÊ” «‰
W * ADJ ADJ,SIM,AFF,1 ŒÊ»„
W * DELM DELM !
W * P P »Â
W * N N,SING,COM,GEN Œ«ÿ—
W * N N,SING,COM,GEN  ÊÃÂ
W * PRO PRO,personal,PL,2 ‘„«
W * CON CON ﬂÂ
W * N N,SING,COM,GEN Õ·
W * N N,PL,COM,GEN ÃœÊ·Â«Ì
W * ADJ ADJ,SIM ﬁ»·
W * RA RA —«
W * P P,AFF,1 »—«Ì„
W * V V,PA,SIM,POS,5 ›—” «œÌœ
W * DELM DELM °
W * ADV ADV,deg,SIM »”Ì«—
W * V V,PRE,ADJC,1 „ ‘ﬂ—„
W * DELM DELM .
W * N N,PL,COM,AFF,5 Ã«Ì“Â Â«Ì «‰
W * RA RA —«
W * V V,PA,SIM,POS,1 ›—” «œ„
W * CON CON Ê
W * N N,SING,TIME,GEN Â› ÂÒ
W * ADJ ADJ,SIM ¬Ì‰œÂ
W * CON CON Â„
W * N N,PL,COM,AFF,5 «”„Â«Ì «‰
W * RA RA —«
W * N N,SING,COM ç«Å
W * V V,PRS,POS,1 „Ì ﬂ‰„
W * DELM DELM .
W * N N,SING,COM,AFF,5 Ì«œ «‰
W * V V,SUB,POS,3 »«‘œ
W * P P «“
W * N N,SING,TIME Õ«·«
W * P P »Â
W * N N,SING,TIME »⁄œ
W * CON CON Â„
W * QUA QUA,GEN  „«„
W * N N,PL,COM,GEN ÃœÊ·Â«Ì
W * PRO PRO,personal,PL,1 „«
W * N N,SING,COM Ã«Ì“Â
W * V V,PRS,POS,6 œ«—‰œ
W * DELM DELM .
Sub * SUBJ SUBJ ! €–ÌÂ!
W * DELM DELM #
W * ADJ ADJ,SIM ŒÊ«‰œ‰Ì
W * DELM DELM #
W * DELM DELM #
W * N N,SING,COM «—“‘
W * N N,SING,COM ﬂ—Â
W * DELM DELM #
W * P P œ—
W * N N,SING,COM,GEN „Ì«‰
W * N N,PL,GR „· Â«
W * N N,PL,COM Â‰œÊÂ«
W * P P œ—
W * N N,PL,COM,GEN „—«”„
W * N N,SING,COM,GEN ⁄»«œ 
W * PRO PRO,R,XOD ŒÊœ
W * P P »Â
W * N N,PL,COM,AFF,6 Œœ«Ì«‰‘«‰
W * N N,SING,COM ﬂ—Â
W * N N,SING,COM ÂœÌÂ
W * V V,PA,PRG,POS,6 „Ì ﬂ—œ‰œ
W * DELM DELM .
W * N N,SING,GR,GEN „—œ„
W * N N,SING,LOC,PR ÌÊ‰«‰
W * CON CON Ê
W * N N,SING,LOC,PR —„
W * N N,SING,COM ﬂ—Â
W * V V,PA,PRG,NEG,6 ‰„Ì ŒÊ—œ‰œ
W * CON CON »·ﬂÂ
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN ¬”Ì»Â«Ì
W * ADJ ADJ,SIM ÅÊ” Ì
W * P P »Â
W * N N,SING,COM ﬂ«—
W * V V,PA,PRG,POS,6 „Ì »—œ‰œ
W * DELM DELM .
W * PRO PRO,DEMO,PL ¬‰Â«
W * V V,PA,PRG,POS,6 „Ì ê› ‰œ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN œÊœÂÒ
W * N N,SING,COM,GEN ﬂ—ÂÒ
W * ADJ ADJ,SIM ”ÊŒ Â
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN œ—„«‰
W * N N,PL,COM,GEN »Ì„«—ÌÂ«Ì
W * N N,SING,COM ç‘„
W * ADJ ADJ,SIM „›Ìœ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,PL,COM —Ê„Ì«‰
W * N N,SING,COM ﬂ—Â
W * RA RA —«
W * ADV ADV,GENR,EXM,GEN „«‰‰œ
W * N N,SING,COM Å„«œ
W * P P »Â
W * N N,SING,COM ÅÊ” 
W * CON CON Ê
W * N N,SING,COM,GEN „ÊÌ
W * PRO PRO,R,XOD ŒÊœ
W * V V,PA,PRG,POS,6 „Ì „«·Ìœ‰œ
W * CON CON Ê
W * ADV ADV,GENR,SIM  ﬁ—Ì»«
W * P P  «
W * DET DET Â„Ì‰
W * N N,SING,NUM 300
W * N N,SING,TIME,GEN ”«·
W * ADJ ADJ,SIM ÅÌ‘
W * P P œ—
W * N N,SING,LOC,PR «”Å«‰Ì«
W * N N,SING,COM ﬂ—Â
W * RA RA —«
W * ADV ADV,GENR,SIM ›ﬁÿ
W * P P œ—
W * N N,PL,LOC œ«—ÊŒ«‰Â Â«
W * V V,PA,PRG,POS,6 „Ì ›—ÊŒ ‰œ
W * DELM DELM .
W * N N,SING,COM,INDF “„«‰Ì
W * CON CON ﬂÂ
W * N N,SING,COM ﬂ—Â
W * N N,SING,COM,GEN „’—›
W * ADJ ADJ,SIM ŒÊ—«ﬂÌ
W * ADJ ADJ,SIM ÅÌœ«
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM °
W * ADV ADV,GENR,SIM ›ﬁÿ
W * N N,PL,COM,GEN «›—«œ
W * ADV ADV,deg,SIM »”Ì«—
W * ADJ ADJ,SIM,INDF ﬂ„Ì
W * PRO PRO,DEMO,SING ¬‰
W * RA RA —«
W * V V,PA,PRG,POS,6 „Ì ŒÊ—œ‰œ
W * DELM DELM .
Sub * SUBJ SUBJ !ÿ‰“!
W * DELM DELM #
W * ADJ ADJ,ORD ¬Œ—Ì‰
W * N N,SING,COM œ‰œ«‰
W * DELM DELM #
W * N N,SING,COM Åœ—
W * N N,SING,COM —Ê
W * P P »Â
W * N N,SING,COM,AFF,3 Å”—‘
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON Ê
W * N N,SING,TIME »⁄œ
W * P P «“
W * N N,PL,COM,GEN ”ƒ«·Â«Ì
W * ADJ ADJ,SIM „Œ ·›
W * V V,PA,SIM,POS,3 Å—”Ìœ
W * DELM DELM :
W * N N,SING,COM,AFF,1 Å”—„
W * DELM DELM !
W * ADV ADV,I ¬Ì«
W * V V,PRS,POS,2 „Ì œ«‰Ì
W * ADJ ADJ,ORD ¬Œ—Ì‰
W * N N,SING,COM,INDF œ‰œ«‰Ì
W * CON CON ﬂÂ
W * N N,SING,COM ¬œ„
W * V V,PRS,POS,3 œ—„Ì ¬Ê—œ
W * DELM DELM °
W * N N,SING,COM ﬂœ«„
W * V V,PRE,SIM «” 
W * DELM DELM ø
W * N N,SING,COM Å”—
W * ADV ADV,GENR,TIME »·«›«’·Â
W * N N,SING,COM ÃÊ«»
W * V V,PA,SIM,POS,3 œ«œ
W * DELM DELM :
W * PS PS »·Â
W * N N,SING,COM Åœ—
W * DELM DELM !
W * N N,SING,COM,GEN œ‰œ«‰
W * ADJ ADJ,SIM „’‰Ê⁄Ì
W * DELM DELM !
W * DELM DELM #
W * N N,PL,COM,GEN ›«ÌœÂ Â«Ì
W * N N,SING,COM ‰Ê‘«»Â
W * DELM DELM #
W * N N,SING,ORD «Ê·Ì
W * DELM DELM :
W * P P »Â
W * N N,SING,COM,GEN ‰Ÿ—
W * PRO PRO,personal,SING,2  Ê
W * DELM DELM °
W * N N,SING,COM ‰Ê‘«»Â
W * DET DET,I çÂ
W * N N,SING,COM,INDF Œ«’Ì Ì
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM ø
W * N N,SING,ORD œÊ„Ì
W * DELM DELM :
W * N N,SING,COM ¬»
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
W * N N,SING,COM ê«“
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
W * ADV ADV,GENR,SIM ›ﬁÿ
W * N N,SING,COM  ·›‰
W * V V,PRS,NEG,3 ‰œ«—œ
W * DELM DELM .
W * DELM DELM #
W * N N,SING,LOC,GEN „‘ﬁ
W * ADJ ADJ,SIM ﬁ‘‰ê
W * DELM DELM #
W * N N,SING,COM „⁄·„
W * DELM DELM :
W * N N,SING,COM ¬›—Ì‰
W * N N,SING,PR “Â—Â
W * DELM DELM °
W * PRO PRO,personal,SING,2  Ê
W * P P «“
W * N N,SING,NUM Ìﬂ
W * N N,SING,TIME,GEN „«Â
W * ADJ ADJ,SIM ÅÌ‘
W * P P  «
W * ADV ADV,GENR,TIME Õ«·«
W * N N,SING,COM,INDF „‘ﬁÌ
W * P P »Â
W * DET DET «Ì‰
W * N N,SING,COM ﬁ‘‰êÌ
W * ADJ ADJ,INO,NEG ‰‰Ê‘ Â
W * V V,PA,SIM,POS,2 »ÊœÌ
W * DELM DELM .
W * N N,SING,PR “Â—Â
W * DELM DELM :
W * V V,PRE,ADJC,1 „„‰Ê‰„
W * N N,SING,COM Œ«‰„
W * DELM DELM °
W * N N,SING,TIME »⁄œ
W * P P «“
W * PRO PRO,DEMO,SING «Ì‰
W * ADV ADV,GENR,TIME Â„Ì‘Â
W * N N,PL,COM,AFF,1 „‘ﬁÂ«Ì„
W * DET DET Â„Ì‰
W * N N,SING,COM ÿÊ—
W * V V,AUX,FEA,POS,6 ŒÊ«Â‰œ
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON çÊ‰
W * P P »«
W * N N,SING,COM,GEN »—«œ—
W * ADJ ADJ,SIM,AFF,1 »“—ê„
W * N N,SING,COM ¬‘ Ì
W * V V,PA,SIM,POS,1 ﬂ—œ„
W * DELM DELM .
W * DELM DELM #
W * ADJ ADJ,SIM »Ì Œ»—
W * DELM DELM #
W * N N,SING,TIME,INDF —Ê“Ì
W * N N,SING,COM,INDF „—œÌ
W * P P «“
W * N N,SING,COM,GEN ÿ»ﬁÂ
W * ADJ ADJ,ORD,GEN ”Ê„
W * N N,SING,COM,INDF ”«Œ „«‰Ì
W * P P »Â
W * N N,SING,LOC “„Ì‰
W * V V,PA,SIM,POS,3 «› «œ
W * DELM DELM .
W * N N,SING,GR „—œ„
W * N N,SING,COM,AFF,3 œÊ—‘
W * N N,SING,COM Ã„⁄
W * V V,PA,SIM,POS,6 ‘œ‰œ
W * CON CON Ê
W * V V,PA,SIM,POS,6 Å—”Ìœ‰œ
W * DELM DELM :
W * ADV ADV,I çÂ
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM ø
W * N N,SING,COM „—œ
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * ADJ ADJ,SIM,AFF,3 —«” ‘
W * PRO PRO,personal,SING,1 „‰
W * CON CON Â„
W * ADV ADV,GENR,SIM  «“Â
W * P P «“
W * N N,SING,COM —«Â
W * V V,PA,NAR,POS,1 —”ÌœÂ «„
W * CON CON Ê
W * P P «“
W * N N,SING,COM „Ê÷Ê⁄
W * N N,SING,COM Œ»—
W * V V,PRS,NEG,1 ‰œ«—„
W * DELM DELM .
W * DELM DELM #
W * N N,SING,LOC,PR »Ì” Ê‰
W * DELM DELM #
W * SUBJ SUBJ !!!
W * N N,SING,LOC,PR »Ì” Ê‰
W * N N,SING,LOC,GEN ﬂ⁄»ÂÒ
W * N N,PL,COM,GEN ⁄‘«ﬁ
W * N N,SING,COM ÃÂ«‰
W * V V,PRE,SIM «” 
W * ADV ADV,GENR,SIM Â‰Ê“
W * DELM DELM °
W * N N,SING,COM,GEN ¬ ‘
W * N N,SING,COM,GEN ⁄‘ﬁ
W * N N,SING,COM ÃÂ«‰
W * ADJ ADJ,SIM Œ› Â
W * P P œ—
W * PRO PRO,DEMO,SING ¬‰
W * V V,PRE,SIM «” 
W * ADV ADV,GENR,SIM Â‰Ê“
W * DELM DELM °
W * OH OH «Ì
W * CON CON ﬂÂ
W * ADJ ADJ,SIM »Ì ÂÊ‘
W * P P «“
W * DET DET «Ì‰
W * N N,SING,LOC,GEN œ‘ 
W * N N,SING,COM Ã‰Ê‰
W * V V,PRS,POS,2 „Ì ê–—Ì
W * DELM DELM °
W * N N,SING,COM êÊ‘
W * V V,IMP,POS,2 Ê«ﬂ‰
W * CON CON ﬂÂ
W * PRO PRO,INDF,SING Â„Â
W * DELM DELM °
W * N N,SING,COM ¬Â
W * CON CON Ê
W * N N,SING,COM ›€«‰
W * V V,PRE,SIM «” 
W * ADV ADV,GENR,SIM Â‰Ê“
W * DELM DELM °
W * N N,PL,TIME ”«·Â«
W * P P «“
W * N N,SING,COM,GEN €„
W * N N,SING,SURN Ã«‰
W * N N,SING,NFL,GEN ﬂ‰œ‰
W * N N,SING,PR ›—Â«œ
W * V V,PA,SIM,POS,3 ê–‘ 
W * DELM DELM °
W * N N,SING,COM ⁄‘ﬁ
W * CON CON Ê
W * N N,SING,COM,GEN Ã«‰»«“Ì
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM,GEN Ê—œ
W * N N,SING,COM “»«‰
W * V V,PRE,SIM «” 
W * ADV ADV,GENR,SIM Â‰Ê“
W * DELM DELM °
W * N N,SING,COM,GEN ⁄‘ﬁ
W * ADJ ADJ,SIM,INDF Å«ﬂÌ
W * CON CON ﬂÂ
W * PRO PRO,INDF,SING Â„Â
W * P P œ—
W * N N,SING,COM,GEN ÅÌ
W * PRO PRO,DEMO,SING ¬‰
W * V V,PRS,POS,4 „Ì ê—œÌ„
W * DELM DELM °
W * P P «“
W * N N,SING,COM ”—
W * CON CON Ê
W * N N,SING,COM,GEN ÅÌﬂ—
W * DET DET «Ì‰
W * N N,SING,LOC ﬂÊÂ
W * ADJ ADJ,SIM ⁄Ì«‰
W * V V,PRE,SIM «” 
W * ADV ADV,GENR,SIM Â‰Ê“
W * DELM DELM °
W * N N,SING,COM,GEN Ã”„
W * N N,SING,PR ›—Â«œ
W * IF IF «ê—
W * V V,PA,SIM,POS,3 —› 
W * P P,GEN “
W * N N,SING,COM œ‰Ì«
W * DELM DELM °
W * N N,SING,PR ÿ«·⁄
W * N N,SING,COM,GEN —ÊÕ
W * N N,SING,COM,AFF,3 ⁄‘ﬁ‘
W * V V,IMP,POS,2 »‰ê—
W * P P œ—
W * N N,SING,LOC,PR Â„œ«‰
W * V V,PRE,SIM «” 
W * ADV ADV,GENR,SIM Â‰Ê“
W * SUBJ SUBJ !!!
W * DELM DELM .
W * DELM DELM #
W * N N,SING,PR,GEN ⁄»œ«··Â
W * N N,SING,PR,GEN ÿ«·⁄
W * N N,SING,PR Â„œ«‰Ì
W * DELM DELM #
Sub * SUBJ SUBJ !Ã€—«›Ì«ÌÌ!
W * ADJ ADJ,SUP ﬁœÌ„Ì  —Ì‰
W * N N,PL,COM,GEN ÃÊ«Â—« 
W * N N,SING,COM œ‰Ì«
W * P P œ—
W * N N,SING,LOC,PR Â‰œÊ” «‰
W * P P «“
W * N N,SING,NUM 300
W * N N,SING,TIME ”«·
W * N N,SING,TIME ﬁ»·
W * P P «“
W * N N,SING,COM,GEN „Ì·«œ
W * N N,SING,PR „”ÌÕ
W * P P «“
W * N N,PL,LOC „⁄œ‰Â«
W * N N,SING,COM «” Œ—«Ã
W * V V,PA,PRG,POS,3 „Ì ‘œ
W * DELM DELM .
W * ADJ ADJ,SUP »“—ê —Ì‰
W * N N,SING,LOC,GEN Ã“Ì—Â
W * N N,SING,COM ÃÂ«‰
W * N N,SING,LOC,PR ê—Ì‰·‰œ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN „”«Õ 
W * PRO PRO,DEMO,SING ¬‰
W * ADV ADV,GENR,SIM  ﬁ—Ì»«
W * N N,SING,NUM 10
W * N N,SING,COM,GEN »—«»—
W * N N,SING,LOC,PR «‰ê·” «‰
W * V V,PRE,SIM «” 
W * DELM DELM .
W * ADJ ADJ,SUP ﬁœÌ„Ì  —Ì‰
W * N N,SING,COM,GEN œ—Œ 
W * N N,SING,COM ÃÂ«‰
W * N N,SING,COM,GEN ﬂ«Ã
W * ADJ ADJ,SIM ”Ê“‰Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,LOC,GEN «Ì«· 
W * N N,SING,LOC,PR,GEN ﬂ«·Ì›—‰Ì«Ì
W * N N,SING,LOC,PR ¬„—Ìﬂ«
W * N N,SING,COM —‘œ
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM .
Sub * SUBJ SUBJ !œ«” «‰!
W * N N,SING,COM Å—‰œÂ
W * V V,PA,SIM,POS,3 —ÌŒ 
W * P P,GEN —ÊÌ
W * N N,SING,COM,GEN ”‰ê
W * N N,SING,COM,GEN Œœ«Ì
W * ADJ ADJ,SIM ŒÊ»
W * CON CON Ê
W * P P »«
W * N N,SING,COM ’›«
W * DELM DELM .
W * ADV ADV,GENR,REPT œÊ»«—Â
W * N N,PL,COM,GEN ‘«‰Â Â«Ì
W * N N,SING,COM ”‰ê
W * N N,SING,TIME €—Ê»
W * ADJ ADJ,SIM,GEN Å—
W * N N,SING,COM Å—‰œÂ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * N N,SING,TIME Å”
W * P P «“
W * N N,SING,NUM Â“«—
W * N N,SING,TIME ”«·
W * N N,SING,COM €„
W * N N,SING,COM,GEN ‰’Ì»
W * N N,SING,COM ”‰ê
W * DELM DELM °
W * N N,SING,COM Œ‰œÂ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * N N,SING,COM ŒÊ‘Õ«·Ì
W * DET DET ¬‰
W * SPEC SPEC ç‰«‰
W * PRO PRO,R,AFF,3 ŒÊœ‘
W * RA RA —«
W * P P »Â
W * N N,SING,LOC “„Ì‰
W * V V,PA,SIM,POS,3 “œ
W * CON CON ﬂÂ
W * P P  «
W * N N,SING,COM,GEN ‰“œÌﬂ
W * N N,PL,COM Å—‰œÂ Â«
W * ADV ADV,GENR,LOC »«·«
W * V V,PA,SIM,POS,3 —› 
W * DELM DELM .
W * CON CON »⁄œ
W * ADV ADV,GENR,EXM,GEN „À·
W * N N,PL,COM Å—‰œÂ Â«
W * N N,SING,COM Å—Ê«“
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON Ê
W * V V,PA,SIM,POS,3 —› 
W * DELM DELM .
W * V V,PA,SIM,POS,3 —› 
W * CON CON Ê
W * V V,PA,SIM,POS,3 —› 
W * CON CON  «
W * P P »Â
W * N N,SING,GR ê·Â
W * V V,PA,SIM,POS,3 —”Ìœ
W * DELM DELM .
W * N N,SING,COM çÊÅ«‰
W * P P »«
W * N N,SING,COM »Ì ŒÌ«·Ì
W * P P,GEN “Ì—
W * N N,SING,COM,GEN ”«ÌÂ
W * N N,SING,COM,INDF œ—Œ Ì
W * ADJ ADJ,INO ‰‘” Â
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON Ê
W * N N,SING,COM ‰Ì ·»ﬂ
W * V V,PA,PRG,POS,3 „Ì “œ
W * DELM DELM .
W * ADV ADV,deg,SIM çﬁœ—
W * CON CON Â„
W * ADV ADV,GENR,SIM ﬁ‘‰ê
W * V V,PA,PRG,POS,3 „Ì “œ
W * DELM DELM .
W * N N,SING,COM,GEN ”ê
W * N N,SING,GR ê·Â
W * CON CON Â„
W * P P œ—
W * N N,SING,COM,AFF,3 ﬂ‰«—‘
W * ADJ ADJ,SIM œ—«“
W * ADJ ADJ,INO ﬂ‘ÌœÂ
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON Ê
W * N N,SING,GR ê·Â
W * RA RA —«
W * V V,PA,PRG,POS,3 „Ì Å«ÌÌœ
W * DELM DELM .
W * N N,SING,GR ê·Â
W * CON CON Â„
W * P P »Â
W * ADJ ADJ,SIM ¬—«„Ì
W * P P,GEN »—«Ì
W * PRO PRO,R,AFF,3 ŒÊœ‘
W * V V,PA,PRG,POS,3 „Ì ç—Ìœ
W * DELM DELM .
W * N N,SING,COM ’œ«
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,COM »⁄ »⁄
W * DELM DELM .
W * N N,SING,COM,GEN ﬂ„ﬂ
W * N N,SING,COM çÊÅ«‰
W * CON CON  «
W * N N,SING,COM,GEN ’œ«Ì
W * N N,SING,COM »“€«·Â
W * RA RA —«
W * V V,PA,SIM,POS,3 ‘‰Ìœ
W * DELM DELM °
W * P P «“
W * N N,SING,COM Ã«
W * V V,PA,SIM,POS,3 Å—Ìœ
W * DELM DELM .
W * V V,PA,SIM,POS,3 ›Â„Ìœ
W * CON CON ﬂÂ
W * N N,SING,COM »“€«·Â
W * P P œ—
W * N N,SING,COM Œÿ—
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,AFF,3 çÊ»œ” Ì «‘
W * RA RA —«
W * V V,PA,SIM,POS,3 »—œ«‘ 
W * CON CON Ê
W * P P »«
W * N N,SING,COM,AFF,3 ”ê‘
W * P P »Â
W * N N,SING,COM,GEN ÿ—›
W * N N,SING,COM,INDF „Õ·Ì
W * CON CON ﬂÂ
W * N N,SING,COM ’œ«
W * N N,SING,COM «‘«—Â
W * V V,PA,PRG,POS,3 „Ì ﬂ—œ
W * DELM DELM °
W * V V,PA,SIM,POS,3 œÊÌœ
W * DELM DELM .
W * N N,SING,COM ’œ«
W * CON CON Â„
W * ADV ADV,GENR,SIM ﬂ„Ì
W * N N,SING,COM Œ” êÌ
W * V V,PA,SIM,POS,3 œ—ﬂ—œ
W * CON CON Ê
W * P P »Â
W * N N,SING,COM,AFF,3 œ‰»«·‘
W * V V,PA,SIM,POS,3 —› 
W * DELM DELM .
W * ADV ADV,GENR,SIM ŒÊ‘»Œ «‰Â
W * ADV ADV,GENR,SIM Â‰Ê“
W * N N,SING,COM ê—ê
W * DELM DELM °
W * N N,SING,COM »“€«·Â
W * RA RA —«
W * ADJ ADJ,INO,NEG ‰ŒÊ—œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * N N,SING,COM çÊÅ«‰
W * CON CON Ê
W * N N,SING,COM,AFF,3 ”ê‘
W * P P »Â
W * PRO PRO,DEMO,PL ¬‰Â«
W * V V,PA,SIM,POS,6 —”Ìœ‰œ
W * DELM DELM .
W * N N,SING,COM çÊÅ«‰
W * P P »«
W * N N,SING,COM,AFF,3 çÊ»œ” Ì «‘
W * N N,SING,NUM ç‰œ
W * N N,SING,COM,GEN ÷—»ÂÒ
W * ADJ ADJ,SIM „Õﬂ„
W * P P »Â
W * N N,SING,COM ê—ê
W * V V,PA,SIM,POS,3 “œ
W * DELM DELM .
W * N N,SING,COM ”ê
W * CON CON Â„
W * N N,SING,NUM ç‰œ
W * N N,SING,COM,GEN Ã«Ì
W * N N,SING,COM,GEN »œ‰
W * PRO PRO,personal,SING,3 «Ê
W * RA RA —«
W * P P »«
W * N N,PL,COM,GEN œ‰œ«‰Â«Ì
W * ADJ ADJ,SIM,AFF,3  Ì“‘
W * ADJ ADJ,SIM Å«—Â
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON Ê
W * P P »Â
W * N N,SING,COM,GEN ﬁÊ·
W * ADJ ADJ,SIM „⁄—Ê›
W * ADV ADV,GENR,SIM Õ”«»Ì
W * N N,SING,COM,AFF,3 «œ»‘
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * DELM DELM .
W * N N,SING,COM ê—ê
W * DELM DELM °
W * ADV ADV,GENR,SIM ·‰ê«‰
W * N N,SING,COM Å«
W * V V,PA,SIM,POS,3 ê–«‘ 
W * P P »Â
W * N N,SING,COM ›—«—
W * DELM DELM .
W * N N,SING,COM çÊÅ«‰
W * CON CON Â„
W * N N,SING,COM »“€«·Â
W * RA RA —«
W * V V,PA,SIM,POS,3 »—œ«‘ 
W * CON CON Ê
W * P P »«
W * N N,SING,COM,AFF,3 ”ê‘
W * P P »Â
W * N N,SING,COM,GEN ÿ—›
W * N N,SING,GR ê·Â
W * P P »Â
W * N N,SING,COM —«Â
W * V V,PA,SIM,POS,3 «› «œ
W * DELM DELM .
W * PRO PRO,INDF,SING Â„Â
W * V V,PA,SIM,POS,6 —› ‰œ
W * DELM DELM .
W * N N,SING,COM ê—ê
W * V V,PA,SIM,POS,3 —› 
W * DELM DELM .
W * N N,SING,COM çÊÅ«‰
W * CON CON Ê
W * N N,SING,COM ”ê
W * CON CON Ê
W * N N,SING,COM »“€«·Â
W * CON CON Â„
W * V V,PA,SIM,POS,6 —› ‰œ
W * DELM DELM .
W * N N,SING,COM ’œ«
W * CON CON Â„
W * V V,PA,SIM,POS,3 —› 
W * DELM DELM .
