Sub * SUBJ SUBJ !ﬁ÷«ÌÌ!
W * V V,PRE,ADJC,1 ¬ê«Â„
W * DELM DELM .
W * CON CON «„«
W * PRO PRO,personal,SING,1 „‰
W * DET DET «Ì‰
W * N N,SING,COM ÕﬂÊ„ 
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN ‰Ì—ÊÌ
W * N N,SING,COM ‘„‘Ì—
W * V V,PA,NAR,POS,1 ê—› Â «„
W * DELM DELM .
W * PRO PRO,personal,SING,1 „‰
W * N N,SING,COM —«Â
W * CON CON Ê
W * N N,SING,COM,GEN —Ê‘
W * PRO PRO,R,AFF,1 ŒÊœ„
W * RA RA —«
W * P P œ—
W * N N,SING,COM ÕﬂÊ„ 
W * N N,SING,COM «œ«„Â
W * V V,PRS,POS,1 „Ì œÂ„
W * DELM DELM °
W * CON CON ﬂÂ
W * P P,GEN »—«Ì
W * PRO PRO,personal,SING,1 „‰
W * N N,SING,COM „‰›⁄ 
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
W * P P,GEN »—«Ì
W * PRO PRO,personal,PL,2 ‘„«
W * CON CON Â„
W * IF IF «ê—
W * N N,SING,COM  »⁄Ì 
W * V V,SUB,POS,5 ﬂ‰Ìœ
W * N N,SING,COM „‰›⁄ 
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 œ«‘ 
W * DELM DELM .
W * N N,SING,GR,GEN „—œ„
W * N N,SING,LOC,PR ⁄—«ﬁ
W * CON CON ‰Ì“
W * ADV ADV,GENR,SIM »«—Â«
W * P P »«
W * N N,SING,PR „⁄«ÊÌÂ
W * ADJ ADJ,INO Ã‰êÌœÂ
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * DELM DELM .
W * N N,SING,LOC,GEN Å«Ìê«Â
W * ADJ ADJ,SIM,GEN «’·Ì
W * N N,PL,COM,GEN ÅÌ—Ê«‰
W * N N,SING,PR ⁄·Ì
W * DELM DELM )
W * N N,SING,SURN ⁄
W * DELM DELM (
W * P P œ—
W * N N,SING,LOC,PR ﬂÊ›Â
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * P P œ—
W * N N,PL,TIME,GEN ”«·Â«Ì
W * N N,SING,TIME,GEN œÂÂ
W * N N,SING,NUM çÂ·
W * CON CON Ê
W * N N,SING,NUM Å‰Ã«Â
W * CON CON Â„
W * DELM DELM °
W * ADV ADV,GENR,TIME Â„Ê«—Â
W * N N,PL,COM,GEN ÅÌ—Ê«‰
W * N N,SING,PR ⁄·Ì
W * DELM DELM )
W * N N,SING,SURN ⁄
W * DELM DELM (
W * P P »Â
W * N N,SING,COM —«“œ«—Ì
W * CON CON Ê
W * N N,SING,COM ‘ﬂÌ»«ÌÌ
W * N N,SING,COM  Ê’ÌÂ
W * ADJ ADJ,INO ‘œÂ
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * DELM DELM .
W * N N,SING,PR „⁄«ÊÌÂ
W * V V,PA,PRG,POS,3 „Ì œ«‰” 
W * CON CON ﬂÂ
W * ADV ADV,GENR,EXM,GEN „À·
W * N N,SING,COM ¬ ‘
W * P P œ—
W * N N,SING,COM,GEN “Ì—
W * N N,SING,COM Œ«ﬂ” —
W * DELM DELM °
W * P P œ—
W * N N,SING,LOC,PR ⁄—«ﬁ
W * N N,PL,COM,GEN ‘⁄·Â Â«Ì
W * N N,SING,COM „Œ«·› 
W * CON CON Ê
W * N N,SING,COM „ﬁ«Ê„ 
W * ADJ ADJ,SIM “‰œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,GR,GEN ⁄œÂ
W * ADJ ADJ,SIM,INDF “Ì«œÌ
W * P P «“
W * N N,SING,GR „—œ„
W * ADV ADV,GENR,SIM »ÊÌéÂ
W * N N,SING,GR,GEN  ÊœÂ
W * N N,SING,GR,GEN „—œ„
W * N N,SING,LOC,PR ⁄—«ﬁ
W * DELM DELM °
W * CON CON Êﬁ Ì
W * N N,SING,PR „⁄«ÊÌÂ
W * V V,PA,SIM,POS,3 œ—ê–‘ 
W * DELM DELM °
W * N N,SING,COM ‰”» 
W * P P »Â
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM »€÷
W * P P œ—
W * N N,SING,COM,GEN œ—Ê‰
W * N N,SING,COM œ·
W * V V,PA,SIM,POS,6 œ«‘ ‰œ
W * DELM DELM °
W * CON CON Ê
W * N N,SING,COM „Â—
W * CON CON Ê
W * N N,SING,COM „Õ» 
W * P P »Â
W * N N,SING,GR «Â· »Ì 
W * CON CON Â„
W * P P œ—
W * N N,SING,COM,GEN œ·
W * PRO PRO,personal,PL,3 ¬‰«‰
W * ADJ ADJ,SIM “‰œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * N N,SING,COM ﬁ”«Ê 
W * CON CON Ê
W * N N,SING,COM ﬁ ·
W * CON CON Ê
W * N N,SING,COM €«— 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN —ÊÌÂ
W * ADJ ADJ,SIM,GEN Â„Ê«—Â
W * N N,PL,COM,GEN Õﬂ«„
W * N N,SING,LOC,PR ⁄—«ﬁ
W * DELM DELM °
W * ADV ADV,GENR,SIM »ÊÌéÂ
W * N N,SING,PR “Ì«œ»‰ «»ÌÂ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM °
W * CON CON ê—çÂ
W * P P œ—
W * N N,SING,COM Ÿ«Â—
W * N N,SING,GR „—œ„
W * RA RA —«
W * ADJ ADJ,SIM Œ«„Ê‘
W * CON CON Ê
W * N N,SING,COM Œ—œ
W * V V,PA,PRG,POS,3 „Ì ﬂ—œ
W * DELM DELM °
W * CON CON «„«
W * V V,PA,PRG,NEG,3 ‰„Ì  Ê«‰” 
W * P P œ—
W * N N,PL,COM œ·Â«
W * N N,SING,COM,GEN „Õ» 
W * N N,SING,PR „⁄«ÊÌÂ
W * CON CON Ê
W * N N,SING,PR Ì“Ìœ
W * RA RA —«
W * N N,SING,COM «ÌÃ«œ
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM °
W * N N,SING,GR,INDF „—œ„Ì
W * CON CON ﬂÂ
W * P P »«
W * N N,PL,COM,GEN œ” «‰
W * ADJ ADJ,SIM ﬁ·„‘œÂ
W * P P œ—
W * N N,SING,LOC ﬂÊçÂ
W * CON CON Ê
W * N N,SING,LOC,GEN »«“«—
W * N N,SING,LOC,PR ﬂÊ›Â
W * CON CON Ê
W * N N,SING,LOC,PR »’—Â
W * V V,PA,PRG,POS,6 „Ì ê—œÌœ‰œ
W * DELM DELM .
W * QUA QUA Â—
W * N N,SING,COM,GEN ﬂœ«„
W * PRO PRO,DEMO,PL ¬‰Â«
W * DELM DELM °
W * ADV ADV,GENR,EXM,GEN „À·
W * N N,SING,COM,INDF Å—ç„Ì
W * N N,SING,COM ” „
W * CON CON Ê
W * N N,SING,COM,GEN ﬁ”«Ê 
W * N N,SING,COM,GEN ÕﬂÊ„ 
W * N N,SING,PR „⁄«ÊÌÂ
W * RA RA —«
W * V V,PA,PRG,POS,6 „Ì ‰„«Ì«‰œ‰œ
W * DELM DELM .
W * CON CON ê—çÂ
W * N N,SING,COM ” „
W * P P »Â
W * N N,SING,COM,INDF ÕœÌ
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON Ê
W * N N,SING,COM ”—ﬂÊ»
W * ADV ADV,deg,SIM ¬‰ç‰«‰
W * ADJ ADJ,SIM Œ‘‰
W * N N,SING,COM «‰Ã«„
W * V V,PA,PRG,POS,3 „Ì ‘œ
W * DELM DELM °
W * CON CON ﬂÂ
W * N N,SING,GR „—œ„
W * N N,SING,COM,GEN »€÷
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * V V,PRS,POS,6 ›—Ê„Ì ŒÊ—œ‰œ
W * DELM DELM .
W * N N,SING,PR „⁄«ÊÌÂ
W * P P »—
W * QUA QUA,GEN Â„Â
W * DET DET «Ì‰
W * N N,SING,COM ” „ê—Ì
W * CON CON Ê
W * N N,SING,COM €«— 
W * CON CON Ê
W * N N,SING,COM ﬁ ·
W * DELM DELM °
W * N N,SING,COM,INDF ‰ﬁ«»Ì
W * P P «“
W * N N,SING,COM œÌ‰œ«—Ì
W * V V,PRS,POS,3 „Ì ﬂ‘Ìœ
W * DELM DELM .
W * CON CON ç‰«‰ﬂÂ
W * P P œ—
W * DET DET Â„«‰
W * N N,PL,TIME,GEN —Ê“Â«Ì
W * N N,SING,COM »Ì„«—Ì
W * CON CON Ê
W * N N,SING,ORD,GEN Å«Ì«‰
W * N N,SING,COM ⁄„—
W * DELM DELM °
W * N N,SING,COM ”›«—‘
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM °
W * CON CON ﬂÂ
W * PRO PRO,personal,SING,3 «Ê
W * RA RA —«
W * P P œ—
W * N N,SING,COM,INDF ÅÌ—«Â‰Ì
W * P P «“
W * N N,SING,PR,GEN ÅÌ«„»—
W * N N,SING,COM «”·«„
W * DELM DELM )
W * N N,SING,SURN ’
W * DELM DELM (
W * N N,SING,COM ﬂ›‰
W * V V,SUB,POS,6 ﬂ‰‰œ
W * DELM DELM .
W * CON CON Ê
W * CON CON Ì«
W * PRO PRO,DEMO,SING «Ì‰
W * CON CON ﬂÂ
W * N N,PL,COM,GEN Œ—œÂ Â«Ì
W * N N,SING,COM ‰«Œ‰
W * CON CON Ê
W * N N,SING,COM,GEN „ÊÌ
W * N N,SING,PR ÅÌ«„»—
W * DELM DELM )
W * N N,SING,SURN ’
W * DELM DELM (
W * RA RA —«
W * CON CON ﬂÂ
W * ADJ ADJ,INO ‰ê«Âœ«‘ Â
W * V V,PA,SIM,POS,3 »Êœ
W * P P œ—
W * N N,SING,COM,GEN ﬁ»—
W * PRO PRO,personal,SING,3 «Ê
W * V V,SUB,NEG,6 »ê–«—‰œ
W * DELM DELM .
W * P P «“
W * N N,SING,COM,INDF ”ÊÌÌ
W * P P »«
W * QUA QUA,GEN  „«„
W * N N,SING,COM ﬁœ— 
W * ADJ ADJ,SIM,GEN œ—’œœ
W * N N,SING,COM,GEN ‰«»ÊœÌ
W * N N,SING,COM,GEN ÅÌ«„
W * N N,SING,PR ÅÌ«„»—
W * DELM DELM )
W * N N,SING,SURN ’
W * DELM DELM (
W * CON CON Ê
W * N N,SING,GR,GEN Œ«‰œ«‰
W * PRO PRO,personal,SING,3 «Ê
W * ADJ ADJ,INO »—¬„œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM °
W * CON CON Ê
W * P P «“
W * N N,SING,COM,GEN ”ÊÌ
W * ADJ ADJ,SIM œÌê—
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN Õ›Ÿ
W * N N,SING,COM Ÿ«Â—
W * N N,SING,COM ê„«‰
W * V V,PA,PRG,POS,3 „Ì ﬂ—œ
W * CON CON ﬂÂ
W * N N,SING,COM ·»«”
W * CON CON Ê
W * N N,SING,COM ‰«Œ‰
W * CON CON Ê
W * N N,SING,COM,GEN „ÊÌ
W * N N,SING,PR ÅÌ«„»—
W * DELM DELM )
W * N N,SING,SURN ’
W * DELM DELM (
W * PRO PRO,personal,SING,3 «Ê
W * RA RA —«
W * N N,SING,COM ‰Ã« 
W * V V,PRS,POS,3 „Ì œÂœ
W * DELM DELM .
W * V V,PRE,ADJC,3 ÅÌœ«” 
W * CON CON ﬂÂ
W * N N,SING,PR „⁄«ÊÌÂ
W * SPEC SPEC ç‰Ì‰
W * N N,SING,COM,INDF «⁄ ﬁ«œÌ
W * ADJ ADJ,INO,NEG ‰œ«‘ Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * PRO PRO,DEMO,SING «Ì‰
W * CON CON Â„
W * N N,SING,COM,GEN «»“«—
W * ADJ ADJ,SIM,INDF œÌê—Ì
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN ›—Ì»
W * N N,SING,GR „—œ„
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * ADV ADV,GENR,SIM çÂ »”«
W * CON CON ﬂÂ
W * ADJ ADJ,SIM »Ì «—“‘
W * N N,SING,COM  ·ﬁÌ
W * N N,SING,NFL,GEN ﬂ—œ‰
W * N N,SING,COM ÕﬂÊ„ 
W * CON CON Â„
W * P P «“
W * DET DET «Ì‰
W * N N,SING,COM —Ê
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * N N,PL,COM,INDF ﬂ”«‰Ì
W * P P œ—
W * P P »Â
W * N N,SING,COM œ” 
W * N N,SING,NFL,GEN ¬Ê—œ‰
W * N N,SING,COM ﬁœ— 
W * P P »«
W * N N,SING,PR Ì“Ìœ
W * N N,SING,COM „Õ«ÃÂ
W * CON CON Ê
W * N N,SING,COM Ãœ«·
W * V V,SUB,NEG,6 ‰ﬂ‰‰œ
W * DELM DELM .
W * DET DET Â„«‰
W * N N,SING,COM êÊ‰Â
W * CON CON ﬂÂ
W * N N,SING,PR „⁄«ÊÌÂ
W * N N,SING,COM,GEN Õ«’·
W * N N,SING,NUM çÂ·
W * N N,SING,TIME ”«·
W * N N,SING,COM,GEN  Ã—»Â
W * N N,SING,COM «„Ì—Ì
W * CON CON Ê
W * N N,SING,COM,GEN Å«œ‘«ÂÌ
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P œ—
W * N N,SING,COM Ê’Ì 
W * P P »Â
W * N N,SING,PR Ì“Ìœ
W * ADJ ADJ,SIM ›‘—œÂ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON Ê
W * N N,SING,COM ‰”» 
W * P P »Â
W * N N,PL,COM «‘Œ«’
W * CON CON Ê
W * N N,PL,LOC „‰«ÿﬁ
W * N N,SING,COM ”Œ‰
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM .
W * N N,SING,COM,GEN ‘‰«Œ 
W * N N,SING,COM,GEN “„Ì‰ÂÒ
W * N N,SING,COM,GEN «‰ﬁ·«»
W * N N,SING,DAY ⁄«‘Ê—«
W * P P,GEN »œÊ‰
W * N N,SING,COM,GEN »——”Ì
W * N N,PL,COM ÊÌéêÌÂ«
W * CON CON Ê
W * N N,SING,COM,GEN çÂ—Â
W * ADJ ADJ,SIM,GEN ⁄„Ê„Ì
W * DELM DELM :
W * N N,SING,NUM 1
W * DELM DELM -
W * N N,SING,LOC,PR ⁄—«ﬁ
W * ADV ADV,GENR,SIM »Â ÊÌéÂ
W * N N,SING,LOC,PR ﬂÊ›Â
W * CON CON Ê
W * N N,SING,LOC,PR »’—Â
W * N N,SING,NUM 2
W * DELM DELM -
W * N N,SING,LOC,PR ÕÃ«“
W * ADV ADV,GENR,SIM »ÊÌéÂ
W * N N,SING,LOC,PR „œÌ‰Â
W * CON CON Ê
W * N N,SING,LOC,PR „ﬂÂ
W * N N,SING,NUM 3
W * DELM DELM -
W * N N,SING,COM ‘«„
W * ADV ADV,GENR,SIM »ÊÌéÂ
W * N N,SING,LOC,PR œ„‘ﬁ
W * ADJ ADJ,SIM „Ì”—
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM .
W * ADV ADV,GENR,SIM «·» Â
W * N N,SING,NUM œÊ
W * N N,SING,LOC,GEN „‰ÿﬁÂ
W * N N,SING,LOC,PR „’—
W * CON CON Ê
W * N N,SING,LOC,PR Ì„‰
W * CON CON ‰Ì“
W * ADJ ADJ,SIM ﬂ„ «Â„Ì 
W * V V,PA,SIM,NEG,6 ‰»Êœ‰œ
W * DELM DELM .
W * CON CON «„«
W * QUA QUA ÂÌç
W * N N,SING,COM ﬂœ«„
W * N N,SING,COM,GEN «À—
W * ADJ ADJ,SIM,INDF  ⁄ÌÌ‰ ﬂ‰‰œÂ «Ì
W * P P œ—
W * N N,SING,COM ﬁœ— 
W * CON CON Ê
W * N N,SING,COM ÕﬂÊ„ 
W * V V,PA,SIM,NEG,6 ‰œ«‘ ‰œ
W * DELM DELM .
W * N N,SING,LOC,PR ﬂÊ›Â
W * P P œ—
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM ﬂ·«„
W * N N,SING,NUM Ìﬂ
W * N N,SING,LOC,GEN ‘Â—
W * ADJ ADJ,SIM «’Ì·
W * V V,PA,SIM,NEG,3 ‰»Êœ
W * DELM DELM .
W * N N,SING,COM,GEN ”«Œ «—
W * N N,SING,LOC ‘Â—
W * CON CON Ê
W * N N,SING,COM,GEN  —ﬂÌ»
W * N N,SING,GR Ã„⁄Ì 
W * DELM DELM °
W * P P »Â
W * N N,SING,COM,GEN ‘ﬂ·
W * ADJ ADJ,SIM ÿ»Ì⁄Ì
W * N N,SING,COM ›—«Â„
W * ADJ ADJ,INO,NEG ‰‘œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * N N,SING,PR,GEN Â‘«„
W * N N,SING,PR Ã⁄Ìÿ
W * DELM DELM °
W * N N,SING,COM,GEN ÅéÊÂ‘
W * ADJ ADJ,SIM,GEN ﬁ«»·
W * N N,SING,COM,INDF  ÊÃÂÌ
W * P P œ—
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,LOC,PR ﬂÊ›Â
W * N N,SING,COM «‰Ã«„
W * ADJ ADJ,INO œ«œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,LOC,PR ﬂÊ›Â
W * P P œ—
W * N N,SING,ORD ¬€«“
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,NUM Ìﬂ
W * N N,SING,LOC,GEN «—œÊê«Â
W * ADJ ADJ,SIM ‰Ÿ«„Ì
W * CON CON Ê
W * ADV ADV,GENR,TIME »⁄œ«
W * N N,SING,NUM Ìﬂ
W * N N,SING,LOC œ«—«·ÂÃ—Â
W * P P,GEN »—«Ì
W * N N,PL,COM,GEN —“„‰œê«‰
W * ADJ ADJ,SIM „”·„«‰
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * N N,SING,COM,GEN »‰Ì«‰ê–«—Ì
W * N N,SING,LOC,GEN ‘Â—
W * N N,SING,LOC,PR ﬂÊ›Â
W * P P »Â
W * N N,SING,TIME,GEN ”«·
W * N N,SING,NUM,GEN 17
W * ADJ ADJ,SIM ÂÃ—Ì
W * DELM DELM )
W * N N,SING,NUM,GEN 638
W * N N,SING,NPR „
W * DELM DELM (
W * P P,GEN »œÊ‰
W * N N,SING,COM  —œÌœ
W * N N,SING,COM,GEN ‰ ÌÃÂ
W * ADJ ADJ,SIM,GEN „” ﬁÌ„
W * N N,SING,COM,GEN › Õ
W * N N,SING,LOC,PR ⁄—«ﬁ
W * P P »Â
W * N N,SING,COM,GEN œ” 
W * N N,PL,COM «⁄—«»
W * ADJ ADJ,INO »ÊœÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * CON CON Ê
W * DET DET «Ì‰
W * N N,SING,COM „Â„
W * P P œ—
W * N N,SING,COM,INDF “„«‰Ì
W * N N,SING,COM ’Ê— 
W * V V,PA,SIM,POS,3 ê—› 
W * CON CON ﬂÂ
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,SING,COM,GEN ﬂ«—
W * N N,SING,COM  ”·ÿ
W * P P »—
W * N N,SING,LOC,PR ⁄—«ﬁ
W * RA RA —«
W * P P »Â
W * N N,SING,ORD Å«Ì«‰
W * ADJ ADJ,INO »—œÂ
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * DELM DELM .
W * N N,SING,COM,GEN »«“„«‰œÂÒ
W * N N,PL,COM,GEN ‰Ì—ÊÂ«Ì
W * ADJ ADJ,SIM ”«”«‰Ì
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN ›·« 
W * N N,SING,LOC,PR «Ì—«‰
W * N N,SING,COM ⁄ﬁ»
W * ADJ ADJ,INO —«‰œÂ
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * DELM DELM .
W * N N,SING,LOC,PR Ã·Ê·«
W * CON CON Ê
W * N N,SING,LOC,PR „œ«∆‰
W * RA RA —«
W * ADJ ADJ,INO ê—› Â
W * CON CON Ê
W * ADJ ADJ,SIM „Ê›ﬁ
W * ADJ ADJ,INO ‘œÂ
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * N N,SING,COM,GEN ”— «”—
W * N N,SING,LOC,PR ”Ê«œ
W * DELM DELM -
W * N N,SING,COM,GEN ‰«„
W * ADJ ADJ,SIM,GEN ﬁœÌ„Ì
W * N N,SING,COM,INDF „‰ÿﬁÂ «Ì
W * P P œ—
W * N N,SING,DIR,GEN Ã‰Ê»
W * N N,SING,LOC,PR ⁄—«ﬁ
W * DELM DELM -
W * RA RA —«
W * P P »«
W * N N,SING,COM Œ«ﬂ
W * ADJ ADJ,SIM Ìﬂ”«‰
W * V V,SUB,POS,6 ﬂ‰‰œ
W * DELM DELM .
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM Â‰ê«„
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,SING,COM,GEN ·“Ê„
W * N N,SING,COM,GEN »—Å«ÌÌ
W * N N,SING,NUM Ìﬂ
W * N N,SING,LOC œ«—«·ÂÃ—Â
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN Õ«‘ÌÂÒ
W * N N,PL,COM,GEN ”—“„Ì‰Â«Ì
W * N N,SING,COM › Õ
W * MORP MORP,MADJ ‘œÂ
W * N N,SING,COM «Õ”«”
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * CON CON  «
W * CON CON Â„
W * N N,SING,COM,INDF ﬂ«‰Ê‰Ì
W * V V,SUB,POS,3 »«‘œ
W * P P,GEN »—«Ì
W * N N,PL,COM,GEN „Â«Ã—«‰
W * P P «“
W * N N,SING,COM —«Â
W * MORP MORP,MADJ —”ÌœÂ
W * CON CON Ê
W * CON CON Â„
W * N N,SING,LOC,GEN Å«Ìê«Â
W * ADJ ADJ,SIM ‰Ÿ«„Ì
W * P P,GEN »—«Ì
W * N N,SING,COM „ﬁ«»·Â
W * P P »«
W * N N,SING,COM œ‘„‰
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,LOC «—œÊê«Â
W * P P »Â
W * N N,SING,COM,GEN „—Ê—
W * N N,SING,COM “„«‰
W * P P œ—
W * N N,SING,COM,GEN ›«’·Â
W * N N,SING,NUM œÊ
W * N N,SING,TIME œÂÂ
W * N N,SING,COM,GEN ”«Œ «—
W * N N,SING,LOC,INDF ‘Â—Ì
W * P P »Â
W * PRO PRO,R,XOD ŒÊœ
W * V V,PA,SIM,POS,3 ê—› 
W * DELM DELM .
W * ADV ADV,GENR,SIM «·» Â
W * P P œ—
W * N N,SING,COM ﬁÌ«”
W * P P »«
W * N N,SING,LOC,PR „œÌ‰Â
W * CON CON Ê
W * N N,SING,LOC,PR œ„‘ﬁ
W * DELM DELM °
W * N N,SING,COM ÂÊÌ 
W * CON CON Ê
W * N N,SING,COM,GEN «’«· 
W * ADJ ADJ,SIM ‘Â—Ì
W * V V,PA,SIM,NEG,3 ‰œ«‘ 
W * DELM DELM .
W * ADV ADV,GENR,EXM,GEN „À·
W * QUA QUA »—ŒÌ
W * N N,PL,LOC,GEN ‘Â—ﬂÂ«Ì
W * ADJ ADJ,SIM «„—Ê“Ì
W * CON CON ﬂÂ
W * ADV ADV,GENR,EXM,GEN „À·
W * N N,SING,COM ﬁ«—ç
W * N N,SING,COM —‘œ
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * DELM DELM .
W * CON CON «„«
W * N N,SING,COM ÂÊÌ 
W * CON CON Ê
W * N N,SING,COM ”«Œ «—
W * CON CON Ê
W * N N,SING,COM,GEN ‘‰«”‰«„Â
W * ADJ ADJ,SIM „‘Œ’
W * V V,PRS,NEG,6 ‰œ«—‰œ
W * DELM DELM .
W * N N,SING,LOC,PR »’—Â
W * CON CON Â„
W * ADV ADV,GENR,SIM  ﬁ—Ì»«
W * ADJ ADJ,SIM Â„“„«‰
W * P P »«
W * N N,SING,LOC,PR ﬂÊ›Â
W * DELM DELM °
W * N N,SING,NUM,INDF ÌﬂÌ
W * N N,SING,NUM œÊ
W * N N,SING,TIME ”«·
W * ADJ ADJ,CMPR “Êœ —
W * N N,SING,COM ‘ﬂ·
W * ADJ ADJ,INO ê—› Â
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * P P œ—
W * N N,SING,LOC,PR ﬂÊ›Â
W * N N,SING,LOC “„Ì‰
W * RA RA —«
W * P P,GEN »Ì‰
W * N N,PL,GR,GEN ﬁ»«Ì·
W * ADJ ADJ,SIM,GEN ⁄—»
W * N N,PL,COM Ì„«‰ÌÂ«
W * CON CON Ê
W * N N,PL,COM ‰“«—ÌÂ«
W * N N,SING,COM  ﬁ”Ì„
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * DELM DELM .
W * N N,SING,COM,GEN «Â·
W * N N,SING,LOC,PR Ì„‰
W * P P œ—
W * N N,SING,DIR,GEN ‘—ﬁ
W * N N,SING,LOC,PR ﬂÊ›Â
W * CON CON Ê
W * N N,SING,LOC,PR ‰“«—
W * P P œ—
W * N N,SING,DIR,GEN €—»
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM ”ﬂ‰Ì
W * V V,PA,SIM,POS,6 ê“Ìœ‰œ
W * DELM DELM .
W * N N,SING,PR Ì«ﬁÊ 
W * N N,SING,PR Õ„ÊÌ
W * P P œ—
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM,GEN  —ﬂÌ»
W * N N,PL,LOC Œ«‰Â Â«
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ‰‘«‰œÂ‰œÂ
W * N N,SING,GR,GEN Ã„⁄Ì 
W * N N,SING,LOC,PR ﬂÊ›Â
W * CON CON ‰Ì“
W * V V,PRS,POS,3 „Ì  Ê«‰œ
W * V V,SUB,POS,3 »«‘œ
W * DELM DELM °
W * ADJ ADJ,INO ‰Ê‘ Â
W * V V,PRE,SIM «” 
W * DELM DELM :
W * P P œ—
W * N N,SING,LOC,PR ﬂÊ›Â
W * N N,SING,NUM 50
W * N N,SING,NUM Â“«—
W * N N,SING,LOC Œ«‰Â
W * ADJ ADJ,SIM „ ⁄·ﬁ
W * P P »Â
W * N N,SING,PR —»Ì⁄Â
W * CON CON Ê
W * N N,SING,PR „÷—
W * CON CON Ê
W * N N,SING,NUM 24
W * N N,SING,NUM Â“«—
W * N N,SING,LOC Œ«‰Â
W * ADJ ADJ,SIM „ ⁄·ﬁ
W * P P »Â
W * N N,SING,COM,GEN ”«Ì—
W * N N,PL,COM «⁄—«»
W * CON CON Ê
W * N N,SING,NUM 6
W * N N,SING,NUM Â“«—
W * N N,SING,LOC Œ«‰Â
W * ADJ ADJ,SIM „ ⁄·ﬁ
W * P P »Â
W * N N,PL,COM Ì„‰ÌÂ«
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * P P »Â
W * N N,SING,COM,GEN —Ê«Ì 
W * ADJ ADJ,SIM œÌê—
W * N N,PL,COM Ì„‰ÌÂ«
W * DELM DELM °
W * N N,SING,NUM 21
W * N N,SING,NUM Â“«—
W * CON CON Ê
W * N N,SING,PR ‰“«—
W * N N,SING,NUM 8
W * N N,SING,NUM Â“«—
W * N N,SING,LOC Œ«‰Â
W * V V,PA,NAR,POS,6 œ«‘ Â «‰œ
W * DELM DELM .
W * V V,AUX,NIN,NEG ‰»«Ìœ
W * N N,PL,COM,GEN ⁄„·ﬂ—œÂ«Ì
W * ADJ ADJ,SIM Ìﬂ”«‰
W * CON CON Ê
W * ADJ ADJ,SIM,INDF „‰«”»Ì
W * P P »«
W * N N,PL,COM,GEN ‘ﬂ«Ì Â«Ì
W * N N,SING,GR,GEN ‘Ê—«Ì
