Sub * SUBJ SUBJ ! «—ÌŒÌ!
W * N N,SING,LOC,PR „’—
W * CON CON Ê
W * N N,SING,LOC,PR ”Ê—ÌÂ
W * CON CON ﬂÂ
W * N N,SING,TIME Å”
W * P P «“
W * N N,SING,COM «”·«„
W * N N,SING,NFL ¬Ê—œ‰
W * N N,SING,COM,AFF,6 “»«‰‘«‰
W * RA RA —«
W * N N,SING,COM  €ÌÌ—
W * V V,PA,SIM,POS,6 œ«œ‰œ
W * DELM DELM °
W * N N,SING,COM,GEN “»«‰
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * N N,SING,COM Õ›Ÿ
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * DELM DELM °
W * CON CON Ê
W * DET DET «Ì‰
W * N N,SING,COM ﬂ«—
W * RA RA —«
W * CON CON Â„
W * ADV ADV,GENR,SIM ¬ê«Â«‰Â
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * DELM DELM °
W * CON CON Ê
W * P P  «
W * N N,SING,COM,INDF Ã«ÌÌ
W * N N,SING,COM ÅÌ‘
W * V V,PA,SIM,POS,6 —› ‰œ
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM Õ Ì
W * ADV ADV,GENR,TIME »⁄œÂ«
W * N N,SING,COM,GEN “»«‰
W * ADJ ADJ,SIM ›«—”Ì
W * RA RA —«
W * P P »Â
W * N N,SING,COM,GEN „‰“·Â
W * N N,SING,COM,INDF “»«‰Ì
W * ADJ ADJ,SIM „ﬁœ”
W * CON CON Ê
W * N N,SING,COM,GEN “»«‰
W * ADJ ADJ,ORD,GEN œÊ„
W * N N,SING,COM,GEN ⁄«·„
W * N N,SING,COM «”·«„
W * V V,PA,SIM,POS,6 œ—¬Ê—œ‰œ
W * DELM DELM .
W * N N,SING,COM,GEN “»«‰
W * ADJ ADJ,SIM ›«—”Ì
W * P P »Â
W * N N,SING,COM,GEN ’Ê— 
W * ADJ ADJ,SIM „ﬂ Ê»
W * ADV ADV,GENR,SIM —”„«
W * P P «“
W * N N,PL,ORD,GEN «Ê«”ÿ
W * N N,SING,TIME,GEN ﬁ—‰
W * ADJ ADJ,ORD çÂ«—„
W * P P,GEN Ê«—œ
W * N N,SING,COM,GEN ›—Â‰ê
W * ADJ ADJ,SIM,GEN «”·«„Ì
W * N N,SING,LOC,PR «Ì—«‰
W * V V,PA,SIM,POS,3 ‘œ
W * CON CON Ê
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * ADJ ADJ,SUP ‰Œ” Ì‰
W * N N,PL,COM,INDF ﬁœ„Â«ÌÌ
W * CON CON ﬂÂ
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM —«Â
W * ADJ ADJ,INO »—œ«‘ Â
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM °
W * N N,SING,COM,INDF  —Ã„Â «Ì
W * V V,PRE,SIM «” 
W * P P «“
W * N N,SING,PR ﬁ—¬‰
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,COM,GEN  —Ã„Â
W * N N,SING,COM,GEN  ›”Ì—
W * N N,SING,PR ÿ»—Ì
W * ADJ ADJ,SIM „⁄—Ê›
W * V V,PRE,SIM «” 
W * DELM DELM .
W * CON CON Ê·Ì
W * N N,SING,COM ÅÌ‘
W * P P «“
W * PRO PRO,DEMO,SING ¬‰
W * DELM DELM °
W * P P œ—
W * N N,PL,TIME,GEN ﬁ—‰Â«Ì
W * ADJ ADJ,SUP ‰Œ” Ì‰
W * DELM DELM °
W * CON CON ‰Ì“
W * N N,PL,COM,INDF ‘Ê«ÂœÌ
W * V V,PRS,POS,3 Â” 
W * CON CON ﬂÂ
W * N N,SING,COM ‰‘«‰
W * V V,PRS,POS,3 „Ì œÂœ
W * QUA QUA »⁄÷Ì
W * P P «“
W * N N,PL,COM,GEN »“—ê«‰
W * ADJ ADJ,SIM «Ì—«‰Ì
W * CON CON ﬂÂ
W * PRO PRO,R,XOD ŒÊœ
W * P P œ—
W * N N,SING,COM,GEN —œÌ›
W * N N,PL,COM Å«—”«Ì«‰
W * CON CON Ê
W * N N,PL,COM,GEN ’Ê›Ì«‰
W * ADJ ADJ,SIM »—Ã” Â
W * P P »Â
W * N N,SING,COM ‘„«—
W * V V,PA,PRG,POS,6 „Ì ¬„œ‰œ
W * DELM DELM °
W * P P »Â
W * N N,SING,COM ›«—”Ì
W * N N,SING,COM ”Œ‰
W * V V,PA,PRG,POS,6 „Ì ê› ‰œ
W * DELM DELM .
W * P P «“
W * N N,SING,COM,GEN ›«—”Ì êÊÌÌ
W * QUA QUA »⁄÷Ì
W * P P «“
W * N N,PL,COM,GEN „‘«ÌŒ
W * ADJ ADJ,SIM «Ì—«‰Ì
W * P P œ—
W * N N,PL,COM,GEN ﬁ—Ê‰
W * ADJ ADJ,ORD ”Ê„
W * CON CON Ê
W * ADJ ADJ,ORD çÂ«—„
W * N N,PL,COM,GEN ‘Ê«Âœ
W * ADJ ADJ,SIM,INDF „ ⁄œœÌ
W * P P œ—
W * N N,SING,COM œ” 
W * V V,PRE,SIM «” 
W * DELM DELM ∫
W * CON CON Ê·Ì
W * P P œ—
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM ›«—”Ì êÊÌÌ
W * N N,PL,COM,GEN „‘«ÌŒ
W * N N,SING,TIME,GEN ﬁ—‰
W * ADJ ADJ,ORD œÊ„
W * N N,SING,COM,GEN «ÿ·«⁄
W * PRO PRO,personal,PL,1 „«
W * ADV ADV,deg,SIM »”Ì«—
W * ADJ ADJ,SIM ‰«çÌ“
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,TIME,GEN ﬁ—‰
W * ADJ ADJ,ORD «Ê·
W * N N,PL,COM,GEN Ã„·« 
W * ADJ ADJ,SIM,INDF ›«—”ÌÌ
W * V V,PRS,POS,3 Â” 
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,PR ÅÌ€„»—
W * DELM DELM )
W * N N,SING,SURN ’
W * DELM DELM (
W * N N,SING,COM ‰”» 
W * V V,PA,NAR,POS,6 œ«œÂ «‰œ
W * CON CON Ê
W * CON CON ‰Ì“
W * N N,PL,COM,INDF Ã„·« Ì
W * CON CON ﬂÂ
W * P P «“
W * N N,SING,COM,GEN ﬁÊ·
W * N N,SING,PR,GEN ”·„«‰
W * N N,SING,PR ›«—”Ì
W * N N,SING,COM ‰ﬁ·
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * DELM DELM .
W * N N,SING,NUM 1
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,PL,COM,GEN “Â«œ
W * ADJ ADJ,SIM,GEN „⁄—Ê›
W * N N,SING,TIME,GEN ﬁ—‰
W * ADJ ADJ,ORD «Ê·
W * CON CON Ê
W * N N,PL,ORD,GEN «Ê«∆·
W * N N,SING,TIME,GEN ﬁ—‰
W * ADJ ADJ,ORD œÊ„
W * CON CON ﬂÂ
W * N N,SING,COM —«Â
W * RA RA —«
W * P P,GEN »—«Ì
W * N N,SING,COM «” ›«œÂ
W * P P «“
W * N N,SING,COM,GEN “»«‰
W * ADJ ADJ,SIM ›«—”Ì
W * P P œ—
W * N N,SING,COM,GEN »Ì«‰
W * N N,PL,COM,GEN ⁄·Ê„
W * ADJ ADJ,SIM ‘—⁄Ì
W * CON CON Ê
W * N N,SING,COM,GEN  ›”Ì—
W * N N,SING,PR ﬁ—¬‰
W * ADJ ADJ,SIM Â„Ê«—
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM °
W * N N,SING,PR,GEN Õ”‰
W * N N,SING,PR »’—Ì
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * P P «“
W * N N,SING,COM,GEN ﬁÊ·
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM ‰ﬁ·
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * CON CON ﬂÂ
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * IF IF «ê—
W * N N,SING,COM,INDF ﬂ”Ì
W * QUA QUA,GEN Â„Â
W * N N,PL,COM,GEN «Õﬂ«„
W * N N,SING,COM ‘—Ì⁄ 
W * CON CON Ê
W * N N,SING,COM,GEN  ›”Ì—
W * N N,SING,PR ﬁ—¬‰
W * P P »Â
W * N N,SING,COM,GEN “»«‰
W * ADJ ADJ,SIM  —ﬂÌ
W * CON CON Ê
W * ADJ ADJ,SIM Å«—”Ì
W * CON CON Ê
W * CON CON Ì«
W * ADJ ADJ,SIM —Ê„Ì
W * V V,SUB,POS,3 »œ«‰œ
W * CON CON Ê
W * ADJ ADJ,SIM  «“Ì
W * V V,PA,SIM,NEG,3 ‰œ«‰œ
W * DELM DELM °
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM ⁄«·„
W * V V,SUB,POS,3 »«‘œ
W * DELM DELM °
W * N N,SING,PR,GEN Õ”‰
W * N N,SING,PR »’—Ì
W * ADJ ADJ,SIM «Ì—«‰Ì
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON Ê
W * ADV ADV,GENR,SIM Ÿ«Â—«
W * N N,SING,COM ›«—”Ì
W * V V,PA,PRG,POS,3 „Ì œ«‰” 
W * DELM DELM °
W * CON CON Ê·Ì
W * P P «“
W * N N,SING,COM ›«—”Ì êÊÌÌ
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,SING,COM,INDF çÌ“Ì
W * P P »Â
W * N N,SING,COM œ” 
W * PRO PRO,personal,PL,1 „«
W * ADJ ADJ,INO,NEG ‰—”ÌœÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,LOC,GEN ‘Â—
W * N N,SING,LOC,PR »’—Â
W * DELM DELM °
W * CON CON ﬂÂ
W * N N,SING,PR Õ”‰
W * P P œ—
W * PRO PRO,DEMO,SING ¬‰
W * V V,PA,PRG,POS,3 „Ì “Ì” 
W * DELM DELM °
W * P P œ—
W * N N,PL,TIME,GEN ﬁ—‰Â«Ì
W * ADJ ADJ,ORD «Ê·
W * CON CON Ê
W * ADJ ADJ,ORD œÊ„
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,PL,COM,GEN ‘Â—Â«Ì
W * ADJ ADJ,SIM,GEN „Â„
W * N N,SING,COM,GEN ⁄«·„
W * N N,SING,COM «”·«„
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM °
W * N N,SING,COM,GEN ÂÊÌ 
W * ADJ ADJ,SIM «Ì—«‰Ì
W * V V,PA,SIM,POS,3 œ«‘ 
W * CON CON Ê
W * N N,SING,COM,GEN “»«‰
W * ADJ ADJ,SIM ›«—”Ì
W * P P œ—
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM  ﬂ·„
W * V V,PA,PRG,POS,3 „Ì ‘œ
W * DELM DELM °
W * ADV ADV,GENR,SIM Õ Ì
W * P P œ—
W * N N,PL,COM,GEN „Õ«›·
W * ADJ ADJ,SIM œÌ‰Ì
W * ADJ ADJ,SIM,GEN „ ﬂ·„
W * ADJ ADJ,SIM »’—Ì
W * N N,SING,PR,GEN „Ê”Ì
W * N N,SING,PR,GEN »‰
W * N N,SING,PR,GEN ”Ì«—
W * N N,SING,PR «”Ê«—Ì
W * P P œ—
W * N N,PL,COM,GEN „Ã«·”
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,PR ﬁ—¬‰
W * RA RA —«
W * P P,GEN »—«Ì
W * N N,PL,COM ⁄—» “»«‰«‰
W * P P »Â
W * N N,SING,COM ⁄—»Ì
W * N N,SING,COM  ›”Ì—
W * V V,PA,PRG,POS,3 „Ì ﬂ—œ
W * DELM DELM °
W * CON CON Ê·Ì
W * P P,GEN »—«Ì
W * N N,PL,COM ›«—”Ì “»«‰«‰
W * P P »Â
W * N N,SING,COM ›«—”Ì
W * N N,SING,COM  —Ã„Â
W * CON CON Ê
W * N N,SING,COM  ›”Ì—
W * V V,PA,PRG,POS,3 „Ì ﬂ—œ
W * DELM DELM .
W * N N,SING,NUM 3
W * CON CON Ê·Ì
W * ADJ ADJ,SUP „Â„ —Ì‰
W * N N,SING,COM,INDF Ã«ÌÌ
W * CON CON ﬂÂ
W * N N,PL,COM,GEN ⁄·„«Ì
W * ADJ ADJ,SIM,GEN œÌ‰Ì
W * PRO PRO,DEMO,SING ¬‰
W * P P «“
W * N N,SING,TIME,GEN ﬁ—‰
W * ADJ ADJ,ORD œÊ„
W * P P »Â
W * N N,SING,TIME »⁄œ
W * P P œ—
W * N N,SING,COM ”Œ‰
W * N N,SING,NFL,GEN ê› ‰
W * N N,SING,COM,GEN “»«‰
W * ADJ ADJ,SIM ›«—”Ì
W * P P »Â
W * N N,SING,COM ﬂ«—
W * V V,PA,SIM,POS,6 »—œ‰œ
W * DELM DELM °
W * N N,SING,LOC,PR Œ—«”«‰
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * N N,SING,COM,GEN › Ê«Ì
W * N N,SING,PR «»ÊÕ‰Ì›Â
W * P P œ—
W * N N,SING,PR ›ﬁÂ «·«ﬂ»—
W * CON CON ﬂÂ
W * ADJ ADJ,INO ê› Â
W * V V,PRE,SIM «” 
W * N N,SING,COM «” ›«œÂ
W * P P «“
W * N N,PL,COM,GEN ﬂ·„« 
W * ADJ ADJ,SIM ›«—”Ì
W * P P,GEN »—«Ì
W * N N,SING,NFL,GEN ‰«„Ìœ‰
W * N N,PL,COM,GEN ’›« 
W * ADJ ADJ,SIM «·ÂÌ
W * ADJ ADJ,SIM Ã«Ì“
W * V V,PRE,SIM «” 
W * DELM DELM °
W * P P »Â
W * N N,SING,COM,GEN «” À‰«Ì
W * N N,SING,COM,GEN ﬂ·„ÂÒ
W * N N,SING,COM œ” 
W * DELM DELM °
W * ADJ ADJ,SIM,GEN ﬁ«»·
W * N N,SING,COM  √„·
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P «“
W * N N,SING,PR «»ÊÕ‰Ì›Â
W * N N,SING,COM,GEN › Ê«Ì
W * ADJ ADJ,SIM,INDF œÌê—Ì
W * CON CON ‰Ì“
W * N N,SING,COM ‰ﬁ·
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * CON CON ﬂÂ
W * N N,SING,COM »‰«
W * P P »—
W * PRO PRO,DEMO,SING ¬‰
W * ADJ ADJ,SIM Ã«Ì“
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * N N,PL,COM ›«—”Ì “»«‰«‰
W * P P »Â
W * N N,SING,COM,GEN Ã«Ì
W * N N,SING,COM «··Â «ﬂ»—
W * V V,SUB,POS,6 »êÊÌ‰œ
W * DELM DELM :
W * N N,SING,PR Œœ«
W * ADJ ADJ,SIM »“—ê
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,PL,COM „‘«ÌŒ
W * CON CON Ê
W * N N,PL,COM,GEN ‰ÊÌ”‰œê«‰
W * ADJ ADJ,SIM Œ—«”«‰Ì
W * P P œ—
W * N N,SING,TIME,GEN ﬁ—‰
W * ADJ ADJ,ORD ”Ê„
W * CON CON ‰Ì“
W * P P œ—
W * N N,SING,COM ê› «—
W * CON CON Ê
W * N N,SING,COM,GEN ‰Ê‘ «—
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM ›«—”Ì
W * RA RA —«
W * P P »Â
W * N N,SING,COM ﬂ«—
W * V V,PRS,POS,6 „Ì »—‰œ
W * CON CON Ê
W * PRO PRO,personal,PL,1 „«
W * N N,PL,COM,GEN ‘Ê«Âœ
W * ADJ ADJ,CMPR,INDF »Ì‘ —Ì
W * P P «“
W * PRO PRO,DEMO,PL ¬‰Â«
W * P P œ—
W * N N,SING,COM œ” 
W * V V,PRS,POS,4 œ«—Ì„
W * DELM DELM ∫
W * CON CON Ê·Ì
W * PRO PRO,INDF,SING ¬‰çÂ
W * ADJ ADJ,SIM «‰œﬂ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * ADV ADV,GENR,SIM »«·‰”»Â
W * ADJ ADJ,CMPR «—“‘„‰œ —
W * DELM DELM °
W * N N,PL,COM,INDF Ã„·« Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P «“
W * N N,PL,COM Å«—”«Ì«‰
W * CON CON Ê
W * N N,PL,COM,GEN »“—ê«‰
W * ADJ ADJ,SIM,GEN œÌ‰Ì
W * N N,SING,LOC,PR Œ—«”«‰
W * P P œ—
W * N N,SING,TIME,GEN ﬁ—‰
W * ADJ ADJ,ORD œÊ„
W * P P »Â
W * N N,SING,COM Ã«
W * ADJ ADJ,INO „«‰œÂ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * PRO PRO,personal,PL,1 „«
W * V V,PRS,POS,4 „Ì ŒÊ«ÂÌ„
W * P P œ—
W * ADV ADV,GENR,LOC «Ì‰Ã«
W * N N,PL,COM,INDF Ã„·« Ì
W * RA RA —«
W * CON CON ﬂÂ
W * P P «“
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * DET DET «Ì‰
W * N N,PL,COM,GEN »“—ê«‰
W * ADJ ADJ,SIM Œ—«”«‰Ì
W * P P »Â
W * N N,SING,COM Ã«
W * ADJ ADJ,INO „«‰œÂ
W * V V,PRE,SIM «” 
W * N N,SING,COM ‰ﬁ·
W * CON CON Ê
W * N N,SING,COM »——”Ì
W * V V,SUB,POS,4 ﬂ‰Ì„
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM ‘Œ’
W * N N,SING,PR ⁄»œ«··Â
W * N N,SING,PR,GEN „»«—ﬂ
W * N N,SING,PR „—Ê“Ì
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR ⁄»œ«··Â
W * N N,SING,PR „»«—ﬂ
W * N N,SING,NUM 181
W * DELM DELM -
W * N N,SING,NUM 118
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,PL,COM Å«—”«Ì«‰
W * CON CON Ê
W * N N,PL,COM ⁄·„«
W * CON CON Ê
W * N N,PL,COM,GEN „‘«ÌŒ
W * ADJ ADJ,SIM,GEN „⁄—Ê›
W * N N,SING,TIME,GEN ﬁ—‰
W * ADJ ADJ,ORD,GEN œÊ„
W * ADJ ADJ,SIM ÂÃ—Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,LOC,PR „—Ê
W * P P »Â
W * N N,SING,COM œ‰Ì«
W * V V,PA,SIM,POS,3 ¬„œ
W * CON CON Ê
W * ADV ADV,GENR,SIM Ÿ«Â—«
W * ADJ ADJ,CMPR,GEN »Ì‘ —
W * N N,SING,COM,GEN ⁄„—
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * CON CON ‰Ì“
W * N N,SING,LOC Â„«‰Ã«
W * V V,PA,SIM,POS,3 ê–—«‰œ
W * DELM DELM .
W * N N,SING,PR,GEN «»Ê‰⁄Ì„
W * N N,SING,PR «’›Â«‰Ì
W * P P «“
W * PRO PRO,personal,SING,3 «Ê
W * P P »«
W * N N,SING,COM,GEN ·ﬁ»
W * N N,SING,COM ‘«Â«‰‘«Â
W * N N,SING,COM Ì«œ
W * ADJ ADJ,INO ﬂ—œÂ
W * CON CON Ê
W * N N,SING,PR,GEN ›—Ìœ«·œÌ‰
W * N N,SING,PR ⁄ÿ«—
W * CON CON ‰Ì“
W * ADJ ADJ,INO ê› Â
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * PRO PRO,personal,SING,3 «Ê
W * RA RA —«
W * N N,SING,COM,GEN ‘Â‰‘«Â
W * N N,PL,COM ⁄·„«
W * V V,PA,PRG,POS,6 ê› ‰œÌ
W * DELM DELM .
W * N N,SING,NUM 4
W * N N,SING,PR ⁄»œ«··Â
W * P P «“
W * MORP MORP,MN,SING »Ì”  ”«·êÌ
W * P P »Â
W * N N,SING,COM,GEN œ‰»«·
W * N N,SING,COM ⁄·„
W * V V,PA,SIM,POS,3 —› 
W * CON CON Ê
W * N N,SING,COM,INDF „œ Ì
W * P P œ—
W * N N,SING,LOC,PR ⁄—«ﬁ
W * P P »Â
W * N N,SING,COM ”—
W * V V,PA,SIM,POS,3 »—œ
W * CON CON Ê
W * N N,SING,COM,INDF „œ Ì
W * CON CON Â„
W * P P œ—
W * N N,SING,LOC,PR „ﬂÂ
W * ADJ ADJ,SIM „Ã«Ê—
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * N N,SING,COM,INDF Â‰ê«„Ì
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,LOC,PR „—Ê
W * V V,PA,SIM,POS,3 »«“ê‘ 
W * DELM DELM °
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,PL,COM,GEN ⁄·„«Ì
W * N N,SING,COM ÕœÌÀ
W * CON CON Ê
W * N N,SING,COM ›ﬁÂ
W * P P »Â
W * N N,SING,COM ‘„«—
W * V V,PA,PRG,POS,3 „Ì ¬„œ
W * DELM DELM ∫
W * CON CON ç‰«‰ ﬂÂ
W * N N,SING,PR ⁄ÿ«—
W * V V,PRS,POS,3 „Ì ‰ÊÌ”œ
W * DELM DELM :
W * N N,SING,COM,GEN «Â·
W * N N,SING,LOC,PR „—Ê
W * P P,PRO »œÊ
W * N N,SING,COM  Ê·«
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * CON CON Ê
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM ‰Ì„Â
W * N N,SING,COM,GEN ÿ—Ìﬁ
W * N N,SING,COM ›ﬁÂ
W * V V,PA,PRG,POS,6 „Ì ”Å—œ‰œ
W * CON CON Ê
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM ‰Ì„Â
W * N N,SING,COM,GEN ÿ—Ìﬁ
W * N N,SING,COM ÕœÌÀ
W * CON CON Ê
W * N N,SING,PR ⁄»œ«··Â
W * P P œ—
W * ADV ADV,GENR,LOC ¬‰Ã«
W * N N,SING,NUM œÊ
W * N N,SING,COM —»«ÿ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM :
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P »Â
W * N N,SING,COM,GEN ÃÂ 
W * N N,SING,COM,GEN «Â·
W * N N,SING,COM ÕœÌÀ
W * CON CON Ê
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN «Â·
W * N N,SING,COM —√Ì
W * DELM DELM .
W * N N,SING,PR ’Ê›ÌÂ
W * P P «“
W * N N,SING,PR ⁄»œ«··Â
W * N N,SING,PR „»«—ﬂ
W * DELM DELM °
W * P P œ—
W * N N,PL,COM,GEN  –ﬂ—Â Â«Ì
W * PRO PRO,R,XOD ŒÊœ
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,PL,COM «Ê·Ì«
W * N N,SING,COM Ì«œ
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * CON CON Ê
W * ADV ADV,GENR,SIM Õ Ì
W * PRO PRO,personal,SING,3 «Ê
W * RA RA —«
W * P P «“
W * N N,PL,COM,GEN ÅÌ‘ﬂ”Ê «‰
W * N N,SING,COM,GEN ÿ—ÌﬁÂÒ
W * N N,SING,COM „·«„ ÌÂ
W * CON CON ‰Ì“
W * P P »Â
W * N N,SING,COM ‘„«—
W * V V,PA,NAR,POS,6 ¬Ê—œÂ «‰œ
W * DELM DELM °
W * CON CON Â—ç‰œﬂÂ
W * N N,SING,COM,GEN Å–Ì—‘
W * DET DET «Ì‰
W * N N,SING,COM „ÿ·»
W * ADV ADV,deg,SIM ﬁœ—Ì
W * ADJ ADJ,SIM œ‘Ê«—
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,PL,COM,INDF  √·Ì›« Ì
W * CON CON Â„
W * P P «“
W * PRO PRO,personal,SING,3 ÊÌ
W * P P »Â
W * N N,SING,COM Ã«
W * V V,PA,NAR,POS,3 „«‰œÂ
W * CON CON ﬂÂ
W * P P «“
W * N N,SING,COM,GEN „Ì«‰
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,SING,NUM œÊ
W * N N,SING,COM «À—
W * P P »Â
W * N N,SING,COM ç«Å
W * ADJ ADJ,INO —”ÌœÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P »«
W * N N,SING,COM,GEN ‰«„
W * N N,SING,COM,GEN ﬂ «»
W * N N,SING,PR «·“ÂœÊ«·—ﬁ«∆ﬁ
W * CON CON Ê
W * ADV ADV,GENR,SIM œÌê—
W * N N,SING,COM,GEN ﬂ «»
W * N N,SING,PR «·ÃÂ«œ
W * DELM DELM .
W * P P œ—
W * N N,PL,COM,GEN „‰«»⁄
W * ADJ ADJ,SIM ﬁœÌ„
W * CON CON ﬂÂ
W * P P  «
W * N N,SING,TIME,GEN ﬁ—‰
W * ADJ ADJ,ORD Å‰Ã„
W * ADJ ADJ,SIM ÂÃ—Ì
W * N N,SING,COM  √·Ì›
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * N N,PL,COM,GEN «ﬁÊ«·
W * ADJ ADJ,SIM,INDF „ ⁄œœÌ
W * P P «“
W * N N,SING,PR ⁄»œ«··Â
W * N N,SING,PR „»«—ﬂ
W * N N,SING,COM ‰ﬁ·
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM «·» Â
W * PRO PRO,INDF,SING Â„Â
W * P P »Â
W * N N,SING,COM ⁄—»Ì
W * V V,PRE,SIM «” 
W * CON CON Ê
W * PRO PRO,DEMO,SING «Ì‰
W * ADV ADV,deg,SIM ﬂ«„·«
W * ADJ ADJ,SIM ÿ»Ì⁄Ì
W * V V,PRE,SIM «” 
W * DELM DELM ∫
W * CON CON Ê·Ì
W * ADJ ADJ,SIM „⁄·Ê„
W * V V,PRS,NEG,3 ‰Ì” 
W * CON CON ﬂÂ
W * N N,PL,COM,INDF «ﬁÊ«·Ì
W * CON CON ﬂÂ
W * P P «“
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM ‰ﬁ·
W * V V,PA,NAR,POS,6 ﬂ—œÂ «‰œ
W * DELM DELM °
W * P P œ—
W * N N,SING,COM «’·
W * PRO PRO,INDF,SING Â„Â
W * P P »Â
W * N N,SING,COM ⁄—»Ì
W * ADJ ADJ,INO »ÊœÂ
W * V V,SUB,POS,3 »«‘œ
W * DELM DELM .
W * N N,PL,COM ⁄·„«
W * CON CON Ê
W * N N,PL,COM “Â«œ
W * CON CON Ê
W * N N,PL,COM,GEN ’Ê›Ì«‰
W * ADJ ADJ,SIM,GEN «Ì—«‰Ì
W * ADJ ADJ,SIM ›«—”Ì “»«‰
W * P P «“
W * N N,PL,COM,GEN ﬁ—Ê‰
W * ADJ ADJ,ORD œÊ„
W * CON CON Ê
W * ADJ ADJ,ORD ”Ê„
W * P P »Â
W * N N,SING,TIME »⁄œ
W * P P œ—
W * N N,PL,COM,GEN „Ã«·”
W * PRO PRO,R,XOD ŒÊœ
W * CON CON Ê
W * P P œ—
W * N N,SING,COM,GEN „Ì«‰
W * N N,PL,COM ‘«ê—œ«‰
W * CON CON Ê
W * N N,PL,COM „—Ìœ«‰
W * P P »Â
W * N N,SING,COM,GEN “»«‰
W * ADJ ADJ,SIM ›«—”Ì
W * N N,SING,COM  ﬂ·„
W * V V,PA,PRG,POS,6 „Ì ﬂ—œ‰œ
W * CON CON Ê
W * DET DET,I çÂ
W * ADV ADV,GENR,SIM »”«
W * QUA QUA »”Ì«—Ì
W * P P «“
