Sub * SUBJ SUBJ !œ«” «‰!
W * N N,SING,COM,GEN ﬂ—„
W * ADJ ADJ,SIM Œ«ﬂÌ
W * ADV ADV,GENR,SIM ›ﬁÿ
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM Å«
W * V V,PA,SIM,POS,3 œ«‘ 
W * DELM DELM .
W * N N,SING,PR ‘«Â
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * ADV ADV,I çÌ
W * DELM DELM !
W * PRO PRO,personal,SING,2  Ê
W * PRO PRO,personal,SING,2  Ê
W * ADV ADV,GENR,SIM ›ﬁÿ
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM Å«
W * V V,PRS,POS,2 œ«—Ì
W * DELM DELM ø
W * N N,SING,COM,GEN ﬂ—„
W * ADJ ADJ,SIM Œ«ﬂÌ
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM ⁄„—
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * DET DET «Ì‰
W * N N,SING,COM —«“
W * RA RA —«
W * P P »«
W * N N,SING,COM,GEN ÅÊ‘Ìœ‰
W * N N,SING,COM,INDF ‘·Ê«—Ì
W * CON CON ﬂÂ
W * N N,SING,NUM œÊ
W * N N,SING,CONT  «
W * N N,SING,COM,GEN Å«çÂ
W * V V,PRS,POS,3 œ«—œ
W * ADJ ADJ,SIM Å‰Â«‰
W * V V,PA,NAR,POS,1 ﬂ—œÂ «„
W * DELM DELM .
W * CON CON œ—Ê«ﬁ⁄
W * P P œ—
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN Å«çÂ
W * PRO PRO,personal,SING,1 „‰
W * QUA QUA ÂÌç
W * N N,SING,COM Êﬁ 
W * N N,SING,COM,INDF Å«ÌÌ
W * N N,SING,COM ÊÃÊœ
W * V V,PRS,NEG,3 ‰œ«—œ
W * DELM DELM !
W * ADV ADV,GENR,TIME Õ«·«
W * CON CON ﬂÂ
W * N N,SING,COM,AFF,1 —«“„
W * ADJ ADJ,SIM ›«‘
W * ADJ ADJ,INO ‘œÂ
W * ADV ADV,GENR,SIM ·««ﬁ·
W * N N,SING,COM,AFF,1 Ã«Ì“Â «„
W * RA RA —«
W * V V,SUB,POS,5 »œÂÌœ
W * DELM DELM .
Sub * SUBJ SUBJ !¬êÂÌ!
W * N N,SING,COM ﬂ‰‹œÊ
W * P P »«
W * N N,SING,COM,INDF „ÕÌÿÌ
W * ADJ ADJ,SIM “Ì»«
W * CON CON Ê
W * ADJ ADJ,SIM  „Ì“
W * CON CON Ê
W * N N,PL,COM,GEN €–«Â«Ì
W * ADJ ADJ,SIM,GEN ŒÊ‘„“Â
W * ADJ ADJ,SIM «Ì—«‰Ì
W * ADJ ADJ,SIM,GEN ¬„«œÂÒ
W * N N,SING,COM Å–Ì—«ÌÌ
W * P P «“
W * PRO PRO,personal,PL,2 ‘„«
W * CON CON Ê
W * N N,PL,COM,AFF,5 ⁄“Ì“«‰ «‰
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,LOC,GEN —” Ê—«‰
W * N N,SING,LOC ﬂ‰œÊ
W * P P œ—
W * N N,SING,LOC,PR ·‰œ‰
W * N N,SING,COM,GEN «—“‘
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM »«—
W * N N,SING,COM  Ã—»Â
W * N N,SING,NFL ﬂ—œ‰
W * RA RA —«
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
Sub * SUBJ SUBJ !Å“‘ﬂÌ!
W * DELM DELM #
W * N N,SING,COM,GEN œ«‰” ‰Ì
W * ADJ ADJ,SIM ⁄·„‹Ì
W * DELM DELM #
W * N N,SING,COM «” —«Õ 
W * N N,SING,COM „«ÂÌçÂ
W * N N,SING,COM,GEN ﬁ·»
W * N N,SING,COM „«ÂÌçÂ
W * DELM DELM °
W * N N,SING,COM,GEN ﬁ·»
W * PRO PRO,personal,PL,1 „«
W * ADJ ADJ,SIM  ‰Â«
W * N N,SING,COM,INDF ⁄÷ÊÌ
W * P P œ—
W * N N,SING,COM »œ‰
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,AFF,3 ﬂ«—‘
W * QUA QUA ÂÌç
W * N N,SING,COM ê«Â
W * ADJ ADJ,SIM „ Êﬁ›
W * V V,PRS,NEG,3 ‰„Ì ‘Êœ
W * DELM DELM °
W * CON CON “Ì—«
W * N N,SING,COM,GEN  Êﬁ›
W * N N,SING,COM,GEN ﬂ«—
W * N N,SING,COM ﬁ·»
W * N N,SING,COM,GEN ”»»
W * N N,SING,COM,GEN ‰«»ÊœÌ
W * N N,SING,COM “‰œêÌ
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * N N,SING,TIME Å”
W * DET DET «Ì‰
W * N N,SING,COM,GEN „«ÂÌçÂ
W * ADJ ADJ,SIM Å—ﬂ«—
W * DET DET,I çÂ
W * N N,SING,COM „Êﬁ⁄
W * N N,SING,COM «” —«Õ 
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM ø
W * P P œ—
W * N N,SING,COM Å«”Œ
W * P P »Â
W * DET DET «Ì‰
W * N N,SING,COM ”∆Ê«·
W * V V,AUX,NIN,POS »«Ìœ
W * V V,PA,SIM,POS,3 ê› 
W * N N,SING,COM „«ÂÌçÂ
W * N N,SING,COM ﬁ·»
W * P P,GEN  Õ 
W * N N,SING,COM,GEN  √ÀÌ—
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN ‘»ﬂÂ
W * ADJ ADJ,SIM ⁄’»Ì
W * N N,SING,COM ﬁ—«—
W * V V,PRS,POS,3 œ«—œ
W * CON CON ﬂÂ
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * PRO PRO,DEMO,PL ¬‰Â«
W * N N,SING,GR,GEN  ⁄œ«œ
W * N N,PL,COM ÷—»«‰
W * CON CON Ê
W * N N,SING,COM,GEN ﬁœ— 
W * N N,SING,COM Å„Å
W * RA RA —«
W * N N,SING,COM «›“«Ì‘
W * V V,PRS,POS,3 „Ì œÂœ
W * CON CON Ê
W * PRO PRO,INDF,SING œÌê—Ì
W * P P œ—
W * N N,PL,COM,GEN „Ê«ﬁ⁄
W * N N,SING,COM,GEN ⁄œ„
W * N N,SING,COM ‰Ì«“
W * P P »Â
W * N N,SING,COM,GEN ﬂ«—
W * ADJ ADJ,SIM,GEN «÷«›Ì
W * N N,SING,GR,GEN  ⁄œ«œ
W * N N,PL,COM ÷—»«‰
W * CON CON Ê
W * N N,SING,COM,GEN „Ì“«‰
W * N N,SING,COM,GEN «‰ﬁ»«÷
W * N N,SING,COM ﬁ·»
W * RA RA —«
W * N N,SING,COM ﬂ«Â‘
W * V V,PRS,POS,3 „Ì œÂœ
W * DELM DELM .
W * N N,SING,TIME Å”
W * CON CON œ—Ê«ﬁ⁄
W * N N,SING,COM,GEN «” —«Õ 
W * ADJ ADJ,SIM,GEN Ê«ﬁ⁄Ì
W * N N,SING,COM,GEN „«ÂÌçÂ
W * N N,SING,COM ﬁ·»
W * P P œ—
W * N N,SING,COM,GEN Â‰ê«„
W * N N,SING,COM ﬂ«—
W * CON CON Ê
W * P P »«
W * ADJ ADJ,SIM ﬂ„
W * N N,SING,NFL,GEN ﬂ—œ‰
W * N N,SING,GR,GEN  ⁄œ«œ
W * N N,PL,COM ÷—»«‰
W * CON CON Ê
W * N N,SING,COM,GEN ›‘«—
W * N N,SING,COM Å„Å
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN Â‰ê«„
W * N N,SING,COM ŒÊ«»
W * CON CON Ê
W * N N,SING,COM ¬—«„‘
W * DELM DELM °
W * N N,SING,COM «‰Ã«„
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * ADJ ADJ,SIM ›—«„Ê‘
W * V V,SUB,NEG,5 ‰ﬂ‰Ìœ
W * CON CON ﬂÂ
W * N N,SING,COM ÂÌÃ«‰
W * ADJ ADJ,SIM »«⁄À
W * N N,SING,COM,GEN «›“«Ì‘
W * N N,SING,COM,GEN ﬂ«—
W * N N,SING,COM ﬁ·»
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
