Sub * SUBJ SUBJ !«ﬁ ’«œÌ!
W * V V,PRE,SIM «” 
W * CON CON Ê·Ì
W * ADV ADV,GENR,SIM Â„ç‰«‰
W * N N,SING,COM œ‘„‰
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
W * ADV ADV,GENR,TIME «„—Ê“
W * CON CON Â„
W * N N,SING,COM „»«—“Â
W * P P »«
W * N N,SING,COM,GEN ”·ÿÂ ÃÊÌÌ
W * N N,SING,LOC,PR ¬„—Ìﬂ«
W * CON CON Ê
W * N N,SING,COM,GEN ”«Ì—
W * N N,PL,COM,GEN ﬁœ— Â«Ì
W * ADJ ADJ,SIM ‘Ìÿ«‰Ì
W * ADV ADV,GENR,SIM Â„ç‰«‰
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN „Ê÷⁄
W * ADJ ADJ,SIM „ —ﬁÌ
W * CON CON Ê
W * ADJ ADJ,SIM «‰ﬁ·«»Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,COM,GEN »—ﬂ 
W * N N,SING,COM,GEN ŒÊ‰
W * N N,PL,COM ‘Âœ«
W * DELM DELM °
W * ADV ADV,GENR,TIME Â„Ì‘Â
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,COM,GEN ”—›’·
W * ADJ ADJ,SIM,GEN «’·Ì
W * N N,SING,COM,GEN ”Ì«” 
W * ADJ ADJ,SIM,GEN Œ«—ÃÌ
W * N N,SING,COM,GEN ‰Ÿ«„
W * N N,SING,COM,GEN Ã„ÂÊ—Ì
W * ADJ ADJ,SIM «”·«„Ì
W * N N,SING,COM  ·ﬁÌ
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * N N,SING,COM,GEN ‰›Ì
W * N N,SING,COM,GEN ”·ÿÂÒ
W * ADJ ADJ,SIM »Ìê«‰Â
W * DELM DELM °
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM ‘⁄«—
W * V V,PRS,NEG,3 ‰Ì” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN  «—ÌŒ
W * N N,SING,COM,GEN „’—›
W * ADJ ADJ,SIM,INDF „ÕœÊœÌ
W * ADJ ADJ,INO œ«‘ Â
W * V V,SUB,POS,3 »«‘œ
W * CON CON »·ﬂÂ
W * N N,SING,COM,GEN «” —« éÌ
W * DET DET «Ì‰
W * N N,SING,COM ‰Ÿ«„
W * P P œ—
W * N N,SING,COM,GEN „—Õ·ÂÒ
W * N N,SING,COM,GEN  ÷„Ì‰
W * N N,SING,COM «” ﬁ·«·
W * DELM DELM °
W * N N,SING,COM ¬“«œÌ
W * CON CON Ê
W * N N,SING,COM,GEN Õ«ﬂ„Ì 
W * N N,SING,GR „—œ„
W * P P »—
W * N N,SING,COM,GEN ”—‰Ê‘ 
W * PRO PRO,R,XOD ŒÊÌ‘
W * V V,PRE,SIM «” 
W * DELM DELM .
W * ADV ADV,GENR,TIME «„—Ê“
W * CON CON Â„
W * N N,SING,COM «” ﬁ·«·
W * DELM DELM °
W * N N,SING,COM ¬“«œÌ
W * CON CON Ê
W * N N,SING,COM,GEN ”—»·‰œÌ
W * DET DET «Ì‰
W * N N,SING,GR „· 
W * ADV ADV,GENR,SIM Â„ç‰«‰
W * N N,SING,COM œ‘„‰
W * V V,PRS,POS,3 œ«—œ
W * CON CON Ê
W * IF IF «ê—
W * V V,PRS,POS,4 „Ì »Ì‰Ì„
W * CON CON ﬂÂ
W * N N,PL,COM »Ìê«‰ê«‰
W * P P »«
W * N N,SING,COM Ì«—êÌ—Ì
W * P P «“
W * N N,SING,COM,GEN œ—Ê‰
W * N N,SING,COM,GEN Ã»ÂÂÒ
W * N N,PL,COM,GEN ‰Ì—ÊÂ«Ì
W * N N,SING,COM «‰ﬁ·«»
W * N N,SING,COM ”⁄Ì
W * V V,PRS,POS,6 œ«—‰œ
W * N N,SING,COM,INDF ‰Ê⁄Ì
W * N N,SING,COM  ﬁ«»·
W * CON CON Ê
W * N N,SING,COM  ⁄«—÷
W * RA RA —«
W * P P »Â
W * DET DET «Ì‰
W * N N,SING,COM „Ã„Ê⁄Â
W * N N,SING,COM  Õ„Ì·
W * V V,SUB,POS,6 ﬂ‰‰œ
W * DELM DELM °
W * ADV ADV,GENR,SIM œﬁÌﬁ«
W * P P »Â
W * N N,SING,COM Œ«ÿ—
W * V V,PRE,PROC,3 ¬‰” 
W * CON CON ﬂÂ
W * P P »«
W * N N,SING,COM œ‘„‰Ì
W * CON CON Ê
W * N N,SING,COM ﬂÌ‰Â  Ê“Ì
W * N N,SING,COM ”⁄Ì
W * V V,PRS,POS,6 œ«—‰œ
W * N N,SING,COM «‰ﬁ·«»
W * RA RA —«
W * P P «“
W * N N,SING,COM œ—Ê‰
W * ADJ ADJ,SIM „ ·«‘Ì
W * V V,SUB,POS,6 ﬂ‰‰œ
W * CON CON Ê
W * N N,PL,COM «Âœ«›
W * CON CON Ê
W * N N,PL,COM,GEN ”Ì«” Â«Ì
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P «“
W * N N,SING,COM,GEN “»«‰
W * N N,PL,COM,GEN „Â—Â Â«Ì
W * ADJ ADJ,SIM œ”  ¬„Ê“
W * P P »Â
W * N N,SING,COM,GEN œ—Ê‰
W * N N,SING,COM,GEN Ã«„⁄ÂÒ
W * ADJ ADJ,SIM,GEN «‰ﬁ·«»Ì
W * PRO PRO,personal,PL,1 „«
W * DELM DELM °
W * N N,SING,COM «·ﬁ«
W * V V,SUB,POS,6 ﬂ‰‰œ
W * CON CON Ê
W * PRO PRO,INDF,SING ç‰Ì‰
W * ADJ ADJ,SIM Ê«‰„Êœ
W * V V,SUB,POS,6 ”«“‰œ
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM êÊÌ«
W * N N,SING,COM „»«—“Â
W * P P »«
W * N N,SING,LOC,PR ¬„—Ìﬂ«
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN Õ—›
W * ADJ ADJ,SIM ﬂÂ‰Â
W * CON CON Ê
W * ADJ ADJ,SIM  ﬂ—«—Ì
W * V V,PRE,SIM «” 
W * CON CON Ê
W * V V,AUX,NIN,POS »«Ìœ
W * P P »«
W * N N,SING,COM ·»Œ‰œ
W * P P »Â
W * N N,PL,COM,GEN Ã‰«Ì ﬂ«—«‰
W * ADJ ADJ,SIM ¬„—Ìﬂ«ÌÌ
W * N N,SING,COM,GEN Õ—›
W * ADJ ADJ,SIM,INDF  «“Â «Ì
W * V V,PA,SIM,POS,3 “œ
W * DELM DELM !
W * CON CON Õ«· ¬‰ﬂÂ
W * N N,SING,COM Õﬁ
W * CON CON Ê
W * N N,SING,COM,GEN Õ—›
W * ADJ ADJ,SIM Õﬁ
W * CON CON Ê
W * N N,SING,COM,GEN „Ê÷⁄
W * ADJ ADJ,SIM Õﬁ
W * DELM DELM °
W * QUA QUA ÂÌç
W * N N,SING,COM ê«Â
W * N N,SING,COM,GEN  «—ÌŒ
W * N N,SING,COM,GEN „’—›
W * ADJ ADJ,SIM,INDF „ÕœÊœÌ
W * V V,PRS,NEG,3 ‰œ«—œ
W * CON CON Ê
W * P P »Â
W * DET DET Â„Ì‰
W * N N,SING,COM œ·Ì·
W * DELM DELM °
W * N N,SING,COM,GEN ‰›Ì
W * N N,SING,COM,GEN ”·ÿÂÒ
W * ADJ ADJ,SIM »Ìê«‰Â
W * DELM DELM °
W * P P,GEN »—«Ì
W * ADV ADV,GENR,TIME Â„Ì‘Â
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN „Ê÷⁄
W * ADJ ADJ,SIM „ —ﬁÌ
W * DELM DELM °
W * ADJ ADJ,SIM «‰ﬁ·«»Ì
W * CON CON Ê
W * ADJ ADJ,SIM „‰ÿ»ﬁ
W * P P »«
W * N N,SING,COM,GEN ›ÿ— 
W * ADJ ADJ,SIM,GEN «·ÂÌ
W * N N,SING,COM «‰”«‰
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P œ—
W * N N,SING,COM ⁄Ê÷
W * DELM DELM °
W * DET DET «Ì‰
W * N N,SING,COM –·  Å–Ì—Ì
W * DELM DELM °
W * N N,SING,COM ”«“‘ﬂ«—Ì
W * CON CON Ê
W * N N,SING,COM,GEN «Õ”«”
W * N N,SING,COM Õﬁ«— 
W * CON CON Ê
W * N N,SING,COM ﬂ—‰‘
W * P P œ—
W * N N,SING,COM,GEN »—«»—
W * N N,PL,COM »Ìê«‰ê«‰
W * CON CON Ê
W * ADV ADV,GENR,SIM »Œ’Ê’
W * N N,SING,LOC,PR ¬„—Ìﬂ«
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ‰‘«‰ÂÒ
W * N N,SING,COM «— Ã«⁄
W * CON CON Ê
W * N N,SING,COM  ”·Ì„ Å–Ì—Ì
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,INDF ‰ﬂ Â «Ì
W * CON CON ﬂÂ
W * N N,SING,GR „· 
W * CON CON Ê
W * QUA QUA,GEN Â„ÂÒ
W * N N,PL,COM,GEN ‰Ì—ÊÂ«Ì
W * ADJ ADJ,SIM «‰ﬁ·«»Ì
W * DELM DELM °
W * P P «“
W * PRO PRO,DEMO,SING ¬‰
W * ADJ ADJ,SIM „»—Ì
W * V V,PRS,POS,6 Â” ‰œ
W * DELM DELM .
W * N N,SING,COM,GEN œ‘„‰
W * N N,SING,COM Œ‘Ê‰ 
W * CON CON Ê
W * N N,SING,COM »Ì ﬁ«‰Ê‰Ì
W * DELM DELM _
W * N N,SING,COM,GEN —Ê“‰«„Â
W * N N,SING,PR Â„‘Â—Ì
W * CON CON ‰Ì“
W * P P »Â
W * N N,SING,COM,GEN „‰«”» 
W * N N,SING,COM,GEN Ê«ﬁ⁄Â
W * N N,SING,NUM,GEN Â› 
W * N N,SING,MON  Ì—
W * P P »«
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,PR »Â‘ Ì
W * DELM DELM °
W * N N,SING,COM,GEN œ‘„‰
W * N N,SING,COM Œ‘Ê‰ 
W * CON CON Ê
W * N N,SING,COM »Ì ﬁ«‰Ê‰Ì
W * V V,PA,SIM,POS,3 ‰Ê‘ 
W * DELM DELM :
W * N N,SING,ORD,GEN Â› „
W * N N,SING,MON,GEN  Ì—„«Â
W * QUA QUA Â—
W * N N,SING,TIME ”«·
W * DELM DELM °
W * ADJ ADJ,SIM,GEN Ì«œ¬Ê—
W * N N,SING,COM Ã‰«Ì 
W * CON CON Ê
W * N N,SING,COM,INDF Œ‘Ê‰ Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN  «—ÌŒ
W * N N,SING,COM,GEN «‰ﬁ·«»
W * ADJ ADJ,SIM,GEN «”·«„Ì
W * N N,SING,LOC,PR «Ì—«‰
W * RA RA —«
W * ADJ ADJ,SIM,GEN œ—êÌ—
W * N N,SING,COM,INDF Õ«œÀÂ «Ì
W * ADJ ADJ,SIM ⁄ŸÌ„
W * CON CON Ê
W * ADJ ADJ,SIM «‰œÊÂ»«—
W * V V,PA,SIM,POS,3 ”«Œ 
W * DELM DELM .
W * CON CON œ—Ê«ﬁ⁄
W * V V,AUX,NIN,POS „Ì  Ê«‰
W * N N,PL,COM,GEN ‰ÿ›Â Â«Ì
W * N N,SING,COM,GEN Œ‘Ê‰ 
W * ADJ ADJ,SIM ›Ì“ÌﬂÌ
W * CON CON Ê
W * N N,SING,COM,GEN œéŒÊÌÌ
W * ADJ ADJ,SIM ›—Â‰êÌ
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN «ÊÃ
W * PRO PRO,R,XOD ŒÊœ
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM,GEN —Œœ«œ
W * ADJ ADJ,SIM œ—œ‰«ﬂ
W * N N,SING,COM „·«ÕŸÂ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON Ê
W * N N,PL,COM,GEN œ—”Â«Ì
W * ADJ ADJ,SIM »”Ì«—
W * P P «“
W * PRO PRO,DEMO,SING ¬‰
W * V V,PA,SIM,POS,3 ›—«ê—› 
W * DELM DELM .
W * CON CON “Ì—«
W * N N,SING,COM Œ‘Ê‰ 
W * N N,SING,COM,GEN “«œÂ
W * N N,SING,COM „—÷
W * CON CON Ê
W * N N,SING,COM »Ì„«—Ì
W * V V,PRE,SIM «” 
W * CON CON Ê
W * P P œ—
W * N N,SING,COM,GEN  ﬁ«»·
W * ADJ ADJ,SIM „ÿ·ﬁ
W * P P »«
W * N N,SING,COM ⁄ﬁ·
W * DELM DELM °
W * N N,SING,COM ›—Â‰ê
W * CON CON Ê
W * N N,SING,COM ‰Ã«» 
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM ⁄ﬁ·
W * DELM DELM °
W * ADJ ADJ,SIM,GEN ”«“‰œÂ
W * N N,SING,COM ‘Œ’Ì 
W * CON CON Ê
W * N N,SING,COM,GEN ÂÊÌ 
W * ADJ ADJ,SIM,GEN —«” Ì‰
W * V V,PRE,NC,3 «‰”«‰Â«” 
W * DELM DELM °
W * N N,SING,COM ›—Â‰ê
W * N N,SING,COM,GEN „»‰«Ì
W * ADJ ADJ,SIM ÅœÌœ
W * N N,SING,NFL,GEN ¬„œ‰
W * N N,SING,COM,GEN ‘Œ’Ì 
W * ADJ ADJ,SIM «Ã „«⁄Ì
W * CON CON Ê
W * N N,SING,COM,GEN ÂÊÌ 
W * ADJ ADJ,SIM,GEN  «—ÌŒÌ
W * N N,PL,GR „· Â«
W * CON CON Ê
W * N N,SING,COM ‰Ã«» 
W * DELM DELM °
W * N N,SING,COM,GEN „»œ√
W * N N,SING,COM «Ì„«‰
W * CON CON Ê
W * N N,SING,COM Å—ÂÌ“ê«—Ì
W * CON CON Ê
W * N N,SING,COM,GEN «Œ·«ﬁ
W * N N,SING,COM »‘—Ì 
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,GR,INDF ê—ÊÂÌ
W * CON CON ﬂÂ
W * N N,SING,COM œ” 
W * P P »Â
W * DET DET «Ì‰
W * N N,SING,COM,GEN —› «—
W * ADJ ADJ,SIM œœ„‰‘«‰Â
W * V V,PA,SIM,POS,3 “œ‰œ
W * P P »«
W * QUA QUA ÂÌçÌﬂ
W * P P «“
W * DET DET «Ì‰
W * N N,PL,COM „›«ÂÌ„
W * N N,SING,COM,INDF ‰”» Ì
W * V V,PRS,NEG,6 ‰œ«—‰œ
W * CON CON Ê
W * N N,SING,COM œﬁ 
W * P P œ—
W * N N,SING,COM ·ÕŸÂ
W * N N,SING,COM,GEN ·ÕŸÂ
W * N N,PL,COM —› «—Â«
W * CON CON Ê
W * N N,SING,COM Ê«éÂ
W * N N,SING,COM,GEN Ê«éÂ
W * N N,PL,COM ¬À«—
W * CON CON Ê
W * N N,PL,COM,AFF,6 »Ì«‰ÌÂ Â«Ì‘«‰
W * N N,SING,COM,GEN ‰‘«‰ê—
W * DET DET Â„Ì‰
W * N N,SING,COM »Ìê«‰êÌ
W * P P »«
W * N N,PL,COM,GEN ”«Õ« 
W * ADJ ADJ,SIM ‘—Ì›
W * CON CON Ê
W * ADJ ADJ,SIM,GEN —«” Ì‰
W * N N,SING,COM ⁄ﬁ·
W * CON CON Ê
W * N N,SING,COM «Ì„«‰
W * CON CON Ê
W * N N,SING,COM ›—Â‰ê
W * CON CON Ê
W * N N,SING,COM «Œ·«ﬁ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P œ—
W * N N,PL,TIME,GEN ”«·Â«Ì
W * ADJ ADJ,SIM ﬁ»·
W * CON CON Ê
W * ADJ ADJ,SIM,GEN »⁄œ
W * N N,SING,ORD,GEN Â› „
W * N N,SING,MON,GEN  Ì—
W * N N,SING,NUM 1369
W * CON CON ‰Ì“
W * N N,SING,GR,GEN „· 
W * PRO PRO,personal,PL,1 „«
W * N N,SING,COM,GEN ‘«Âœ
W * N N,PL,COM,GEN —› «—Â«Ì
W * ADJ ADJ,SIM Œ‘Ê‰  Ê—“«‰Â
W * CON CON Ê
W * ADJ ADJ,SIM,GEN €Ì—«‰”«‰Ì
W * ADJ ADJ,SIM,INDF »”Ì«—Ì
W * V V,PA,SIM,POS,6 »Êœ‰œ
W * DELM DELM °
W * CON CON «„«
W * ADV ADV,GENR,SIM »Â —«” Ì
W * V V,PRE,ADVC,3 ﬂÌ” 
W * CON CON ﬂÂ
W * V V,SUB,NEG,3 ‰œ«‰œ
W * DET DET «Ì‰
W * N N,PL,COM —› «—Â«
W * QUA QUA ÂÌç
W * N N,SING,COM ê«Â
W * N N,SING,COM,INDF ‰”» Ì
W * P P »«
W * N N,SING,COM,GEN é—›«Ì
W * N N,SING,COM ›—Â‰ê
W * CON CON Ê
W * N N,SING,COM,GEN ÕﬁÌﬁ 
W * ADJ ADJ,SIM ‰Â› Â
W * P P œ—
W * N N,SING,COM –« 
W * CON CON Ê
W * N N,SING,COM,GEN ‘Œ’Ì 
W * N N,SING,GR,GEN „· 
W * PRO PRO,personal,PL,1 „«
W * V V,PRS,NEG,3 ‰œ«—œ
W * DELM DELM .
W * N N,SING,COM,GEN Âœ›
W * ADJ ADJ,SIM —Ê‘‰
W * CON CON Ê
W * ADJ ADJ,SIM,GEN „‰›Ê—
W * N N,PL,GR,GEN ê—ÊÂÂ«Ì
W * ADJ ADJ,SIM Œ‘Ê‰  ÿ·»
W * P P œ—
W * N N,SING,COM,GEN “Ì—
W * N N,PL,COM,GEN ·«ÌÂ Â«Ì
W * N N,SING,COM,GEN „œ⁄«Ì
W * ADJ ADJ,SIM ”Ì«”Ì
W * CON CON Ê
W * N N,PL,COM,GEN ‘⁄«—Â«Ì
W * ADJ ADJ,SIM  Õ—Ìﬂ ¬„Ì“
W * CON CON Ê
W * ADJ ADJ,SIM ﬂ„ „Õ Ê«
W * DELM DELM °
W * P P »Â
W * N N,SING,COM,GEN ÿÊ—
W * ADJ ADJ,SIM ﬂ·Ì
W * N N,SING,COM Ã·ÊêÌ—Ì
W * P P «“
W * N N,SING,COM,GEN «” ﬁ—«—
W * N N,SING,COM ‰Ÿ„
W * CON CON Ê
W * N N,SING,COM ﬁ«‰Ê‰
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * N N,SING,NUM œÊ
W * N N,SING,COM,INDF ⁄‰’—Ì
W * CON CON ﬂÂ
W * N N,SING,SURN «„«„
W * N N,SING,PR Œ„Ì‰Ì
W * ADJ ADJ,SIM »Ì‘
W * P P «“
W * QUA QUA Â—
W * N N,SING,COM,INDF ﬂ”Ì
W * P P »—
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM  √ﬂÌœ
W * V V,PA,PRG,POS,3 „Ì Ê—“Ìœ
W * DELM DELM .
W * ADV ADV,GENR,SIM Õ Ì
W * ADJ ADJ,SUP ‰Œ” Ì‰
W * N N,SING,COM,GEN »—‰«„Â
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P,GEN »—«Ì
W * N N,SING,COM ‘ﬂ·
W * N N,SING,NFL œ«œ‰
W * P P »Â
W * N N,PL,COM,GEN ŒÊ«” Â«Ì
W * N N,SING,GR „· 
W * DELM DELM °
W * P P «“
W * N N,SING,COM,GEN ÿ—Ìﬁ
W * N N,PL,COM,GEN Â„Â Å—”ÌÂ«Ì
W * ADJ ADJ,SIM ÅÌ œ—ÅÌ
W * CON CON Ê
W * ADJ ADJ,SIM œ‘Ê«—
W * P P »Â
W * N N,SING,COM ÅÌ‘
W * V V,PA,SIM,POS,3 »—œ
W * DELM DELM .
W * N N,SING,COM,GEN  œÊÌ‰
W * N N,SING,COM,GEN ﬁ«‰Ê‰
W * ADJ ADJ,SIM «”«”Ì
W * ADJ ADJ,SUP ‰Œ” Ì‰
W * N N,SING,COM,GEN ¬“„Ê‰
W * ADJ ADJ,SIM,GEN »“—ê
W * N N,SING,COM «‰ﬁ·«»
W * P P,GEN »—«Ì
W * N N,SING,COM «” „—«—
W * N N,SING,COM ‰Ÿ«„
W * CON CON Ê
W * N N,SING,COM,GEN «” ﬁ—«—
W * N N,SING,COM,GEN Õ«ﬂ„Ì 
W * ADJ ADJ,SIM ÃœÌœ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * P P »Â
W * N N,SING,COM “ÊœÌ
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN ⁄‰’—
W * ADJ ADJ,SIM œ«Œ·Ì
W * CON CON Ê
W * ADJ ADJ,SIM Œ«—ÃÌ
W * DELM DELM °
W * P P œ—
W * N N,SING,COM,GEN »—«»—
W * N N,SING,COM ‰Ÿ„
W * CON CON Ê
W * N N,SING,COM «„‰Ì 
W * CON CON Ê
W * N N,SING,COM ﬁ«‰Ê‰
W * N N,SING,COM ”—
W * V V,PA,SIM,POS,6 »—¬Ê—œ‰œ
W * DELM DELM °
W * N N,SING,COM,GEN «‰œÌ‘Â
W * N N,SING,COM Œ‘Ê‰ 
W * P P œ—
W * N N,SING,COM œ«Œ·
W * CON CON Ê
W * N N,SING,COM,GEN Ã‰ê
W * ADJ ADJ,SIM  Õ„Ì·Ì
W * P P «“
W * N N,SING,COM Œ«—Ã
W * DELM DELM .
W * N N,SING,COM,GEN ‘ÂÌœ
W * ADJ ADJ,SIM »“—êÊ«—
W * DELM DELM °
W * N N,SING,SURN ¬Ì  «··Â
W * N N,SING,SURN œﬂ —
W * N N,SING,PR »Â‘ Ì
W * N N,SING,COM,INDF  ÊÃÂÌ
W * ADJ ADJ,SIM ÊÌéÂ
W * P P »Â
W * DET DET «Ì‰
W * N N,PL,COM „”«∆·
W * V V,PA,SIM,POS,3 œ«‘ 
W * CON CON Ê
W * ADJ ADJ,SIM »Ì‘
W * P P «“
W * QUA QUA Â—
W * N N,SING,COM Ìﬂ
W * P P «“
W * N N,PL,COM „œÌ—«‰
W * CON CON Ê
W * N N,PL,COM,GEN —Â»—«‰
W * N N,SING,COM ‰Ÿ«„
W * P P œ—
W * N N,SING,COM,GEN  ﬂÊÌ‰
W * N N,SING,COM ﬁ«‰Ê‰
W * CON CON Ê
W * N N,SING,COM,GEN «ÌÃ«œ
W * N N,SING,COM,GEN  ‘ﬂÌ·« 
W * ADJ ADJ,SIM,GEN „‰Ÿ„
W * ADJ ADJ,SIM ÕﬂÊ„ Ì
W * V V,PA,PRG,POS,3 „Ì ﬂÊ‘Ìœ
W * DELM DELM .
W * N N,SING,COM,GEN »’Ì— 
W * PRO PRO,personal,SING,3 ÊÌ
W * DELM DELM °
W * ADJ ADJ,SIM Â„—«Â
W * P P »«
W * N N,SING,COM,GEN ‘ﬂÌ»«ÌÌ
W * ADJ ADJ,SIM Œ«’
W * P P «“
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM,INDF „œÌ—Ì
W * ADJ ADJ,SIM  Ê«‰«
W * ADJ ADJ,INO ”«Œ Â
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON »Â ‰ÕÊÌ ﬂÂ
W * P P »Â
W * N N,SING,COM,GEN „—ﬂ“
W * N N,SING,COM,GEN Àﬁ·
W * N N,SING,COM,GEN —Â»—Ì
W * N N,SING,COM ‰Ÿ«„
W * N N,SING,TIME Å”
W * P P «“
W * N N,SING,SURN «„«„
W * N N,SING,PR Œ„Ì‰Ì
W * N N,SING,COM »œ·
W * ADJ ADJ,INO ‘œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * ADV ADV,GENR,SIM œﬁÌﬁ«
W * P P »Â
W * DET DET Â„Ì‰
W * N N,SING,COM ⁄· 
W * N N,SING,COM,GEN „ÊÃ
W * N N,PL,COM Õ„·« 
W * CON CON Ê
W * N N,PL,COM ‘⁄«—Â«
W * CON CON Ê
W * N N,PL,COM Œ‘Ê‰ Â«
W * P P »—
W * N N,SING,COM,GEN „ÕÊ—
W * N N,SING,COM œ‘„‰Ì
W * P P »«
W * N N,SING,COM,GEN ‘Œ’
W * PRO PRO,personal,SING,3 «Ê
W * N N,SING,COM ‘ﬂ·
W * V V,PA,SIM,POS,3 ê—› 
W * DELM DELM .
W * P P «“
W * N N,SING,COM „Ì«‰
W * N N,SING,NFL,GEN »—œ‰
W * PRO PRO,personal,SING,3 «Ê
W * ADV ADV,GENR,SIM ç‰«‰
W * P P,GEN »—«Ì
W * N N,PL,COM Œ‘Ê‰  ÿ·»«‰
W * CON CON Ê
W * N N,PL,COM,GEN  ‘‰ê«‰
W * N N,SING,COM ﬁœ— 
W * N N,SING,COM «Â„Ì 
W * V V,PA,SIM,POS,3 œ«‘ 
W * CON CON ﬂÂ
W * N N,SING,COM  ’Ê—
W * V V,PA,PRG,POS,6 „Ì ﬂ—œ‰œ
W * ADJ ADJ,SUP »“—ê —Ì‰
W * N N,SING,COM,GEN Å«ÌÂ
W * N N,SING,COM ‰Ÿ«„
W * RA RA —«
W * P P œ—
W * CON CON Â„
W * V V,AUX,FEA,POS,6 ŒÊ«Â‰œ
W * N N,SING,COM ‘ﬂ” 
W * DELM DELM .
W * PRO PRO,INDF,SING ç‰Ì‰
W * V V,PA,SIM,NEG,3 ‰‘œ
W * DELM DELM °
W * CON CON «„«
W * N N,SING,COM,GEN Ã»—«‰
W * N N,SING,COM,GEN Ã«Ì
W * ADJ ADJ,SIM,GEN Œ«·Ì
W * N N,SING,PR »Â‘ Ì
W * DELM DELM °
W * PRO PRO,DEMO,SING ¬‰
W * CON CON Â„
W * P P œ—
W * N N,SING,COM,INDF Â‰ê«„Â «Ì
W * CON CON ﬂÂ
W * ADJ ADJ,SIM »Ì‘
W * P P «“
W * N N,SING,NUM Â› «œ
W * N N,SING,COM  ‰
W * P P «“
W * ADJ ADJ,SUP »— —Ì‰
W * N N,PL,COM,AFF,3 Ì«—«‰‘
W * CON CON ‰Ì“
W * P P «“
W * N N,SING,COM ﬂ›
W * V V,PA,SIM,POS,6 —› ‰œ
W * ADJ ADJ,SUP œ‘Ê«— —Ì‰
W * N N,SING,COM,GEN ¬“„Ê‰
W * N N,SING,COM «‰ﬁ·«»
W * CON CON Ê
W * N N,SING,COM ‰Ÿ«„
W * P P œ—
W * N N,PL,TIME,GEN ”«·Â«Ì
W * ADJ ADJ,SIM »⁄œ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * ADV ADV,GENR,TIME «Ì‰ﬂ
W * P P œ—
W * N N,SING,COM,GEN ¬” «‰Â
W * N N,SING,ORD,GEN Â› „
W * N N,SING,MON  Ì—Ì
W * ADJ ADJ,SIM œÌê—
W * P P »Â
W * N N,SING,COM ê–‘ Â
W * V V,PRS,POS,4 „Ì ‰ê—Ì„
W * DELM DELM .
W * N N,SING,PR »Â‘ Ì
W * P P œ—
W * N N,PL,COM,AFF,3 ”Œ‰—«‰ÌÂ«Ì‘
W * ADV ADV,GENR,TIME Â„Ê«—Â
W * P P »—
W * N N,SING,COM ﬁ«‰Ê‰
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,COM,GEN „ÕÊ—
W * N N,SING,COM,GEN ‰Ÿ„
W * ADJ ADJ,SIM «Ã „«⁄Ì
W * CON CON Ê
W * N N,SING,COM ⁄—›«‰
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,COM,GEN »‰Ì«œ
W * N N,SING,COM,GEN «Ì„«‰
W * ADJ ADJ,SIM ›—œÌ
W * N N,SING,COM  ﬂÌÂ
W * V V,PA,PRG,POS,3 „Ì ﬂ—œ
W * DELM DELM °
W * N N,SING,COM ‰Ê¬Ê—Ì
W * RA RA —«
W * V V,PA,PRG,POS,3 „Ì ” Êœ
W * DELM DELM °
W * N N,PL,COM »œ⁄ Â«
W * RA RA —«
