Sub * SUBJ SUBJ !„–Â»Ì!
W * CON CON Ê
W * CON CON ‰Ì“
W * N N,SING,COM,GEN ‰« Ê«‰Ì
W * N N,PL,COM,GEN œ” ê«ÂÂ«Ì
W * ADJ ADJ,SIM „”∆Ê·
W * P P œ—
W * N N,SING,COM,GEN “„Ì‰Â
W * N N,SING,COM œ” Ì«»Ì
W * P P »Â
W * N N,PL,LOC,GEN »«“«—Â«Ì
W * ADJ ADJ,SIM ÃÂ«‰Ì
W * RA RA —«
W * P P «“
W * N N,PL,COM,GEN ⁄··
W * N N,SING,COM,GEN ⁄œ„
W * N N,SING,COM,GEN  Ê›Ìﬁ
W * N N,SING,LOC ﬂ‘Ê—
W * P P œ—
W * N N,SING,COM,GEN “„Ì‰Â
W * N N,SING,COM,GEN ’œÊ—
W * N N,PL,COM,GEN „Õ’Ê·« 
W * ADJ ADJ,SIM »«€Ì
W * N N,SING,COM ⁄‰Ê«‰
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,SING,LOC,GEN œ› —
W * N N,SING,COM,GEN Â„«Â‰êÌ
W * N N,PL,COM,GEN «„Ê—
W * ADJ ADJ,SIM,GEN »‘—œÊ” «‰Â
W * N N,SING,COM,GEN ”«“„«‰
W * N N,PL,GR „··
W * ADJ ADJ,SIM „” ﬁ—
W * P P œ—
W * N N,SING,LOC,PR é‰Ê
W * N N,SING,COM,GEN ÿÌ
W * N N,SING,COM,INDF ê“«—‘Ì
W * N N,PL,COM ¬À«—
W * CON CON Ê
W * N N,PL,COM,GEN ÅÌ«„œÂ«Ì
W * N N,SING,COM,GEN Œ‘ﬂ”«·Ì
W * ADJ ADJ,SIM «ŒÌ—
W * P P œ—
W * N N,SING,LOC,PR «Ì—«‰
W * CON CON Ê
W * N N,PL,COM,GEN «ﬁœ«„« 
W * ADJ ADJ,SIM ’Ê—  ê—› Â
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM “„Ì‰Â
W * RA RA —«
W * N N,SING,COM  ‘—ÌÕ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM ê“«—‘
W * ADJ ADJ,INO ¬„œÂ
W * V V,PRE,SIM «” 
W * DELM DELM :
W * N N,PL,COM,GEN »Œ‘Â«Ì
W * ADJ ADJ,SIM,INDF Ê”Ì⁄Ì
W * P P «“
W * N N,PL,LOC,GEN „‰«ÿﬁ
W * N N,SING,DIR Ã‰Ê»
W * DELM DELM °
W * N N,SING,DIR,GEN Ã‰Ê»
W * ADJ ADJ,SIM ‘—ﬁÌ
W * CON CON Ê
W * N N,SING,DIR,GEN Ã‰Ê»
W * ADJ ADJ,SIM,GEN €—»Ì
W * N N,SING,LOC,PR «Ì—«‰
W * CON CON Ì⁄‰Ì
W * N N,SING,NUM 17
W * N N,SING,LOC «” «‰
W * P P «“
W * N N,SING,NUM 28
W * N N,SING,LOC,GEN «” «‰
W * N N,SING,LOC ﬂ‘Ê—
W * P P «“
W * N N,SING,COM,GEN Œ‘ﬂ”«·Ì
W * ADJ ADJ,SIM «ŒÌ—
W * ADJ ADJ,SIM „ √À—
W * CON CON Ê
W * ADJ ADJ,SIM,GEN œç«—
W * N N,PL,COM Œ”«—« 
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM ê“«—‘
W * P P »Â
W * N N,SING,COM ‰ﬁ·
W * P P «“
W * N N,SING,COM,GEN ¬„«—
W * N N,SING,COM,GEN Ê“«— 
W * N N,SING,LOC,GEN ﬂ‘Ê—
W * N N,SING,LOC,PR «Ì—«‰
W * N N,SING,COM «⁄·«„
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON ﬂÂ
W * N N,PL,COM,GEN Œ”«—« 
W * ADJ ADJ,SIM,GEN «ﬁ ’«œÌ
W * ADJ ADJ,SIM ‰«‘Ì
W * P P «“
W * N N,SING,COM,GEN Œ‘ﬂ”«·Ì
W * N N,PL,LOC,GEN „‰«ÿﬁ
W * ADJ ADJ,SIM „–ﬂÊ—
W * N N,SING,NUM 1 / 7
W * N N,SING,NUM „Ì·Ì«—œ
W * N N,SING,CONT œ·«—
W * N N,SING,COM »—¬Ê—œ
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,LOC,GEN «” «‰
W * N N,SING,LOC,PR Œ—«”«‰
W * N N,PL,COM,GEN Œ”«—« 
W * ADJ ADJ,SIM,INDF ‘œÌœÌ
W * RA RA —«
W * ADV ADV,GENR,SIM »Â ÊÌéÂ
W * P P œ—
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM,GEN ¬»
W * ADJ ADJ,SIM ¬‘«„Ìœ‰Ì
W * ADJ ADJ,SIM „ Õ„·
W * ADJ ADJ,INO ‘œÂ
W * CON CON Ê
W * N N,PL,COM,INDF „‰«ÿﬁÌ
W * P P œ—
W * N N,SING,LOC,PR ”Ì” «‰
W * CON CON Ê
W * N N,SING,LOC,PR »·Êç” «‰
W * DELM DELM °
W * N N,SING,DIR,GEN Ã‰Ê»
W * N N,SING,LOC,PR Œ—«”«‰
W * CON CON Ê
W * N N,SING,LOC,PR «Ì·«„
W * CON CON ‰Ì“
W * ADV ADV,GENR,SIM ‘œÌœ«
W * ADJ ADJ,SIM,GEN œç«—
W * N N,PL,COM Œ”«—« 
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM ê“«—‘
W * CON CON Â„ç‰Ì‰
W * P P »Â
W * N N,SING,COM,GEN «ﬁœ«„
W * N N,SING,COM,GEN ”«“„«‰
W * N N,SING,COM,GEN ŒÊ«—»«—
W * ADJ ADJ,SIM ÃÂ«‰Ì
W * P P,GEN œ—»«—Â
W * N N,SING,COM,GEN ÿ—Õ
W * N N,SING,COM,GEN  √ÀÌ—
W * N N,SING,COM Œ‘ﬂ”«·Ì
W * N N,SING,COM «‘«—Â
W * ADJ ADJ,INO ‘œÂ
W * CON CON Ê
W * N N,SING,COM Ì«œ¬Ê—Ì
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ﬂ„»Êœ
W * N N,SING,COM ¬»
W * P P »Â
W * N N,SING,COM,GEN ÿÊ—
W * ADJ ADJ,SIM ÃœÌ
W * P P œ—
W * N N,PL,LOC,GEN „‰«ÿﬁ
W * ADJ ADJ,SIM Ì«œ‘œÂ
W * ADJ ADJ,SIM „ÿ—Õ
W * CON CON Ê
W * N N,PL,COM,GEN –Œ«Ì—
W * N N,SING,COM ¬»
W * ADV ADV,GENR,SIM »Â ‘œ 
W * P P «“
W * N N,SING,COM,GEN —Ê‰œ
W * N N,SING,COM,GEN Œ‘ﬂ”«·Ì
W * ADJ ADJ,SIM «ŒÌ—
W * ADJ ADJ,SIM „ √À—
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM ê“«—‘
W * V V,PRS,POS,3 „Ì êÊÌœ
W * DELM DELM :
W * N N,SING,COM,GEN Ê“«— 
W * N N,SING,LOC,GEN ﬂ‘Ê—
W * N N,SING,LOC,PR «Ì—«‰
W * N N,SING,COM «⁄·«„
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * CON CON ﬂÂ
W * N N,SING,COM,INDF „»·€Ì
W * ADJ ADJ,SIM,GEN „⁄«œ·
W * N N,SING,NUM 200
W * N N,SING,NUM „Ì·ÌÊ‰
W * N N,SING,CONT œ·«—
W * N N,SING,COM,GEN ﬂ„ﬂ
W * ADJ ADJ,SIM ›Ê—Ì
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM ‰Ì«“
W * V V,PRE,SIM «” 
W * CON CON Ê
W * ADV ADV,GENR,TIME  «ﬂ‰Ê‰
W * CON CON ‰Ì“
W * N N,SING,COM,GEN œÊ· 
W * N N,SING,LOC,PR «Ì—«‰
W * N N,SING,NUM Ìﬂ
W * SPEC SPEC „Ã„Ê⁄Â
W * N N,SING,COM,GEN ﬂ„ﬂ
W * ADJ ADJ,SIM «÷ÿ—«—Ì
W * ADJ ADJ,SIM,GEN „⁄«œ·
W * N N,SING,NUM 381
W * N N,SING,NUM „Ì·ÌÊ‰
W * N N,SING,CONT œ·«—
W * N N,SING,COM,GEN ÃÂ 
W * N N,SING,COM ﬂ„ﬂ
W * P P »Â
W * N N,PL,COM,GEN ﬂ‘«Ê—“«‰
W * ADJ ADJ,SIM Œ”«—  œÌœÂ
W * P P «“
W * N N,SING,COM Œ‘ﬂ”«·Ì
W * N N,SING,COM  ’ÊÌ»
W * ADJ ADJ,INO ‰„ÊœÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN ê“«—‘
W * N N,SING,LOC,GEN œ› —
W * ADJ ADJ,SIM,GEN Â„ ¬Â‰ê ﬂ‰‰œÂ
W * N N,PL,COM,GEN «„Ê—
W * ADJ ADJ,SIM,GEN »‘—œÊ” «‰Â
W * N N,SING,COM,GEN ”«“„«‰
W * N N,PL,GR „··
W * V V,PRS,POS,3 „Ì êÊÌœ
W * DELM DELM :
W * P P œ—
W * N N,SING,COM,GEN “„Ì‰Â
W * N N,PL,COM,GEN ﬂ„ﬂÂ«Ì
W * ADJ ADJ,SIM »Ì‰ «·„··Ì
W * CON CON ‰Ì“
W * N N,SING,COM,GEN œÊ· 
W * N N,SING,LOC,PR «Ì—«‰
W * P P »Â
W * N N,SING,LOC,GEN œ› —
W * N N,SING,COM,GEN ”«“„«‰
W * N N,PL,GR „··
W * P P œ—
W * N N,SING,LOC,PR  Â—«‰
W * N N,SING,COM «ÿ·«⁄
W * ADJ ADJ,INO œ«œÂ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN «„ﬂ«‰
W * N N,SING,COM,GEN Å–Ì—‘
W * ADV ADV,GENR,SIM «Ì‰ êÊ‰Â
W * N N,PL,COM ﬂ„ﬂÂ«
W * N N,SING,COM,GEN ÃÂ 
W * N N,SING,COM Õ„«Ì 
W * P P «“
W * N N,PL,COM,GEN  ·«‘Â«Ì
W * ADJ ADJ,SIM,GEN «„œ«œÌ
W * N N,PL,COM,GEN „—«Ã⁄
W * ADJ ADJ,SIM,GEN –Ì—»ÿ
W * ADJ ADJ,SIM œ«Œ·Ì
W * N N,SING,COM ÊÃÊœ
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
W * DELM DELM #
Sub * SUBJ SUBJ !Å“‘ﬂÌ!
W * N N,SING,COM,GEN Â‘œ«—
W * N N,SING,GR,GEN «‰Ã„‰
W * N N,PL,COM,GEN Ã—«Õ«‰
W * N N,SING,COM ﬁ·»
W * P P,GEN œ—»«—Â
W * N N,SING,COM,GEN „Ì“«‰
W * N N,PL,COM,GEN »Ì„«—«‰
W * ADJ ADJ,SIM,GEN ﬁ·»Ì
W * N N,SING,LOC,PR «Ì—«‰
W * DELM DELM #
W * N N,SING,COM,GEN —∆Ì”
W * N N,SING,GR,GEN «‰Ã„‰
W * N N,PL,COM,GEN Ã—«Õ«‰
W * N N,SING,COM ﬁ·»
W * N N,SING,COM «⁄·«„
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM :
W * N N,SING,COM,GEN ¬„«—
W * N N,PL,COM,GEN »Ì„«—«‰
W * ADJ ADJ,SIM ﬁ·»Ì
W * P P œ—
W * N N,SING,LOC,PR «Ì—«‰
W * P P œ—
W * N N,SING,COM,GEN ”ÿÕ
W * ADJ ADJ,SIM,INDF »«·«ÌÌ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,SURN œﬂ —
W * N N,SING,PR „Õ„œ⁄·Ì
W * N N,SING,PR ÌÊ”› ‰Ì«
W * P P »«
W * N N,SING,COM,GEN «⁄·«„
W * DET DET «Ì‰
W * N N,SING,COM Â‘œ«—
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,COM,GEN  €–ÌÂ
W * ADJ ADJ,SIM ‰«„ÿ·Ê»
W * DELM DELM °
W * N N,SING,COM «” ›«œÂ
W * P P «“
W * N N,PL,COM,GEN ç—»ÌÂ«Ì
W * ADJ ADJ,SIM ÕÌÊ«‰Ì
W * CON CON Ê
W * ADJ ADJ,SIM Ã«„œ
W * DELM DELM °
W * N N,SING,NFL,GEN ﬂ‘Ìœ‰
W * N N,SING,COM ”Ìê«—
W * DELM DELM °
W * N N,SING,COM,GEN ⁄’»«‰Ì 
W * ADJ ADJ,SIM „œ«Ê„
W * CON CON Ê
W * N N,SING,COM,GEN ⁄œ„
W * N N,SING,COM,GEN  Õ—ﬂ
W * ADJ ADJ,SIM ﬂ«›Ì
W * P P «“
W * N N,PL,COM ⁄··
W * CON CON Ê
W * N N,PL,COM,GEN ⁄Ê«„·
W * ADJ ADJ,SIM,GEN ⁄„œÂ
W * N N,SING,COM,GEN »—Ê“
W * N N,PL,COM,GEN »Ì„«—ÌÂ«Ì
W * ADJ ADJ,SIM ﬁ·»Ì
W * P P »Â
W * N N,SING,COM ‘„«—
W * V V,PRS,POS,6 „Ì —Ê‰œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * N N,SING,COM,GEN «·êÊÌ
W * ADJ ADJ,SIM,GEN €–«ÌÌ
W * ADJ ADJ,SIM,GEN ‰«„‰«”»
W * N N,SING,GR „—œ„
W * V V,AUX,NIN,POS »«Ìœ
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM,GEN »«“‰ê—Ì
W * ADJ ADJ,SIM «”«”Ì
W * N N,SING,COM ﬁ—«—
W * ADJ ADJ,INO ê—› Â
W * CON CON Ê
W * N N,PL,COM,GEN ”»“ÌÃ« 
W * ADJ ADJ,SIM  «“Â
W * DELM DELM °
W * N N,SING,COM „ÌÊÂ
W * CON CON Ê
W * N N,PL,COM ·»‰Ì« 
W * ADJ ADJ,SIM,GEN Ã«Ìê“Ì‰
W * N N,SING,COM «” ›«œÂ
W * P P «“
W * N N,PL,COM,GEN «‰Ê«⁄
W * N N,PL,COM ç—»ÌÂ«
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * N N,SING,SURN œﬂ —
W * N N,SING,PR ÌÊ”› ‰Ì«
W * N N,SING,COM «ŸÂ«—
W * V V,PA,SIM,POS,3 œ«‘ 
W * DELM DELM :
W * N N,SING,COM,GEN «ÿ·«⁄ —”«‰Ì
W * ADJ ADJ,SIM „” „—
W * P P œ—
W * N N,SING,COM,GEN “„Ì‰Â
W * N N,SING,COM ÅÌ‘êÌ—Ì
W * P P «“
W * N N,PL,COM,GEN »Ì„«—ÌÂ«Ì
W * ADJ ADJ,SIM ﬁ·»Ì
W * ADJ ADJ,SUP ÷—Ê—Ì  —Ì‰
W * N N,SING,COM,INDF ﬂ«—Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * V V,AUX,NIN,POS „Ì  Ê«‰
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM Œ’Ê’
W * N N,SING,COM «‰Ã«„
W * V V,PA,SIM,POS,3 œ«œ
W * DELM DELM .
W * N N,SING,COM,GEN —∆Ì”
W * N N,SING,GR,GEN «‰Ã„‰
W * N N,PL,COM,GEN Ã—«Õ«‰
W * N N,SING,COM,GEN ﬁ·»
W * N N,SING,LOC,PR «Ì—«‰
W * N N,SING,COM  «ﬂÌœ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM :
W * QUA QUA,GEN ﬂ·ÌÂ
W * N N,PL,COM,GEN «„ﬂ«‰« 
W * ADJ ADJ,SIM,GEN ÅÌ‘—› Â
W * ADJ ADJ,SIM  ﬂ‰Ê·ÊéÌﬂÌ
W * P P œ—
W * N N,SING,COM,GEN Œ’Ê’
W * N N,SING,COM,GEN «‰Ã«„
W * N N,SING,COM,GEN «⁄„«·
W * N N,SING,COM,GEN Ã—«ÕÌ
W * ADJ ADJ,SIM ﬁ·»Ì
W * P P œ—
W * N N,SING,LOC,PR «Ì—«‰
W * N N,SING,COM ÊÃÊœ
W * V V,PRS,POS,3 œ«—œ
W * CON CON Ê
W * N N,SING,COM,INDF ‰Ì«“Ì
W * P P »Â
W * N N,SING,COM,GEN «⁄“«„
W * N N,PL,COM »Ì„«—«‰
W * P P »Â
W * N N,SING,COM Œ«—Ã
W * P P «“
W * N N,SING,LOC ﬂ‘Ê—
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * N N,PL,COM,GEN Â“Ì‰Â Â«Ì
W * N N,SING,COM,GEN œ—„«‰
W * N N,PL,COM,GEN »Ì„«—ÌÂ«Ì
W * ADJ ADJ,SIM ﬁ·»Ì
W * RA RA —«
W * P P œ—
W * N N,SING,LOC,PR «Ì—«‰
W * N N,SING,COM ‰”» 
W * P P »Â
W * N N,SING,COM,GEN ”«Ì—
W * N N,PL,LOC ﬂ‘Ê—Â«
W * ADJ ADJ,CMPR Å«ÌÌ‰  —
W * V V,PA,SIM,POS,3 œ«‰” 
W * CON CON Ê
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * ADJ ADJ,SIM,GEN «” «‰œ«—œ
W * N N,PL,COM Ã—«ÕÌÂ«
W * CON CON Ê
W * N N,SING,COM,GEN „⁄«·ÃÂ
W * N N,PL,COM,GEN »Ì„«—ÌÂ«Ì
W * ADJ ADJ,SIM ﬁ·»Ì
W * P P œ—
W * N N,SING,LOC ﬂ‘Ê—
W * P P œ—
W * N N,SING,COM „ﬁ«Ì”Â
W * P P »«
W * N N,PL,LOC,GEN ﬂ‘Ê—Â«Ì
W * ADJ ADJ,SIM ÅÌ‘—› Â
W * P P œ—
W * ADJ ADJ,SUP »«·« —Ì‰
W * N N,SING,COM ”ÿÕ
W * N N,SING,COM ﬁ—«—
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
W * N N,SING,COM,GEN —∆Ì”
W * N N,SING,GR,GEN «‰Ã„‰
W * N N,PL,COM,GEN Ã—«Õ«‰
W * N N,SING,COM,GEN ﬁ·»
W * N N,SING,LOC,PR «Ì—«‰
W * N N,SING,COM,GEN «ŸÂ«—
W * N N,SING,COM «„ÌœÊ«—Ì
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON ﬂÂ
W * ADJ ADJ,ORD ”Ê„Ì‰
W * N N,SING,COM,GEN ﬂ‰ê—Â
W * N N,PL,COM,GEN  «“Â Â«Ì
W * N N,SING,COM ﬁ·»
W * CON CON Ê
W * N N,PL,COM ⁄—Êﬁ
W * V V,SUB,POS,3 » Ê«‰œ
W * P P »Â
W * N N,SING,COM »ÕÀ
W * CON CON Ê
W * N N,SING,COM,GEN  »«œ·
W * N N,SING,COM ‰Ÿ—
W * P P,GEN »Ì‰
W * N N,PL,COM,GEN „ Œ’’Ì‰
W * ADJ ADJ,SIM «Ì—«‰Ì
W * CON CON Ê
W * ADJ ADJ,SIM Œ«—ÃÌ
W * P P,GEN ÅÌ—«„Ê‰
W * N N,PL,COM,GEN  «“Â Â«Ì
W * N N,PL,COM,GEN »Ì„«—ÌÂ«Ì
W * N N,SING,COM ﬁ·»
W * CON CON Ê
W * N N,PL,COM ⁄—Êﬁ
W * P P œ—
W * N N,SING,COM,GEN “„Ì‰Â
W * N N,SING,COM ÅÌ‘êÌ—Ì
W * DELM DELM °
W * N N,SING,COM  ‘ŒÌ’
W * CON CON Ê
W * N N,SING,COM,GEN œ—„«‰
W * DET DET «Ì‰
W * N N,SING,GR œ” Â
W * P P «“
W * N N,PL,COM »Ì„«—ÌÂ«
W * V V,SUB,POS,3 »Å—œ«“œ
W * DELM DELM .
W * ADJ ADJ,ORD ”Ê„Ì‰
W * N N,SING,COM,GEN ﬂ‰ê—Â
W * N N,PL,COM,GEN  «“Â Â«Ì
W * N N,SING,COM ﬁ·»
W * CON CON Ê
W * N N,PL,COM ⁄—Êﬁ
W * P P »Â
W * N N,SING,COM,GEN Â„ 
W * N N,SING,GR,GEN «‰Ã„‰
W * N N,PL,COM,GEN Ã—«Õ«‰
W * N N,SING,COM,GEN ﬁ·»
W * N N,SING,LOC,PR «Ì—«‰
W * P P «“
W * N N,SING,NUM 27
W * P P  «
W * N N,SING,NUM,GEN 30
W * N N,SING,MON Œ—œ«œ
W * N N,SING,TIME „«Â
W * P P œ—
W * N N,SING,LOC,GEN »Ì„«—” «‰
W * N N,SING,SURN «„«„
W * N N,SING,PR,GEN Œ„Ì‰Ì
W * N N,SING,LOC,PR  Â—«‰
W * ADJ ADJ,SIM »—ê“«—
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * N N,SING,COM,GEN „⁄«Ê‰
W * ADJ ADJ,SIM ÕﬁÊﬁÌ
W * CON CON Ê
W * N N,SING,COM,GEN „Ã·”
W * N N,SING,COM,GEN Ê“«— 
W * N N,SING,COM Å” 
W * CON CON Ê
W * N N,SING,COM  ·ê—«›
W * CON CON Ê
W * N N,SING,COM  ·›‰
W * N N,SING,COM «⁄·«„
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM :
W * P P »«
W * N N,SING,COM,GEN „’Ê»Â
W * ADJ ADJ,SIM,GEN «ŒÌ—
W * N N,SING,COM „Ã·”
W * N N,PL,COM,GEN „Ê«‰⁄
W * ADJ ADJ,SIM ﬁ«‰Ê‰Ì
W * P P,GEN »—«Ì
W * N N,SING,COM,GEN ”—„«ÌÂ ê–«—Ì
W * ADJ ADJ,SIM,GEN ﬂ·«‰
W * N N,SING,COM,GEN »Œ‘
W * ADJ ADJ,SIM Œ’Ê’Ì
W * P P œ—
W * N N,SING,COM „Œ«»—« 
W * ADJ ADJ,INO »—œ«‘ Â
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * N N,SING,COM «‰ Ÿ«—
W * V V,PRS,POS,3 „Ì —Êœ
W * P P »«
W * N N,SING,COM,GEN «Ã—«Ì
W * DET DET «Ì‰
W * N N,SING,COM „’Ê»Â
W * N N,PL,COM,GEN ’«Õ»«‰
W * N N,SING,COM ”—„«ÌÂ
W * DELM DELM °
W * P P œ—
W * N N,SING,COM,GEN »Œ‘
W * ADJ ADJ,SIM ”Êœ¬Ê—
W * N N,PL,COM,GEN „‘«—ﬂ Â«Ì
W * ADJ ADJ,SIM ⁄„·Ì
W * ADJ ADJ,INO œ«‘ Â
W * V V,SUB,POS,6 »«‘‰œ
W * DELM DELM .
W * N N,SING,SURN „Â‰œ”
W * N N,SING,PR,GEN ÿ«Â—
W * N N,SING,PR œ«ÊÊœÌ
W * N N,SING,PR ‘„”Ì
W * DELM DELM °
W * P P »«
W * N N,SING,COM,GEN «⁄·«„
W * DET DET «Ì‰
W * N N,SING,COM „ÿ·»
W * P P »Â
W * N N,PL,COM Œ»—‰ê«—«‰
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * N N,SING,COM,GEN «Ã—«Ì
W * N N,SING,COM,GEN „’Ê»Â
W * ADJ ADJ,SIM „–ﬂÊ—
W * ADV ADV,GENR,SIM »Â ÊÌéÂ
W * N N,PL,COM,GEN „Ê«œ
W * N N,SING,NUM 421
W * CON CON Ê
W * N N,SING,NUM,GEN 521
W * PRO PRO,DEMO,SING ¬‰
W * DELM DELM °
W * P P »Â
W * N N,SING,COM,GEN «ÌÃ«œ
W * N N,SING,COM,GEN  ÕÊ·
W * ADJ ADJ,SIM ﬂ„Ì
W * CON CON Ê
W * ADJ ADJ,SIM,GEN ﬂÌ›Ì
W * ADJ ADJ,SIM «”«”Ì
W * P P œ—
W * N N,SING,LOC,GEN «œ«—Â
W * N N,PL,COM,GEN «„Ê—
W * N N,SING,COM Å” 
W * CON CON Ê
W * N N,SING,COM,GEN „Œ«»—« 
W * N N,SING,LOC ﬂ‘Ê—
W * ADJ ADJ,SIM „‰Ã—
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM ﬁ«‰Ê‰
W * N N,SING,COM,GEN Ê«ê–«—Ì
W * N N,PL,COM,GEN «„Ê—
W * N N,SING,COM „Œ«»—« 
W * CON CON Ê
W * N N,SING,COM Å” 
W * P P »Â
W * N N,SING,COM,GEN »Œ‘
W * ADJ ADJ,SIM Œ’Ê’Ì
W * P P »Â
W * N N,SING,COM,GEN ÿÊ—
W * ADJ ADJ,SIM ’—ÌÕ
W * N N,SING,COM ÅÌ‘ »Ì‰Ì
W * ADJ ADJ,INO ‘œÂ
W * CON CON Ê
W * N N,SING,COM «‰ Ÿ«—
W * V V,PRS,POS,3 „Ì —Êœ
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN »—‰«„Â
W * ADJ ADJ,ORD ”Ê„
W * N N,SING,COM,GEN „ÕœÊœÌ 
W * N N,PL,COM ”—„«ÌÂ ê–«—ÌÂ«
W * CON CON ‰Ì“
W * ADJ ADJ,SIM „— ›⁄
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * P P œ—
W * N N,SING,COM Å«”Œ
W * P P »Â
W * DET DET «Ì‰
W * N N,SING,COM ”ƒ«·
W * CON CON ﬂÂ
W * N N,SING,COM,GEN „‘«—ﬂ 
W * N N,SING,COM,GEN »Œ‘
W * ADJ ADJ,SIM Œ’Ê’Ì
W * P P œ—
W * N N,SING,COM,GEN »Œ‘
W * N N,SING,COM,GEN  ·›‰
W * N N,SING,COM Â„—«Â
W * ADV ADV,I çêÊ‰Â
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 »Êœ
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,COM,GEN ¬∆Ì‰ ‰«„Â
W * N N,SING,COM,GEN ‰ÕÊÂ
W * N N,SING,COM „‘«—ﬂ 
W * CON CON Ê
W * N N,SING,COM,GEN ”—„«ÌÂ ê–«—Ì
W * N N,SING,COM,GEN »Œ‘
W * ADJ ADJ,SIM Œ’Ê’Ì
W * P P œ—
W * N N,SING,COM «ÌÃ«œ
W * CON CON Ê
W * CON CON Ì«
W * N N,SING,LOC,GEN «œ«—Â
W * N N,SING,COM,GEN  √”Ì”« 
W * N N,SING,COM,GEN  ·›‰
W * N N,SING,COM Â„—«Â
W * P P  «
W * N N,SING,NUM ‘‘
W * N N,SING,TIME,GEN „«Â
W * N N,SING,COM ¬Ì‰œÂ
W * P P «“
W * N N,SING,COM,GEN ”ÊÌ
W * N N,SING,COM Ê“«— Œ«‰Â
W * N N,SING,COM  œÊÌ‰
W * CON CON Ê
W * N N,SING,COM «»·«€
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * N N,SING,SURN „Â‰œ”
W * N N,SING,PR œ«ÊÊœÌ
W * N N,SING,PR ‘„”Ì
W * P P »«
W * N N,SING,COM  √ﬂÌœ
W * P P »—
W * N N,SING,COM,GEN ·“Ê„
W * N N,SING,COM,GEN Ê«ê–«—Ì
W * N N,PL,COM,GEN «„Ê—
W * N N,SING,COM,GEN  ’œÌê—Ì
W * DET DET «Ì‰
